"rank","trophies","tag","name","expLevel","attackWins","defenseWins","clanTag","clanName","clanBadgeURL","bestTrophies","bestVersusTrophies","townHallLevel","townHallWeaponLevel","builderHallLevel","versusBattleWins","warStars","legendTrophies","bestSeasonID","bestSeasonRank","bestSeasonTrophies","previousSeasonID","previousSeasonRank","previousSeasonTrophies","bestVersusSeasonID","bestVersusSeasonRank","bestVersusSeasonTrophies","previousVersusSeasonID","previousVersusSeasonRank","previousVersusSeasonTrophies","barbarian","archer","goblin","giant","wallBreaker","balloon","wizard","healer","dragon","pekka","minion","hogRider","valkyrie","golem","witch","lavaHound","bowler","babyDragonDay","miner","ragedBarbarian","sneakyArcher","betaMinion","boxerGiant","bomber","superPekka","cannonCart","dropShip","babyDragonNight","nightWitch","wallWrecker","battleBlimp","electroDragon","lightningSpell","healingSpell","rageSpell","jumpSpell","freezeSpell","poisonSpell","earthquakeSpell","hasteSpell","cloneSpell","skeletonSpell","barbarianKing","archerQueen","grandWarden","battleMachine","biggerCoffers","getThoseGoblins","biggerAndBetter","niceAndTidy","releaseTheBeasts","goldGrab","elixirEscapade","sweetVictory","empireBuilder","wallBuster","humiliator","unionBuster","conqueror","unbreakable","friendInNeed","mortarMauler","heroicHeist","leagueAllStar","xbowExterminator","firefighter","warHero","treasurer","antiArtillery","sharingIsCaring","keepYourVillageSafe","masterEngineering","nextGenerationModel","unBuildIt","championBuilder","highGear","hiddenTreasures","gamesChampion"
"18619","5863","#2RQCL890Y","神话BLACK TH9™","202","477","0","#20VLGQVY","Guerreiros","CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU","5993","2162","9","NULL","5","353","1345","1720","2019-01","18619","5863","2019-01","18619","5863","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","10","8","8","8","8","NULL","2","NULL","10","NULL","NULL","NULL","NULL","6","6","5","2","1","3","3","2","NULL","1","30","30","NULL","4","11","157","9","4429","1","1898362422","1939746208","5993","5","48092","5713","30652","9035","380","557259","20822","14613152","22","6899","1116","1345","235183170","345","15941","1","5","1","330","2162","1","1","19120"
"28012","5746","#8VCUR9QQ2","adrien31h","139","391","1","#9L2QYV8R","All Stars","DNsohYfD9L5MoS-tAQgqOz5Nfy19BhEgPqPQ6mPnIxo","5814","4017","9","NULL","8","987","579","1502","2019-01","28012","5746","2019-01","28012","5746","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","7","14","14","8","5","16","1","3","16","16","NULL","NULL","NULL","6","6","5","2","1","3","3","2","NULL","1","30","30","NULL","25","11","179","9","3325","1","1018632290","1092774343","5814","5","32488","2680","20022","5205","358","69676","11138","7393841","22","2824","849","579","200836579","185","1717","1","8","1","1087","4017","2","1","37230"
"30788","5719","#9VPJUUL0Y","VaHaP-ANtİFENeR","130","371","0","#RVQUQ82Y","QOSER-47","JVqVoGLkFwRRxN-Sl3qXivtDHshhhYbxizTAFh9L83A","5800","3015","9","NULL","8","690","963","2192","2018-08","21712","5611","2019-01","30788","5719","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","12","12","12","10","7","1","11","7","14","12","NULL","NULL","NULL","6","6","5","2","1","3","3","2","NULL","1","30","30","NULL","5","11","NULL","9","3668","1","1009151900","1026050808","5800","5","16284","1909","13966","3987","669","57330","9736","6723457","22","3005","634","963","134487849","170","1548","0","8","1","588","3015","2","1","40615"
"32309","5705","#8JJ9UPC2C","馒头—Iniesta.Home","162","213","0","#Y8RG8QY","Quantum's 8.9","zyggSTpwyjmHb1-WoAuvhTXGEmq2P1cSMnxSG5zxOYI","5881","3056","9","NULL","7","902","1415","5042","2018-05","13895","5879","2019-01","32309","5705","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","14","12","12","12","12","NULL","13","1","12","12","NULL","NULL","NULL","6","6","5","2","1","3","3","2","NULL","1","30","30","NULL","10","11","215","9","7046","1","1486174494","1563034626","5881","5","32658","3100","24027","6575","5013","216882","15083","10308282","22","4029","723","1415","203791617","311","5643","0","7","1","1112","3056","2","1","39485"
"32647","5702","#G0QGYYR","ATTACK MAN","159","257","0","#89CY9Q08","hindi warriors","VxSI_-HfFGTd1aGOBE3pI2UA5oUB_L2q3v1ZMbAhKyw","5747","3076","9","NULL","8","990","1521","1110","2019-01","32647","5702","2019-01","32647","5702","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","14","12","10","13","12","1","10","6","11","15","NULL","NULL","NULL","6","6","5","2","1","3","3","2","NULL","1","29","30","NULL","13","11","150","9","1439","1","823988793","902706735","5747","5","16254","1842","11775","3049","505","235382","7465","5018880","22","2129","476","1521","202839675","59","3571","0","8","1","1277","3076","2","1","24640"
"34566","5684","#8LCUQR2QP","祢的笑乱了夏末蓝了海❣️ 秋儿","209","408","0","#8RYVQ9RG","LOL. S5. 万岁","TCVeO_uMyQyX3OC7JSAYWRBkpkRe2j1bUgsiHms8y2c","5722","4031","9","NULL","8","1276","1237","2766","2019-01","34566","5684","2019-01","34566","5684","2018-11","600572","4030","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","16","14","14","14","12","10","16","7","14","14","NULL","NULL","NULL","6","6","5","2","1","3","3","2","NULL","1","30","30","NULL","20","11","216","9","4365","1","1874238237","2000000000","5722","5","33245","4439","34709","9072","5049","406369","22883","11474211","22","8132","2729","1237","164970082","708","10396","0","8","1","985","4031","2","1","64065"
"35653","5675","#8GGY0UP9P","柠檬恋上初夏℡","141","250","1","#Y8RG8QY","Quantum's 8.9","zyggSTpwyjmHb1-WoAuvhTXGEmq2P1cSMnxSG5zxOYI","5760","2774","9","NULL","6","531","671","2435","2018-09","23104","5660","2019-01","35653","5675","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","12","10","12","9","8","NULL","10","NULL","12","11","NULL","NULL","NULL","6","6","5","2","1","3","3","2","NULL","1","30","30","NULL","1","11","153","9","2879","1","1053521723","1117320245","5760","5","24720","2587","15802","4532","412","130818","11688","5607261","22","2281","333","671","145330530","132","2537","0","6","1","609","2774","2","1","14075"
"40162","5639","#PUC8098Y","Clanzinho™","139","382","0","#PLYYRJUG","BR PUSH","U0gIwQ4LX0Dg_sdPhQZQWyiwIe7EN5ymGuOlJR0JcFs","5857","2889","9","NULL","6","545","899","3865","2017-03","17934","5394","2019-01","40162","5639","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","10","10","10","10","9","NULL","9","NULL","12","NULL","NULL","NULL","NULL","6","6","5","2","1","3","3","2","NULL","1","30","30","NULL","7","11","150","9","4267","1","1830420536","1835568896","5857","5","56509","5273","32361","9450","718","105321","22032","11165908","22","5161","734","899","137030989","340","1886","1","6","1","617","2889","2","1","11555"
"42784","5621","#PQV09RL2V","❤Candy❤","118","314","0","#G8CVGVQG","南暖夏栀旧时逝","Dzg5r9r8jkv6PWz1u1M4kVjQV_R9Oy-1ym46lrRzsaM","5712","2378","9","NULL","6","350","316","1086","2019-01","42784","5621","2019-01","42784","5621","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","12","11","10","9","10","NULL","9","NULL","9","NULL","NULL","NULL","NULL","6","6","5","2","1","3","3","2","NULL","1","26","28","NULL","1","11","186","9","3321","1","793566872","843520422","5712","5","14171","1615","13811","3457","292","36109","8158","4231766","22","1792","417","316","95324660","91","392","0","6","1","231","2378","1","1","34995"
"44733","5607","#G8Q2GGC0","miss Léa","187","200","0","#2J8P8CLY","Scyllarus","xOHj-fR4Mgzrzo4Asw-OtIak-K8NFikkR0YXlnoGEL8","5607","3107","9","NULL","7","1365","1794","1304","2017-01","44595","4948","2019-01","44733","5607","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","12","12","14","14","12","NULL","13","9","12","12","NULL","NULL","NULL","6","6","5","2","1","3","3","2","NULL","1","30","30","NULL","10","11","216","9","5312","1","1569717776","1585408205","5607","5","33413","6087","25916","9005","5009","388975","16402","8312736","22","5332","1032","1794","125380094","240","10449","0","7","1","1600","3107","2","1","80590"
"44781","5607","#RLC8G8L2","-DeaTh-MeTal-","131","291","1","#QRYYQY2","AVEPHENIX","fG8lVXQps8kelphi71OJGZcK53x_O9ibpAcw0XylqS4","5624","2907","9","NULL","6","776","299","643","2019-01","44781","5607","2019-01","44781","5607","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","12","12","12","12","12","NULL","12","NULL","12","12","NULL","NULL","NULL","6","6","5","2","1","3","3","2","NULL","1","30","30","NULL","7","11","188","9","4100","1","1586431514","1633296004","5624","5","30189","4281","23337","6363","283","58037","15016","9433956","22","4156","621","299","114701296","95","1442","0","6","1","847","2907","2","1","45535"
"46060","5598","#8G0CYVY82","INVOKER","123","304","2","#PPRY0Y00","Savage 8.9","JVqVoGLkFwRRxN-Sl3qXivtDHshhhYbxizTAFh9L83A","5625","2573","9","NULL","6","891","664","1060","2019-01","46060","5598","2019-01","46060","5598","NULL","NULL","NULL","NULL","NULL","NULL","6","6","5","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","10","12","12","10","10","NULL","10","NULL","12","7","NULL","NULL","NULL","6","5","5","2","1","3","3","2","NULL","1","20","24","NULL","6","11","150","9","2624","1","562885498","554561080","5625","5","11075","1386","10341","2590","251","49606","5859","2999259","22","1192","377","664","172583532","64","1351","0","6","1","1102","2573","2","1","28975"
