"rank","trophies","tag","name","expLevel","attackWins","defenseWins","clanTag","clanName","clanBadgeURL","bestTrophies","bestVersusTrophies","townHallLevel","builderHallLevel","versusBattleWins","warStars","legendTrophies","bestSeasonID","bestSeasonRank","bestSeasonTrophies","previousSeasonID","previousSeasonRank","previousSeasonTrophies","bestVersusSeasonID","bestVersusSeasonRank","bestVersusSeasonTrophies","previousVersusSeasonID","previousVersusSeasonRank","previousVersusSeasonTrophies","barbarian","archer","goblin","giant","wallBreaker","balloon","wizard","healer","dragon","pekka","minion","hogRider","valkyrie","golem","witch","lavaHound","bowler","babyDragonDay","miner","ragedBarbarian","sneakyArcher","betaMinion","boxerGiant","bomber","superPekka","cannonCart","dropShip","babyDragonNight","nightWitch","lightningSpell","healingSpell","rageSpell","jumpSpell","freezeSpell","poisonSpell","earthquakeSpell","hasteSpell","cloneSpell","skeletonSpell","barbarianKing","archerQueen","grandWarden","battleMachine","biggerCoffers","getThoseGoblins","biggerAndBetter","niceAndTidy","releaseTheBeasts","goldGrab","elixirEscapade","sweetVictory","empireBuilder","wallBuster","humiliator","unionBuster","conqueror","unbreakable","friendInNeed","mortarMauler","heroicHeist","leagueAllStar","xbowExterminator","firefighter","warHero","treasurer","antiArtillery","sharingIsCaring","keepYourVillageSafe","masterEngineering","nextGenerationModel","unBuildIt","championBuilder","highGear","hiddenTreasures","gamesChampion"
"15865","5856","#YGJ89822","TEHOSEKOITIN","170","386","1","#8PRYYP8V","Finland As3ault","76isSC140R-invOfNfomywrX38S-z_pvd6L2udpG61M","5971","3943","10","7","1379","1238","1178","2018-04","15865","5856","2018-04","15865","5856","NULL","NULL","NULL","NULL","NULL","NULL","7","7","7","7","6","6","7","4","5","6","6","6","5","5","2","3","2","4","3","14","12","12","13","12","1","14","1","12","13","7","7","5","3","5","4","4","4","3","3","40","40","NULL","13","11","153","10","2693","1","1630636227","1681357115","5971","6","57060","6701","30622","9489","2075","194191","17683","11987111","22","7623","2805","1238","383827500","504","3294","1","7","1","1577","3943","2","1","9525"
"16931","5838","#8VL9LY9L","LordCa","187","245","1","#8LUU0G8R","ALTOLIVELLO","kgK0jc04dM9UHn56N7KctM44c_Or4ZSkzA1XOqURheY","5914","2791","10","7","999","613","7334","2017-06","8021","5554","2018-04","16931","5838","NULL","NULL","NULL","NULL","NULL","NULL","7","7","7","7","6","6","7","4","5","5","6","6","5","5","2","3","2","4","3","11","12","9","14","12","1","12","2","12","8","7","7","5","3","5","4","4","4","3","3","40","40","NULL","14","11","150","10","2145","1","1343795562","1391283470","5914","6","49852","3801","24405","7123","1718","351461","17402","10867412","22","6678","1542","613","323630728","1048","9987","1","7","1","1402","2791","2","1","1000"
"17181","5834","#2JQJQLY90","S.Z.K. Krico™","171","428","0","#QUYUJRC8","DaMassaClan#016","aYbU6sgCa-W_tD0MMnpDcyG8zJNoPh6Wogsh51gxYd0","5847","5064","10","8","2929","856","2792","2018-04","17181","5834","2018-04","17181","5834","2018-02","4228","5064","2018-04","137107","4481","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","16","14","15","14","14","7","13","15","14","14","6","6","5","2","1","3","3","2","1","1","30","31","NULL","17","11","153","10","2979","1","1634158534","1618314918","5847","5","34539","3943","23660","6647","239","295641","16852","9817984","22","4736","541","856","129975651","144","4079","1","8","1","2687","5064","0","1","13175"
"18926","5811","#2RVPCQ92G","DISASTER-FTP","160","311","2","#2VG2GLL","TAMTAMA CORPS","agr1Cy6wuAwSSGkLpZT18aUem8PnLb7ZU1Df_KAS2tU","5821","2402","10","6","674","454","811","2018-04","18926","5811","2018-04","18926","5811","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","5","3","5","5","5","5","2","3","NULL","4","NULL","10","10","10","10","10","1","10","1","10","2","7","6","5","2","1","3","4","2","1","1","31","34","NULL","5","11","153","10","2277","1","1526419311","1631654424","5821","6","18297","3331","17070","4686","347","238758","10566","8328860","22","2905","474","454","101422844","46","3460","1","6","1","979","2402","1","1","11575"
"19042","5810","#2J2YCJLJ","envy","192","560","0","#89J9CQYC","The Short Bus","l4WQrf4P4cXncnwpcI91aPW6rrsbZDkLLzvRMOR4XTU","5854","1575","10","4","334","1685","810","2018-04","19042","5810","2018-04","19042","5810","NULL","NULL","NULL","NULL","NULL","NULL","7","7","7","7","6","6","7","4","5","6","6","6","5","5","2","3","2","4","3","8","8","6","4","1","1","1","1","6","1","7","7","5","3","5","3","4","3","3","1","40","40","NULL","NULL","11","153","10","4494","1","1533813892","1629540552","5854","6","52448","6159","31658","10301","1305","465576","18860","8589633","22","6020","1811","1685","339656687","207","3834","1","4","1","322","1575","1","1","15675"
"19923","5800","#20J9JCPJQ","港西：龙崎","192","270","1","#YY08R8YU","66大聯盟","f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI","5800","2434","10","6","459","1021","1774","2018-04","19923","5800","2018-04","19923","5800","NULL","NULL","NULL","NULL","NULL","NULL","6","7","6","7","6","6","6","4","4","3","6","6","5","5","2","3","2","4","2","8","8","9","9","9","1","8","1","11","1","7","7","5","3","3","4","4","4","2","2","40","40","NULL","5","11","153","10","2762","1","1288315672","1347329737","5800","6","44847","3592","23357","6287","1137","412545","16111","10026472","22","5770","1449","1021","369875082","503","10740","1","6","1","556","2434","1","1","6365"
"21496","5778","#80V9LYGPC","R O S E™","174","276","2","#YPVJPPVG","QUEEN EMPEROR","f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI","5778","2255","10","5","540","1084","3218","2017-12","19930","5584","2018-04","21496","5778","NULL","NULL","NULL","NULL","NULL","NULL","7","6","6","7","6","6","7","4","5","4","6","6","5","5","2","3","2","4","3","10","10","10","10","10","1","10","1","10","1","7","7","5","3","5","4","4","4","3","3","32","39","NULL","5","11","153","10","3476","1","1042307158","1187126610","5778","6","27348","4128","19633","6220","817","265477","13309","6272017","22","2953","407","1084","344962000","160","6258","1","5","1","646","2255","1","1","14355"
"21878","5773","#8V98JCUGG","Daeng' iwan","156","440","0","#VULY0V9R","COC INDO WAR JR","_nvBUbqfwZRB10w97Uwoa1GNz7eKE3ODBRYdq78bpis","5773","4022","10","8","1491","568","2579","2018-03","16362","5738","2018-04","21878","5773","NULL","NULL","NULL","NULL","NULL","NULL","5","5","5","6","5","6","6","4","5","3","6","5","5","5","2","3","2","4","1","14","14","12","14","14","9","4","2","12","13","6","6","5","2","2","4","4","2","1","1","17","26","NULL","13","11","153","10","3232","1","1228503085","1272926694","5773","6","36635","2995","17897","4892","189","131970","12606","6762039","22","3938","790","568","234205666","198","3961","1","8","1","1678","4022","2","1","11655"
"22144","5770","#9PYRYPY02","ADITYA","156","310","1","#YUGLYQYG","Wari Warriors","KiGxXfJRAO7IFER1TapUha48mZLG_00MkK46UUWr7zQ","5770","2849","10","7","632","1046","770","2018-04","22144","5770","2018-04","22144","5770","NULL","NULL","NULL","NULL","NULL","NULL","6","7","6","6","5","6","6","4","4","6","6","6","5","5","2","3","2","4","1","6","9","11","10","1","1","2","1","14","13","7","7","5","3","1","4","4","4","1","3","22","35","NULL","5","11","153","10","1991","1","1185278955","1307543440","5770","6","24508","2918","15739","4344","246","165358","12510","7102111","22","4383","1049","1046","224764065","117","2086","1","7","1","714","2849","1","1","5800"
"22391","5767","#2LCY8RGL2","Keijhiero","175","341","1","#L28G28YL","PISTON B","wEd9wggsPqjehuS6dX7PujAs-yhpEAxDWPREH7KmdeU","5767","3066","10","7","790","1072","1769","2018-04","22391","5767","2018-04","22391","5767","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","6","6","6","4","5","4","5","6","5","5","2","3","2","4","3","12","12","12","12","8","1","1","7","12","12","7","7","5","3","3","4","4","4","1","2","39","40","NULL","5","11","153","10","2219","1","860687247","908096178","5767","6","21244","3199","15881","4844","281","272335","11000","6159080","22","4472","1434","1072","424669138","297","5287","1","7","1","589","3066","2","1","12325"
"22919","5761","#29GUCY8YJ","maxou","158","384","0","#9UQYG0R8","ordredesombres","Ha7GqnHoMWJpwlF03t-T73lpPF3zviJeh09-h8QT7Lg","5761","3968","10","8","1982","794","1987","2018-04","22919","5761","2018-04","22919","5761","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","5","3","5","6","5","5","2","3","2","4","NULL","14","14","14","12","14","1","10","7","14","13","7","7","5","3","4","4","4","4","1","2","30","37","NULL","16","11","153","10","4921","1","1724965602","1724936200","5761","6","40135","7497","24396","9605","790","90779","14521","9598697","22","4279","1013","794","204887431","210","2383","1","8","1","2271","3968","1","1","10370"
"22966","5760","#88PL2CY28","™Unknow™","138","275","0","#2VG2GLL","TAMTAMA CORPS","agr1Cy6wuAwSSGkLpZT18aUem8PnLb7ZU1Df_KAS2tU","5794","2956","10","7","1045","505","760","2018-04","22966","5760","2018-04","22966","5760","NULL","NULL","NULL","NULL","NULL","NULL","6","6","7","6","5","6","6","4","5","3","6","5","5","5","2","3","2","4","1","12","12","12","12","12","1","12","2","12","12","7","6","5","2","1","2","4","2","1","1","24","24","NULL","8","11","153","10","3304","1","1080641588","1142995233","5794","6","21307","2414","12357","3250","471","78177","9651","6169673","22","3374","690","505","155930513","82","1440","1","7","1","930","2956","2","1","5965"
"23450","5755","#2JLCVGPQ9","EMON RoCkStAr","147","322","0","#Q0JUYVUJ","FRIENDS 4 EVER","Oinh_vQluTd-m8wC7aisGzUZSaEj_Imnf9_jovEoEk4","5774","2489","10","6","522","977","755","2018-04","23450","5755","2018-04","23450","5755","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","7","6","6","6","4","5","4","5","6","5","5","2","3","2","4","1","11","10","8","10","10","1","9","1","10","9","7","7","5","3","5","4","4","3","3","1","20","38","NULL","5","11","120","10","2588","1","876633343","941099561","5774","6","23609","2604","12149","3804","697","99606","9579","4750475","22","3025","831","977","280365847","101","1496","1","6","1","631","2489","1","1","4375"
"23752","5751","#8UJCRQL0G","凌空","152","645","0","NULL","NULL","NULL","5751","3091","10","7","1110","1008","751","2018-04","23752","5751","2018-04","23752","5751","NULL","NULL","NULL","NULL","NULL","NULL","6","7","6","7","6","6","7","4","5","3","5","6","5","5","2","3","2","4","2","14","13","12","13","12","1","12","7","12","12","7","7","5","3","3","4","4","3","2","1","40","40","NULL","10","11","132","10","1857","1","1417313054","1502660986","5751","6","20876","3580","20394","5732","557","120731","12739","8715441","22","4112","1045","1008","281833881","97","1590","1","7","1","1285","3091","2","1","5840"
"23837","5750","#9PU2C0RCQ","galante","147","323","2","#PVPC808U","valmor rock","qgfX5QFCDe6DxtPLlREEkD9lICPUeYJ_EYfTWIU7ZZo","5828","3773","10","7","963","400","1348","2018-04","23837","5750","2018-04","23837","5750","NULL","NULL","NULL","NULL","NULL","NULL","7","7","6","6","6","6","7","4","5","5","5","5","5","5","2","2","2","4","NULL","12","14","14","8","2","1","4","1","14","14","7","6","5","3","1","3","4","2","1","2","39","40","NULL","15","11","153","10","3017","1","1237551162","1427045211","5828","6","56127","4414","20883","6138","76","83278","14770","10536570","22","6145","1535","400","232076062","250","2172","1","7","1","1004","3773","2","1","6705"
"23845","5750","#2ULYUYQUG","smit","145","265","2","#YU88GQJ0","INDIAN IMMORTAL","V9sdlbwA810p3b0hUrucW4I8kdnzGqLTwbELx1KBMgQ","5785","3339","10","8","1150","596","1323","2018-04","23845","5750","2018-04","23845","5750","NULL","NULL","NULL","NULL","NULL","NULL","6","6","4","6","5","6","7","4","5","5","6","5","5","5","2","3","2","4","3","12","12","12","10","12","1","6","1","12","12","7","7","5","3","4","4","4","2","1","1","26","34","NULL","11","11","153","10","3127","1","1093221226","1210125546","5785","6","25143","3687","21376","5958","266","91934","14682","6920581","22","4838","1279","596","317146475","253","1464","1","8","1","1057","3339","2","1","1815"
"24375","5744","#8R20GVJ2Q","21eninger","158","279","0","#LY892Q0","AssassinCoC","fvoF2pJTtXkG7nzx6jWYwQPbK_KyECrRV8z7Mt2KRT0","5768","3248","10","6","587","432","1993","2018-04","24375","5744","2018-04","24375","5744","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","7","6","6","7","4","5","3","5","5","5","5","2","3","2","4","NULL","11","12","12","8","5","1","1","1","12","4","7","7","5","3","1","3","3","2","1","1","40","40","NULL","10","11","153","10","2197","1","1303438050","1361335053","5768","6","35184","3689","19644","5734","141","165750","15199","7671880","22","4036","757","432","160155068","196","3694","1","6","1","574","3248","2","1","7350"
"26331","5724","#V8R92JVL","gold kingdom","191","197","1","#VULY0V9R","COC INDO WAR JR","_nvBUbqfwZRB10w97Uwoa1GNz7eKE3ODBRYdq78bpis","5821","2791","10","6","705","1319","5010","2017-11","13355","5742","2018-04","26331","5724","NULL","NULL","NULL","NULL","NULL","NULL","7","7","7","7","6","6","7","4","5","6","6","6","5","5","2","3","2","4","3","12","12","12","12","11","1","12","1","12","12","7","7","5","3","5","4","4","4","3","3","36","40","NULL","7","11","153","10","4185","1","1471512516","1547590991","5821","6","43093","3781","23407","7080","860","380138","16405","9716420","22","6643","2823","1319","393740248","645","10072","1","6","1","719","2791","2","1","4850"
"26498","5723","#80CJG009Q","_JUNTO_56_","155","379","1","NULL","NULL","NULL","5739","1662","10","5","127","1119","1996","2018-04","26498","5723","2018-04","26498","5723","NULL","NULL","NULL","NULL","NULL","NULL","6","7","3","7","6","6","7","4","5","5","6","6","5","5","2","3","2","4","1","8","8","5","8","3","1","1","1","1","1","6","7","5","2","3","4","4","4","1","NULL","20","26","NULL","NULL","11","152","10","3405","1","1427537662","1473829838","5739","6","20940","3392","19704","5743","619","157359","13962","7502267","22","4783","1770","1119","338785639","302","4354","1","5","1","79","1662","1","1","925"
"27071","5717","#JPJV9PYL","luciF3r","157","266","3","#PUQYJULU","DARE DEVILS","j8e4iEwsiYdQFjaoHkud3He9LmtsMNxwkrZhSfnETUE","5756","2819","10","6","933","417","3273","2017-12","13407","5692","2018-04","27071","5717","NULL","NULL","NULL","NULL","NULL","NULL","7","7","7","7","6","6","7","4","5","6","6","6","5","5","2","3","2","4","3","12","12","12","12","8","1","2","1","8","2","7","7","5","3","5","4","4","4","3","3","40","40","NULL","8","11","134","10","3687","1","1332599022","1323709496","5756","6","48269","2882","16014","4738","1639","155768","12205","9037547","22","5847","2681","417","209325147","282","3124","1","6","1","1010","2819","2","1","2275"
"27172","5716","#9GG08GVLV","水分","173","521","1","#88CC22","FF大聯盟-閃耀星霖","f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI","5759","3613","10","7","3223","452","1978","2018-04","27172","5716","2018-04","27172","5716","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","3","6","5","5","5","2","2","2","4","1","14","14","14","14","14","1","14","12","14","14","7","7","5","2","3","4","4","4","2","3","35","20","NULL","13","11","153","10","2944","1","1325643404","1460837890","5759","6","39556","4625","31800","8689","38","235244","19514","7875665","22","3575","454","452","190907416","161","5865","1","7","1","3354","3613","2","1","6905"
"27368","5714","#9LQC20UCJ","LooN AttackeR","162","402","1","#YUGLYQYG","Wari Warriors","KiGxXfJRAO7IFER1TapUha48mZLG_00MkK46UUWr7zQ","5714","4073","10","8","1559","750","916","2018-04","27368","5714","2018-04","27368","5714","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","6","5","6","5","5","2","2","2","4","1","14","14","14","11","10","2","1","11","14","4","7","7","5","2","1","3","3","3","1","1","15","40","NULL","20","11","153","10","2747","1","1102878838","1182414686","5714","6","15070","2596","15077","4010","267","202881","11655","6562465","22","4207","1331","750","220977741","323","3534","1","8","1","1723","4073","1","1","7125"
"27700","5712","#89YC8RJUJ","kazu","144","285","0","#28QPG8JY","カマキリの煮付け","xSnvNNmWGEX12SBe1kmk980elitUQ-lL8mDYkAK6Ncg","5712","2964","10","6","531","915","1043","2018-04","27700","5712","2018-04","27700","5712","NULL","NULL","NULL","NULL","NULL","NULL","6","7","6","7","6","6","7","4","4","6","5","6","5","5","2","3","2","4","3","12","12","12","12","11","1","7","1","12","12","6","7","5","3","1","4","3","4","1","1","40","40","NULL","6","11","153","10","3418","1","1536618547","1609681383","5712","6","40990","3906","21005","5432","269","85974","16712","9543929","22","5458","1202","915","229746180","181","1831","1","6","1","492","2964","2","1","6575"
"27708","5711","#9YPLUQ0JG","tony","168","347","0","#YUJU92Y0","MURTAKSER INDO","OIrad9oLA0EmSCLfrIzdbS0O7tTdZH5cKDhJEZfu8NM","5730","3363","10","8","899","587","1638","2018-04","27708","5711","2018-04","27708","5711","NULL","NULL","NULL","NULL","NULL","NULL","5","5","5","6","6","6","7","4","5","5","6","3","5","5","2","3","2","4","1","12","14","8","14","13","6","2","8","7","1","6","7","5","2","2","3","4","2","1","NULL","24","33","NULL","10","11","153","10","2508","1","1284390107","1443077538","5730","6","34920","4369","22526","6864","215","224045","16120","6909997","22","4560","1420","587","219860220","136","3738","1","8","1","1049","3363","2","1","3960"
"28816","5702","#8VURG89UU","mayank","179","376","0","#YGRULCQ2","NARUTO","YjMI6VBVdxRLHI2VYpxbztSTnTXD01UIGoBST1VSlGk","5702","3135","10","7","1253","474","1314","2018-04","28816","5702","2018-04","28816","5702","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","6","6","6","4","5","3","5","5","5","5","2","2","2","4","NULL","12","12","12","12","12","1","12","1","12","14","7","6","5","3","2","3","4","1","1","NULL","30","40","NULL","10","11","153","10","2327","1","1213110804","1341994252","5702","6","42260","3726","18131","5204","156","341732","14276","7652118","22","4254","874","474","235348437","256","8238","1","7","1","1669","3135","2","1","6625"
"29632","5694","#2JUPV2CVU","vonk exitor","167","248","1","#UY98GPY","coc indo war","HvzyfImVUWtu-psxjIdp8LZiApF6eB89qdkX7WuDVGE","5705","2310","10","5","475","905","3461","2017-12","17196","5624","2018-04","29632","5694","NULL","NULL","NULL","NULL","NULL","NULL","7","7","7","7","6","6","7","4","5","6","6","6","5","5","2","3","2","4","3","10","10","10","8","9","1","10","1","10","1","7","7","5","3","5","4","4","4","3","3","40","40","NULL","5","11","153","10","3295","1","2000000000","2000000000","5705","6","67125","6052","27938","9144","837","200356","15964","15135330","22","5798","1674","905","308606111","457","5721","1","5","1","411","2310","1","1","10775"
"29973","5690","#JJ98J0VV","Saidahhalimatus","192","238","0","#PLVVGQ9V","Deal Breaker","anzPXwHdDcfVYLgLiGSkOybemfiRB80uaihupf77o60","5719","2225","10","5","479","941","2583","2016-12","28592","5055","2018-04","29973","5690","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","6","6","6","4","5","3","5","5","5","5","2","3","2","4","NULL","10","10","10","10","10","1","9","1","10","1","7","6","5","2","1","3","3","2","1","NULL","31","38","NULL","5","11","150","10","5118","1","1601184146","1608245254","5719","6","35375","4929","27540","8580","342","450763","17317","8394873","22","4811","827","941","276433542","214","9322","1","5","1","525","2225","1","1","9160"
