"rank","trophies","tag","name","expLevel","attackWins","defenseWins","clanTag","clanName","clanBadgeURL","bestTrophies","bestVersusTrophies","townHallLevel","builderHallLevel","versusBattleWins","warStars","legendTrophies","bestSeasonID","bestSeasonRank","bestSeasonTrophies","previousSeasonID","previousSeasonRank","previousSeasonTrophies","bestVersusSeasonID","bestVersusSeasonRank","bestVersusSeasonTrophies","previousVersusSeasonID","previousVersusSeasonRank","previousVersusSeasonTrophies","barbarian","archer","goblin","giant","wallBreaker","balloon","wizard","healer","dragon","pekka","minion","hogRider","valkyrie","golem","witch","lavaHound","bowler","babyDragonDay","miner","ragedBarbarian","sneakyArcher","betaMinion","boxerGiant","bomber","superPekka","cannonCart","dropShip","babyDragonNight","nightWitch","lightningSpell","healingSpell","rageSpell","jumpSpell","freezeSpell","poisonSpell","earthquakeSpell","hasteSpell","cloneSpell","skeletonSpell","barbarianKing","archerQueen","grandWarden","battleMachine","biggerCoffers","getThoseGoblins","biggerAndBetter","niceAndTidy","releaseTheBeasts","goldGrab","elixirEscapade","sweetVictory","empireBuilder","wallBuster","humiliator","unionBuster","conqueror","unbreakable","friendInNeed","mortarMauler","heroicHeist","leagueAllStar","xbowExterminator","firefighter","warHero","treasurer","antiArtillery","sharingIsCaring","keepYourVillageSafe","masterEngineering","nextGenerationModel","unBuildIt","championBuilder","highGear","hiddenTreasures","gamesChampion"
"52283","5527","#9CGLQUGY","肉联厂","147","195","1","#PPRY0Y00","Savage 8.9","EVbWpgRMFF8UE2j-mnxnhqLmiuFzQPJhjEhdLa874ZU","5542","5266","9","8","2735","399","5344","2016-12","17213","5215","2018-04","52283","5527","2018-01","2243","5238","2018-04","15557","4998","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","16","14","16","14","13","1","16","16","14","14","6","6","5","2","1","3","3","2","NULL","1","30","30","NULL","24","11","153","9","1812","1","835648180","864960363","5542","5","13612","2623","17296","5060","57","130068","11289","5287491","22","2460","480","399","269595655","206","4060","1","8","1","3314","5266","1","1","14570"
"52313","5527","#8QL290RPJ","tushar","183","333","0","#PVY0J2GC","THE AND ONLY","Sdf_i-aAlMfGKmQbWU-SFq1UzmzCNZ-2hHFUV2tHo_U","5561","3319","9","7","1554","1307","795","2018-04","52313","5527","2018-04","52313","5527","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","12","13","12","14","12","1","13","1","12","14","6","6","5","2","1","3","3","2","NULL","1","30","30","NULL","10","11","153","9","5461","1","1688354106","1745279880","5561","5","22301","4085","24031","6753","523","412426","13755","8644350","22","3426","587","1307","132362703","148","7062","1","7","1","1674","3319","2","1","18175"
"52597","5525","#2UY8RCJPP","maxx suresh","153","242","0","#2L8CJQP8","CuteReapers","CtEckcJiTeT13Ktdocgw8JAGsF1fvj_dw9Zkc2cWag0","5542","2715","9","6","1322","654","1204","2018-04","52597","5525","2018-04","52597","5525","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","12","12","12","12","12","1","12","1","12","12","6","6","5","2","1","3","3","2","NULL","1","18","25","NULL","10","11","153","9","1025","1","1065672149","1126733844","5542","5","49917","4280","17803","5872","394","210661","13626","6083946","22","3464","366","654","130431389","83","2668","1","6","1","1577","2715","2","1","8960"
"53270","5521","#2U09289UU","THE RED DEVIL","130","297","0","#YY88VG8J","عراق اسمك هيبه","MIw7OsZ9rVdSllLwSokVrVxNz7lyNxzquQdNEYgWrBU","5521","2570","9","6","690","389","649","2018-04","53270","5521","2018-04","53270","5521","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","11","10","10","10","10","1","10","1","10","12","6","6","5","2","1","3","3","2","NULL","1","23","30","NULL","8","11","147","9","2646","1","873048324","877434050","5521","5","11707","3462","15427","5179","553","86329","8980","4323448","22","1757","284","389","103515648","61","1602","1","6","1","655","2570","2","1","1850"
"53797","5518","#20PRVQYU0","Unicorn Robot","139","389","0","#L8G9PGGJ","Immortal Army™","zy7CiAg7sYfgU_48IKQhbEq3pHLAdyHWQzV-Oob2RgU","5558","2953","9","6","1191","756","1680","2018-04","53797","5518","2018-04","53797","5518","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","12","12","12","12","12","1","12","1","12","12","6","6","5","2","1","3","3","2","NULL","1","20","30","NULL","10","11","153","9","4939","1","1156471528","1164180344","5558","5","31467","3510","22387","6245","649","102205","15076","6627548","22","3152","568","756","176426500","134","2558","1","6","1","1514","2953","0","1","3850"
"56793","5501","#VLYCUYL","هادي الأبيني","134","313","0","#R9LVYJV2","ADEN GLORY","JCrbAPK5RJTuqOTY9Dp3nWTT6_O2jh5IQ0ultAyoD8M","5501","4549","9","8","1866","378","501","2018-04","56793","5501","2018-04","56793","5501","2018-01","62352","4512","2018-04","496749","4067","6","6","5","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","14","14","16","14","14","1","2","1","14","16","6","6","5","2","1","3","3","2","NULL","1","21","30","NULL","17","11","153","9","3901","1","842046889","873112130","5501","5","17066","2591","13853","3761","1139","72184","11209","4763984","22","3447","535","378","117714294","93","1506","1","8","1","1959","4549","2","1","15285"
"57016","5500","#9G2LVL2V0","h·x 缘","120","406","0","#8G9JQGV0","Relax JB","31V2AwciWBlqmkMZV1vhYj5PeEE26PeiGoqOAMeMWBM","5546","1735","9","5","110","743","774","2018-04","57016","5500","2018-04","57016","5500","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","8","7","4","4","8","1","1","1","8","1","6","6","5","2","1","3","3","2","NULL","1","30","30","NULL","NULL","11","84","9","1770","1","1375039647","1382565890","5546","5","17740","1804","20795","4738","201","50133","9689","5551095","22","1869","180","743","123631176","57","1126","1","5","1","98","1735","1","1","2400"
"62573","5467","#209LU00GG","€¥ NEMEXIS ¥€","158","186","0","#LY892Q0","AssassinCoC","fvoF2pJTtXkG7nzx6jWYwQPbK_KyECrRV8z7Mt2KRT0","5467","2632","9","6","680","1201","582","2018-04","62573","5467","2018-04","62573","5467","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","10","10","10","10","10","1","10","1","10","8","6","6","5","2","1","3","3","2","NULL","1","30","30","NULL","5","11","153","9","4140","1","1270651168","1328012507","5467","5","49776","4720","18516","5917","459","236498","14300","7925122","22","5693","1176","1201","168646703","200","3445","1","6","1","861","2632","2","1","9485"
"62813","5466","#RPRR8J8V","Agung Lubis","137","220","2","#9G8J0PQ","MARGACINTA","FDwK67NjcQZcOR9OBlqOkx0YjvF2X1pHhVAcdjZMj8Y","5474","2089","9","5","312","621","1038","2018-04","62813","5466","2018-04","62813","5466","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","10","10","8","9","10","1","2","1","9","1","6","6","5","2","1","3","3","2","NULL","1","26","28","NULL","3","11","150","9","3229","1","1233598258","1213252229","5474","5","29377","3245","17158","5229","1066","117615","10322","6170882","22","2681","293","621","137490942","73","2588","1","5","1","299","2089","1","1","985"
"62911","5466","#2PVU20RJ2","Ateng","134","171","1","#PC00CQ99","Cluster Pegasus","3BhL3JPqzF-UGhbY8ddbbBPbcrsPWSZ7jevXoRLzPqw","5508","4656","9","8","2393","932","602","2018-04","62911","5466","2018-04","62911","5466","2018-01","55210","4541","2018-04","352692","4189","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","15","16","13","15","14","1","11","1","14","3","6","6","5","2","1","3","3","2","NULL","1","17","23","NULL","20","11","153","9","4121","1","775241581","734148372","5508","5","14274","3447","11736","4272","357","57582","7361","3905842","22","1852","169","932","234846177","47","1191","1","8","1","2541","4656","2","1","6175"
"64332","5458","#2PV8V8L8V","TC1","211","367","0","#JYR2CJPG","Golden Showers","fG8lVXQps8kelphi71OJGZcK53x_O9ibpAcw0XylqS4","5533","3735","9","8","1019","1371","3383","2017-05","27908","5445","2018-04","64332","5458","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","10","14","12","14","8","1","1","3","15","14","6","6","5","2","1","3","3","2","NULL","1","30","30","NULL","15","11","153","9","3548","1","1779763770","1844554153","5533","5","44125","5598","34312","10669","619","664042","22539","13096391","22","5638","930","1371","517821828","581","9669","1","8","1","1038","3735","2","1","16980"
"65548","5451","#2VUPP8Q0U","Rizwan Virgo","140","240","0","#Y2QV00RY","Voltrick","Cwv049fhReK4-S_v8WWaSQvIm6a_eY7vluj02_YmPbo","5493","2397","9","6","310","921","837","2018-04","65548","5451","2018-04","65548","5451","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","8","10","11","8","2","1","1","1","12","4","6","6","5","2","1","3","3","2","NULL","1","30","30","NULL","6","11","153","9","3098","1","787718252","837847563","5493","5","15917","2167","16242","4275","383","138902","10787","5174431","22","2898","469","921","161480157","87","3005","1","6","1","206","2397","1","1","3825"
"66147","5448","#2V2JC8VG9","どら焼き","126","224","0","#PLYGUP2R","零。","j8e4iEwsiYdQFjaoHkud3He9LmtsMNxwkrZhSfnETUE","5564","2973","9","7","710","914","668","2018-04","66147","5448","2018-04","66147","5448","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","12","12","12","12","12","1","12","1","12","12","6","6","5","2","1","3","3","2","NULL","1","27","30","NULL","10","11","69","9","3094","1","1006864107","1113210194","5564","5","48709","3651","15040","4383","278","27962","11457","8311593","22","4633","974","914","215521681","188","571","1","7","1","819","2973","2","1","8325"
"66530","5446","#9YRG0YY0R","shadow fighter","154","389","0","#80PLQRRY","CLAN OF WAR","VLzvYtQ2QCZagCp5JlI4F8P5cKUukTVKkHwjulQfoKM","5510","3054","9","7","647","572","1086","2018-04","66530","5446","2018-04","66530","5446","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","8","8","8","7","1","1","1","1","14","12","6","6","5","2","1","3","3","2","NULL","1","23","30","NULL","10","11","150","9","2000","1","930372099","1004649676","5510","5","20138","2950","13123","4139","278","214316","9767","5227155","22","2615","391","572","125741966","79","4421","1","7","1","663","3054","0","1","12580"
"69635","5430","#8GGY0UP9P","恋上·迷茫的我","123","362","2","#Y2PRC9YC","问鼎","1Zc55CT0eolBqj1kpQ5Dz-ORAUU-KYexfAov3xEta8w","5430","2774","9","6","483","377","430","2018-04","69635","5430","2018-04","69635","5430","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","10","10","12","8","8","1","6","1","10","7","6","6","5","2","1","3","3","2","NULL","1","19","30","NULL","NULL","11","153","9","1799","1","801239785","863364365","5430","5","20041","2217","9978","3106","398","48997","8671","3876118","22","1654","145","377","142980065","41","788","1","6","1","555","2774","2","1","2475"
"69703","5430","#8GRYQJJP2","Dragon™ 2","135","597","0","#P2UR20PJ","โป๊ะ..โป๊ะ..","slsiNqJ5_8887HZYKmYvq-HL6oPkjLJY3db9x87u5YE","5523","2921","9","7","2366","563","546","2018-04","69703","5430","2018-04","69703","5430","NULL","NULL","NULL","NULL","NULL","NULL","5","5","5","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","12","12","12","12","12","1","12","1","12","12","6","6","5","2","1","3","3","1","NULL","1","12","26","NULL","11","11","150","9","2285","1","994353449","1111362346","5523","5","42924","3355","15730","4659","259","83142","11953","6746744","22","4053","936","563","150235980","204","2813","1","7","1","3148","2921","2","1","14470"
"70148","5428","#88PGQLYUP","Erdin Farudi","123","486","0","#PC00CQ99","Cluster Pegasus","3BhL3JPqzF-UGhbY8ddbbBPbcrsPWSZ7jevXoRLzPqw","5458","2229","9","6","687","422","428","2018-04","70148","5428","2018-04","70148","5428","NULL","NULL","NULL","NULL","NULL","NULL","5","5","4","6","5","6","6","4","4","3","3","5","4","4","2","2","NULL","2","NULL","8","9","8","10","8","1","10","1","9","4","6","6","5","2","1","1","3","1","NULL","1","13","17","NULL","3","11","150","9","1989","1","654739266","720740157","5458","5","13559","2845","14048","4285","617","49776","8153","3490456","22","2324","603","422","108144029","140","1077","1","6","1","766","2229","1","1","9315"
"70206","5427","#2Q8JL9R02","いえきち","166","355","0","#PR89YRRQ","sky☆garden","0qK_lrJV-fUtFWEKCOi1q1zjIGjon1yBdwSfV_L93UI","5590","2726","9","6","680","1369","5206","2017-08","20457","5567","2018-04","70206","5427","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","12","12","11","12","10","1","10","1","12","12","6","6","5","2","1","3","3","2","NULL","1","30","30","NULL","10","11","153","9","3621","1","1545839254","1565038078","5590","5","33466","4707","31213","9671","104","286253","19618","10055277","22","4030","385","1369","146407477","208","5630","1","6","1","546","2726","2","1","12495"
"71142","5423","#9928LR8QV","SAVITAR","139","313","0","#CV2JRRU8","SAVAGE ELITES","e1VRvDtsd-fA2Stvc4VsJWYAvld9mYGTSkff_260Av4","5525","4008","9","8","1577","373","494","2018-04","71142","5423","2018-04","71142","5423","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","15","16","14","14","8","1","6","1","14","14","6","6","5","2","1","3","3","2","NULL","1","30","30","NULL","16","11","150","9","1978","1","759531528","813510619","5525","5","34682","2736","14407","4040","85","91038","9695","5211907","22","2430","386","373","135072686","115","1918","1","8","1","1737","4008","2","1","1675"
"71938","5419","#92RG8CYP","shahril","159","308","2","#GVV0J90Y","HealerStarsVViP","vbTBkl1mNyvyzcaoEbFLi1uPAT4B6_SGTpYnTLiCte8","5516","2921","9","7","1943","1156","774","2018-04","71938","5419","2018-04","71938","5419","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","12","12","12","12","12","1","12","1","12","12","6","6","5","2","1","3","3","2","NULL","1","30","30","NULL","10","11","153","9","2572","1","1389364311","1443445282","5516","5","36799","3888","21076","6039","385","229254","15672","8289123","22","3731","353","1156","226316833","69","4155","1","7","1","2332","2921","2","1","6450"
"71987","5419","#VPVUUV88","⭐£nnemy Puβlik⭐","172","345","0","#9CJRVYL2","les meilleurs","kgK0jc04dM9UHn56N7KctM44c_Or4ZSkzA1XOqURheY","5582","4270","9","8","961","1294","3717","2018-01","34092","5479","2018-04","71987","5419","2018-02","233384","4186","2018-04","503320","4062","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","16","14","14","14","14","1","6","6","1","11","6","6","5","2","1","3","3","2","NULL","1","30","30","NULL","14","11","153","9","3913","1","1588902420","1585448611","5582","5","33988","3746","24759","6932","423","313047","19267","7810851","22","3663","441","1294","267128778","163","4349","1","8","1","1317","4270","2","1","7850"
"73810","5410","#8P0JGY0PQ","hegix777","146","177","1","#Q8GJQPCR","HorasMejuahjuah","2wTT1cmxO-hgK29Sd6t6BoMoHX3mhVxPBEC6Se5O_rc","5410","2807","9","6","618","702","620","2018-04","73810","5410","2018-04","73810","5410","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","12","12","11","12","12","1","12","1","12","12","6","6","5","2","1","3","3","2","NULL","1","30","30","NULL","7","11","120","9","2207","1","1343282557","1357583709","5410","5","74661","3596","15218","4185","467","162508","11546","8809781","22","4673","830","702","142377866","138","2874","1","6","1","732","2807","2","1","4550"
"74043","5409","#8QPLPG98J","ابوعلاءالحمصي","147","150","0","#Y8PR9QCU","$وحوش كلاش$","r314GwUeDOA9ZRQBVBFK8o3am02B4aYUHspSDVqNjoc","5506","2617","9","6","867","506","893","2018-04","74043","5409","2018-04","74043","5409","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","10","12","12","12","10","1","8","1","12","11","6","6","5","2","1","3","3","2","NULL","1","30","30","NULL","5","11","153","9","3775","1","1096543895","1153785644","5506","5","23088","3576","17258","5265","487","167545","12170","6581895","22","3781","504","506","181028155","101","3996","1","6","1","1032","2617","2","1","3025"
"74965","5405","#9QYGQPJRG","Imam bae","163","358","1","#PPRY0Y00","Savage 8.9","EVbWpgRMFF8UE2j-mnxnhqLmiuFzQPJhjEhdLa874ZU","5489","4423","9","8","4359","1064","1060","2018-02","74579","5285","2018-04","74965","5405","2018-04","206287","4362","2018-04","206287","4362","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","14","14","12","12","13","1","14","6","14","14","6","6","5","2","1","3","3","2","NULL","1","30","30","NULL","22","11","75","9","1369","1","1701050046","1914165813","5489","5","32151","7651","29279","10781","257","206258","15620","10478453","22","3272","255","1064","149199067","55","4894","1","8","1","5778","4423","0","1","17255"
"75438","5402","#20UPULCP9","Hossain Kausar","169","219","0","#PPRY0Y00","Savage 8.9","EVbWpgRMFF8UE2j-mnxnhqLmiuFzQPJhjEhdLa874ZU","5439","3185","9","7","2066","745","1588","2016-12","30246","5036","2018-04","75438","5402","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","12","14","14","12","13","1","12","4","12","14","6","6","5","2","1","3","3","2","NULL","NULL","30","30","NULL","14","11","153","9","4827","1","1375430728","1354013104","5439","5","44066","4043","23367","6878","845","296518","14784","7194585","22","3208","344","745","182832272","139","5409","1","7","1","2472","3185","2","1","900"
"76865","5395","#2Q0PQPCQ","FlayingDutchman","159","282","0","#PPRY0Y00","Savage 8.9","EVbWpgRMFF8UE2j-mnxnhqLmiuFzQPJhjEhdLa874ZU","5550","2652","9","6","1504","822","1897","2017-12","46406","5346","2018-04","76865","5395","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","10","10","12","12","8","1","12","1","12","12","6","6","5","2","1","3","3","2","NULL","1","16","21","NULL","6","11","150","9","3912","1","1373036147","1332968937","5550","5","31810","3429","21183","6181","712","242510","14413","7536542","22","3666","456","822","156659075","217","4839","1","6","1","2141","2652","2","1","15415"
"78084","5390","#22PQ8JG0C","GLM3077","206","140","0","#PCGLPJR8","MaLaYa EmPiRe","M3eUsF4TgCfpG84dShFHEbjM6bYircTaR02BZnehxLQ","5390","3656","9","7","2043","1515","498","2018-04","78084","5390","2018-04","78084","5390","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","14","14","12","14","12","1","14","7","12","14","6","6","5","2","1","3","3","2","NULL","1","30","30","NULL","14","11","153","9","4112","1","1097794769","1156578583","5390","5","31592","6226","19163","6972","127","570397","13565","8113889","22","5673","843","1515","329306336","301","14028","1","7","1","2778","3656","2","1","18775"
