"rank","trophies","tag","name","expLevel","attackWins","defenseWins","clanTag","clanName","clanBadgeURL"
"1556","5072","#ULPG0Q99","AKP","173","135","5","#9RVQGPVC","I❤️India","TCVeO_uMyQyX3OC7JSAYWRBkpkRe2j1bUgsiHms8y2c"
"1557","5072","#CLGLRU2Y","SMOKEY","162","343","22","#2P0YJP9G","49%","agr1Cy6wuAwSSGkLpZT18aUem8PnLb7ZU1Df_KAS2tU"
"1558","5072","#P2JUP0GP","kk","170","146","11","#Q9YCPV09","王者","owgIylfqmkTMSMHIWrm2MaguQ-t7LdElfJhc2nHxl2c"
"1559","5072","#LJRV82CP","washy","142","90","19","#802QYV8R","On Call","NJngz8BoXuKMAUVl5UuavpXGDaE4chERulCJtAwmGLU"
"1560","5072","#28RPRPQC9","Sultani","127","143","18","#9QGJRJ","templar knights","Rt-XKPJE0MNcfDj4uhBiDE1bM8a_8U8V3QvpLEBI_ww"
"1561","5072","#PP99VR0R","五百个小面包","223","148","13","#9PUGPCP9","高大爷","CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU"
"1562","5072","#8RP2YQQC","Pepsi","135","100","7","#8200GRP","MaXiMuS","tsbNDyZqWrKKI1EkE3OG35KUf2lGZgdOUm0Lq5PhrvE"
"1563","5072","#JYRRU8L9","Kazuma","131","164","9","#LQ9YGL9R","EVOLVERS 11","F-qfcP94wFHoFbw6GXyGCRyR4bwU1DrdgfC79EKkyxQ"
"1564","5071","#2P8RQPPY","H.B","161","195","10","#YJLY82QG","大唐天子","So0A9MJeUWMPSlvkZve0jTvKuqJOZeqaBXfiDgCwzcQ"
"1565","5071","#LV9LV0JP","ジーク","146","142","2","#2UGJVUJY","えび団子ー陸","ZgEy-opUkhMfpWSn-jh_jPbrlrbKZtMvXp4NewHhoy0"
"1566","5071","#G2C8Y2UU","beaujun4","136","67","6","#2P0YJP9G","49%","agr1Cy6wuAwSSGkLpZT18aUem8PnLb7ZU1Df_KAS2tU"
"1567","5071","#L2CGPJ8J","⭐TITANIUM⭐","161","52","12","#9YGL8Q98","INDO MABES","zq2i8CKKaJvoLMl4VecipmCewASxzYBJC6d9vL0j8a0"
"1568","5071","#L98U892P","vOtRi࿐","202","248","13","#2Q9QJVUL","saigon !war!","yvbD84HLE0XXLeldiwkWCmSmZS6w_WIMNEZp6wxTACo"
"1569","5071","#2R2CGR2G","kouki-c70","147","137","6","#2ULLC2PP","Clans Popo","YQo-xhjJ9o-1DRBNwMf4ryoN7Os7b4E_e9OdDqFdM2s"
"1570","5071","#9ULJRLJY","Lun","205","122","3","#RJCCGYC","yishun&marsilin","kgK0jc04dM9UHn56N7KctM44c_Or4ZSkzA1XOqURheY"
"1571","5071","#8CVJ9RL0","9piyo8","152","137","7","#PC02RQLU","ばっはぁ","kgK0jc04dM9UHn56N7KctM44c_Or4ZSkzA1XOqURheY"
"1572","5071","#2P89J0UPQ","shige","146","261","19","#8PQL0Q8U","東京クラン","YQo-xhjJ9o-1DRBNwMf4ryoN7Os7b4E_e9OdDqFdM2s"
"1573","5071","#Y0PL0L28","gaburigaburi","152","188","9","#9PC8GP0L","Bleed Blue","7YRC0kPUshqcfUpIvd59y8xMSdTSIyikyoUI85MyOHY"
"1574","5071","#UJYRYV8V","shahrul1417","159","258","6","#20R0UYQQ","KAMPUNG BOY","zq2i8CKKaJvoLMl4VecipmCewASxzYBJC6d9vL0j8a0"
"1575","5071","#JVGC9298","God of War™","162","644","153","#P8YCGUUG","Persis","9paIAWRoEmVUH0-D5KWhutJkPdWjVcU8f2ki9InSlMI"
"1576","5070","#22QYJVV9","日月神教-東方不败","146","129","8","#P02RJ0QQ","CN.one","f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI"
"1577","5070","#2VGU82YQ","Dark Knight","131","126","3","#82RR0RJP","Swaim Raiders","tsbNDyZqWrKKI1EkE3OG35KUf2lGZgdOUm0Lq5PhrvE"
"1578","5070","#9JCUC9RL","Achmed.duvkopf","183","178","6","#PGUL8GVJ","BREAKLESS™","agr1Cy6wuAwSSGkLpZT18aUem8PnLb7ZU1Df_KAS2tU"
"1579","5070","#99RPYCCR","(![z2z]!)","152","124","3","#LQ2C2R2C","Tink Elite","wMWWrPBg_RKaEv7mFNK6iTGZSS2GEalefSqlNjB0L0I"
"1580","5070","#QGQVJQ90","Dielis","164","176","4","#PQJUY09L","VIVA KOREA","CBa0ys8ar9lkGQw0Qa9iHf2T1PlOZ8u0gF07j1BfbfE"
"1581","5070","#LYPLQ2PJ","Madoka","145","209","8","#9J99PYRL","CLUB ONLY","Yafe6MmAlMuwti0JKKcQJWJVHRCL9_FfKpVZJJD-xZs"
"1582","5070","#G0J2VCGR","KALEB","160","174","5","#PCG9G0L2","Come & Take It","JMe3SPkziLGyLOd7WgIqVokwUa4BLvWlE-jI7WSj_00"
"1583","5070","#292RQRJ9","sama","138","87","8","#20V2YPRY","種っ子","r8wtD0yikAzAxrHiDHBogc1fhMElG2sou3PytWfOy4M"
"1584","5070","#L0JJLUPL","Skywalker62","157","215","20","#VPLRC2L","LuXusHoTeL","cGaD3FvudBFEVqyCJKtRteNP7RrUry0MlV9cDEMaS2s"
"1585","5070","#P90PGQ0Y","さかちゃん","141","157","30","#UJPU2UC","がらくたブラザーズ","Yafe6MmAlMuwti0JKKcQJWJVHRCL9_FfKpVZJJD-xZs"
"1586","5069","#QUQVVYQY","Tobias","193","134","6","#2P0VV0GC","༺ᏕᏢᏐᎡᏐᎢ ᎻᎪᎳᏦ༻","-Dj1ntwQJxhvn-x1rbq0HTKSBvvO_1v6eC4es81BtJE"
"1587","5069","#20PUR0V","BЯuИØxX","163","165","9","#8RPY0V9Y","ELITE TEAM TOP","GuP1llaaqf64kZ5fF7YXX0VZE6QIkKwBewVK9k1eMDw"
"1588","5069","#CJP200GL","ламбик","165","166","8","#282099UP","PANATHINAIKOS","UsE1MzOdUQOaKTHZlVRQkxQ-pI7gRfN4kLJmuh7gl1U"
"1589","5069","#2CCVP0R8","lorvi","150","125","5","#2RLQL2GU","Lost Rebels","OscKpo3KQ0Ii4j9otJvPLlGO4dz9CahFo-cnzZUGHPg"
"1590","5069","#9VJPGRC9","Seddik","208","88","3","#UPR8YUC","EGYPT ARMY","N3RDI6oRKwVJ2AWiqT_LtnDOlqscDS-D3dy7x4DQDzA"
"1591","5069","#P0980900","lemas","155","165","5","#P2G0LYV2","SeaFarers","A2LvQLlKDXzFLOP2JqlbBWuGSrtIlfn2ja8WwJx4ZSw"
"1592","5069","#L0G0URJ2","阿拉米斯","182","139","7","#Q9YCPV09","王者","owgIylfqmkTMSMHIWrm2MaguQ-t7LdElfJhc2nHxl2c"
"1593","5069","#Y99QGV08","牙狼","173","198","13","#2Q0QVV80","超絶援軍.com","d0WKymXoVURiYbjYrvgxwvLyz4XJjGortU68Uwh1woU"
"1594","5069","#P99YV8RQ","テッサ","137","119","11","#8CCVJQGY","Z E R O","jA0A1-BAutiOTM9fWQbKkXZMCteT8NswDo_QW1TSnIk"
"1595","5069","#8C0R8PYY","ともりん","155","85","6","#2QL0C88J","熊本ぬん","_w5e72ZHU9XRrM-RIhh4zEP_JGBUfdUyZ5pKqers8uw"
"1596","5069","#90VGVJCG","Setra","176","179","5","#22RPYJ28","I SOPRAVVISSUTI","Z5f15B3vFJThAoECsiugsv2uaaflwp4K-tySPgkaXu0"
"1597","5068","#JQCLRLP8","thor san","148","70","11","#9Q8YCJ9U","Love n War","-ya1dbmVv1e0w53wp1yqTPQGtkP1Tp4IVUryXUDThA0"
"1598","5068","#8VUL8RJY","ENDER ÖZDEMİR..","162","70","10","#VRPYLG","MADE in TURKEY","KzIU29xI4JPcMNvnYutkMivV9XgQTZEwFnUY9jRRKtw"
"1599","5068","#Y9C2RL29","Des","197","314","9","#8Q2CGCUG","TheOtherSide","FDwK67NjcQZcOR9OBlqOkx0YjvF2X1pHhVAcdjZMj8Y"
"1600","5068","#R2YJP990","RATSO","150","130","13","#8L2GUGRQ","the kings clash","e1VRvDtsd-fA2Stvc4VsJWYAvld9mYGTSkff_260Av4"
"1601","5068","#PCLR29QC","Qatar","163","87","2","#2UL20P8L","درع الجزيرة","YQo-xhjJ9o-1DRBNwMf4ryoN7Os7b4E_e9OdDqFdM2s"
"1602","5068","#L0RP2VY8","Randy™","147","137","4","#YP9U0J","U.S.A ","f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI"
"1603","5068","#20R8YPUVG","economic man","144","91","5","NULL","NULL","NULL"
"1604","5068","#LLVLRV","egoshooter","156","117","5","#28UYU9Q2","GNADENLOS","N0-0A9MU2iS84X0n4hDnN8as1kXz9wJCFcP30dnulT8"
"1605","5068","#2G9880R9","No Fear 1905","142","167","14","NULL","NULL","NULL"
"1606","5068","#RY8RQ8Q0","fürst","155","116","10","#2GR920V9","WAR IMPERIUM","f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI"
"1607","5068","#890L9209","Eunice Bee","170","274","17","#8VUVY8YU","战狼。百战百胜","8EQBE6OT2lO2k7IAB6UnIZFU_duNd9iJG0kSvlZHi4Y"
"1608","5068","#J8VQ9PCP","TNT","145","148","13","#2R0V0VUL","UAE GangsteR","Oinh_vQluTd-m8wC7aisGzUZSaEj_Imnf9_jovEoEk4"
"1609","5068","#JJCR2VCU","shige-e，","141","223","9","#YRCLVY2V","白髪鬼","aIgTBaGxdHglhWv5cK0Hl7L6f5rWLNhwXW1vVR49OIg"
"1610","5068","#QL2U90PY","Malik","142","53","7","#8JVP9LQC","Netflix & Chill","rza2YKMlvQI8fDLGm3suKAoMeyL0oKNIw0qtfV8KSBQ"
"1611","5068","#9U92ULJV","L'helvète","158","109","7","#82PRJC2L","chalet Suisse","7Siliur18v1CGpXz2bnd3T6Dcenpw1PjWqIkzsVI3eo"
"1612","5067","#YV28YLPG","胸毛一門☆零人☆アナコンダ","140","309","4","#PLPR0RU2","誉〜cantera〜","7Siliur18v1CGpXz2bnd3T6Dcenpw1PjWqIkzsVI3eo"
"1613","5067","#8CJQUC2Q","Afsaneh","178","226","5","#2QUVP9LJ","PERSIAN CHARMER","VNKjK5xu_cPgeUdQqpuOzBgJQSF2ha0TdWlbgv3i5Bk"
"1614","5067","#GR9VJ2RC","Ben","139","119","20","#QVJPGPR","TT flingueurs","1Cgd3Zm-x3ZFpkEQk-F0GEgiie5ZDw_8QdC5MFsOYc4"
"1615","5067","#LR9C8QCV","Eloy","201","170","12","#8RYU9YU8","dominican cxa","TU0t119W5y2lbBAVtL4Ybx4aRPZMAzc5gvFgg02dXHI"
"1616","5067","#L9Y0GU0P","Kyle","155","148","3","#2VR2YY0G","Kings Rock","8EQBE6OT2lO2k7IAB6UnIZFU_duNd9iJG0kSvlZHi4Y"
"1617","5067","#UVJYG9VG","Taief","144","189","6","#JYPRJVU","NORTH 44","zyggSTpwyjmHb1-WoAuvhTXGEmq2P1cSMnxSG5zxOYI"
"1618","5067","#8UUUGCCP","のぉ♪","148","148","3","#2J9902U0","みことｰ尊ｰ","Ovla22qqpfMgbaZzYF2FFn-cL98373ybVqu9U7xsfZM"
"1619","5067","#2PLL0JLL","Angry Bird","171","206","8","#YJLY82QG","大唐天子","So0A9MJeUWMPSlvkZve0jTvKuqJOZeqaBXfiDgCwzcQ"
"1620","5067","#QV80CJ8P","⚡️⚡️BEHROOZ⚡️⚡️","151","180","7","#JRRGVJR","PERSIAN GULF","MKDWb2BV1gSGTb5mCcOLEsAbn3pj9kcP1zkQnBzWtT0"
"1621","5066","#20UUVQGRJ",".:LadyLuck:.","150","214","7","#RCU802L","Untamed Dragons","jA0A1-BAutiOTM9fWQbKkXZMCteT8NswDo_QW1TSnIk"
"1622","5066","#YU0Q8J0R","ViPeR","147","138","3","#9QGJRJ","templar knights","Rt-XKPJE0MNcfDj4uhBiDE1bM8a_8U8V3QvpLEBI_ww"
"1623","5066","#9GR90C8","alan","157","179","13","#28JQ0YPY","EXAGERADOS","GM8oUGe4-5iBaqYJYDcImI-iUPbnr_p3y_qzs8oqoy4"
"1624","5066","#GRY2GPUG","shal","134","157","7","#9299PPUV","ISRAEL-UNITED","785cxXU5e-ulxWoqSLeUEynsbsNm0dFTSlTNGinvFYs"
"1625","5066","#YVUP0GR9","MTK","162","222","4","#899J0LGJ","强将","pJs4owZfai8a92PC2i82Tv6ujLpEjmmYSX_DDn0BEgw"
"1626","5065","#22CUR2UP","BAD MFER","159","214","15","#99VPLY0Q","Yea Baby!!!!","agr1Cy6wuAwSSGkLpZT18aUem8PnLb7ZU1Df_KAS2tU"
"1627","5065","#YCL9G0JP","TacKeHoa155","161","81","12","NULL","NULL","NULL"
"1628","5065","#8J8JVL9J","Dingleberry Pie","203","118","8","#YRUYL22","Quantum's Web","owgIylfqmkTMSMHIWrm2MaguQ-t7LdElfJhc2nHxl2c"
"1629","5065","#9QPGPQJ9","ベビー5","146","200","1","#P802QPQG","神風 覇","xxgxQ7psaG0LhvfyfX4hH59EAcXx2tlxOAGkWV33WOs"
"1630","5065","#URUVJ2J0","⚡️Lightning⚡️","141","43","20","#PG9LCP9P","Lava Kings","CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU"
"1631","5065","#U9CQ08UR","海 哥哥","188","282","11","#9028ULJY","【第九區】","JYJNl9HOl5eUwFog3Zb8wTZunxyJ5_rcn6RHUGXuR0s"
"1632","5065","#LPLCPYQJ","༄༜ོ༼Prince༽༜ོ༄","155","765","78","#8VG89ULY","IRAQ CHAMPIONS","OnyoVzsqn5OaD1w8kiki9N4Z_fVD5RkueWVuq1gkKiE"
"1633","5065","#YJQYPCQV","MASOUD.A.SPINE","152","234","9","#JRRGVJR","PERSIAN GULF","MKDWb2BV1gSGTb5mCcOLEsAbn3pj9kcP1zkQnBzWtT0"
"1634","5065","#YQQYPVGV","To","167","145","4","NULL","NULL","NULL"
"1635","5065","#YG88VVQ8","Sir Anthony Lep","159","131","3","#P99928LJ","ABN RANGERS","w-s_7qXZ4oqDt7XI1IE-n00hfUjU_Rf2637oidCywjk"
"1636","5065","#GLJUUU9C","24 killer ASHU","157","124","4","#CJLRL92","Pune ( India )","Szv2ioumdUSaJW7acDvRZnpAPpSqXikq4QuKnKvhO1U"
"1637","5065","#YUQ0PC2G","kéké38","219","151","9","#9GJGLRLG","MEGA FAMILY","cxK5C4Wkg4xZN8yXTrZmmm3iZHpinlS0Po9bPAtU5Lg"
"1638","5065","#9GJYL2RJ","如来佛祖","139","180","3","#L2CUJP9C","1马公司/1MB","cwt0C5O_CuR5lhEbC6SxDPMY-YLXkTt2GbjQAM6sNMU"
"1639","5065","#R0V20CU8","911","182","153","5","#Q9YCPV09","王者","owgIylfqmkTMSMHIWrm2MaguQ-t7LdElfJhc2nHxl2c"
"1640","5065","#J22CV9JL","بو تركي","156","60","9","#8200GRP","MaXiMuS","tsbNDyZqWrKKI1EkE3OG35KUf2lGZgdOUm0Lq5PhrvE"
"1641","5065","#LGL8YJLV","けけ","127","192","6","#Y2LUPGLP","羅王","Yafe6MmAlMuwti0JKKcQJWJVHRCL9_FfKpVZJJD-xZs"
"1642","5064","#98V9UCG8","Rubens","168","98","8","#2QYVVVR0","LATAM TEAM","Z2OqgY6eNST05cLYqniJQTYdrwwG-GKOZvrW26SKt18"
"1643","5064","#Q0228JGR","David","159","185","3","#2J8Q20LY","Kings Liberty","8EQBE6OT2lO2k7IAB6UnIZFU_duNd9iJG0kSvlZHi4Y"
"1644","5064","#YVLV20RP","saud1124","162","110","6","#UQLUR0R","السعودية","3lrYN4w8AhMvMDhQmcM7iNQIxncW-iIbGxUK9hqy4ME"
"1645","5064","#209JJCV0L","奏係好lucky嘅詹姆士","130","169","14","#8VVC80L2","Glory中华•笑傲江湖","djta_9XDtHKA2UKp8ySWCPjy-Zr9Ad_8DHIW2rFIef0"
"1646","5064","#VJ99JV2Y","༄ེིོུmysh༕ེིོུ","142","103","5","#Q9YCPV09","王者","owgIylfqmkTMSMHIWrm2MaguQ-t7LdElfJhc2nHxl2c"
"1647","5064","#29G8GLGL","yg2","132","300","4","#928J9GCP","대한민국•KOREA","SeshZACsOz6tLJ6BRuxDTUtg4tE4fABKfFI5B8BrOdc"
"1648","5064","#2YLVG9PL","Alec","141","696","46","#CG989L","The Lost","tsbNDyZqWrKKI1EkE3OG35KUf2lGZgdOUm0Lq5PhrvE"
"1649","5064","#UYY90LCR","けたんちょ","158","286","12","#29JJYCCL","★カフェオレ★","rza2YKMlvQI8fDLGm3suKAoMeyL0oKNIw0qtfV8KSBQ"
"1650","5063","#YUP8899C","++guny++","167","210","10","#8RQLVLQY","Dragonsbane","OnyoVzsqn5OaD1w8kiki9N4Z_fVD5RkueWVuq1gkKiE"
"1651","5063","#QVU8QL0Y","本杰明","170","143","19","#2LCQ008Q","MegaEmpireAsia","cxK5C4Wkg4xZN8yXTrZmmm3iZHpinlS0Po9bPAtU5Lg"
"1652","5063","#LJ9PJ98U","Eva","152","182","10","#2VR2YY0G","Kings Rock","8EQBE6OT2lO2k7IAB6UnIZFU_duNd9iJG0kSvlZHi4Y"
"1653","5063","#22LL0GR8","大王","167","82","7","#Q9YCPV09","王者","owgIylfqmkTMSMHIWrm2MaguQ-t7LdElfJhc2nHxl2c"
"1654","5063","#L2VR2G0J","Dorian Gray ®","151","811","145","#8RVUVYCU","United Italy","FoeBKgf5I2Ow7tbVKhmqr9BDn1y0i-jXkQ8rMZaUr7g"
"1655","5063","#JUP0UJG","mkm2","161","185","8","#JRRGVJR","PERSIAN GULF","MKDWb2BV1gSGTb5mCcOLEsAbn3pj9kcP1zkQnBzWtT0"
"1656","5063","#Q8YVRU90","CHECO","212","62","14","#2JGYRJVL","MEGA EMPIRE","cxK5C4Wkg4xZN8yXTrZmmm3iZHpinlS0Po9bPAtU5Lg"
"1657","5062","#Y82QP9JR","Graham","172","126","10","#PCG9G0L2","Come & Take It","JMe3SPkziLGyLOd7WgIqVokwUa4BLvWlE-jI7WSj_00"
"1658","5062","#JPC0829Q","North Coast","161","149","7","#PG88UPC","Lost Phoenix ","IuD30W8lcoKfT3JwrVAesVApTmgMTPaNCJakp5FaaR4"
"1659","5062","#Y9RGJ8U2","浅蓝","142","582","17","#2LQL9VQU","迷宫","fvoF2pJTtXkG7nzx6jWYwQPbK_KyECrRV8z7Mt2KRT0"
"1660","5062","#VU2P8QC2","联合国16valve安理事部长","155","193","5","#8RQYP9YG","阿里巴巴和四十大盗","7C2SruGmxB83a_dspOpi3Qj_vqDswGzZzhh1O2GgfuM"
"1661","5062","#CG0QRR8","Lee.갑빠(≥∀≤)/","159","115","13","#92V0YPY8","OPS: 좀무서운형들","V5SOprRDwUQKqfI1RWbdikOUkqj1h6oN7G-zDrxQhbs"
"1662","5062","#GPPRYVGQ","LEOCRUSE","170","65","7","#2LY2J0G0","vergeros.com.mx","Ovla22qqpfMgbaZzYF2FFn-cL98373ybVqu9U7xsfZM"
"1663","5062","#PRYVQGGJ","⚔☠ᗩᒪᘔᗩᕼᗰI☠⚔","144","112","12","#GRRUYPY","PING!!! RAK","CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU"
"1664","5062","#PVYJL0G0","Julia_Khaleesi","164","304","2","#PGQ9L9PG","Spirits of War","jA0A1-BAutiOTM9fWQbKkXZMCteT8NswDo_QW1TSnIk"
"1665","5062","#GJUU9YLU","samer","165","232","5","#Q08G02C0","Freedom Tower","CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU"
"1666","5062","#9GRJ0R92","セカイ","146","71","10","#RY28C2","sleeping forest","8EQBE6OT2lO2k7IAB6UnIZFU_duNd9iJG0kSvlZHi4Y"
"1667","5062","#8J98Y8UV","p z","141","102","9","#2GR920V9","WAR IMPERIUM","f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI"
"1668","5062","#U8LPCV8C","Long_vip2015","151","144","6","#2RQG9J0Y","Máu Me!","GM8oUGe4-5iBaqYJYDcImI-iUPbnr_p3y_qzs8oqoy4"
"1669","5062","#8RCP02U","韩愈","160","142","6","#YJLY82QG","大唐天子","So0A9MJeUWMPSlvkZve0jTvKuqJOZeqaBXfiDgCwzcQ"
"1670","5062","#QJC992PV","jim","184","1262","21","NULL","NULL","NULL"
"1671","5061","#R2CC982","Dr Mujtaba","146","235","10","#PYQG2U","PAKISTAN","A2LvQLlKDXzFLOP2JqlbBWuGSrtIlfn2ja8WwJx4ZSw"
"1672","5061","#RJ8QU2GL","澰豔劾","143","122","3","#YGCUL0Q","蛙洗台灣狼","4IYaGHTNZF3sS9e5N0m4JDtrd3KcLKwOQ00ta2DzOlE"
"1673","5061","#8YY9CPPL","⚡️Rebar~King⚡️","152","91","8","#YP9U0J","U.S.A ","f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI"
"1674","5061","#U2CCLP2R","alain","151","154","1","#Q89P80Q","UAE_Fighters","PGqaXo7R7ggXc7tafXWx3EXNhniuIde2lzWIPnutx0g"
"1675","5061","#YP8GG0VP","PP™©®","152","134","10","#82GG0UYP","The Cell","V9sdlbwA810p3b0hUrucW4I8kdnzGqLTwbELx1KBMgQ"
"1676","5061","#RJYLUVVG","Kimu-aya","136","143","9","#P0RJVJVP","GinzaKoso Tokyo","xyAQeEy7043N99BgOqa9knj3cq9fppL_qXBgwsXvU6U"
"1677","5061","#LQ9Q2RV8","極悪倭文馬肉メンちいたん❤️","140","211","12","#P29YPCJU","倭文組","e1VRvDtsd-fA2Stvc4VsJWYAvld9mYGTSkff_260Av4"
"1678","5061","#CR8P9CVR","NIGHT FURY","153","100","8","#2U2JQG82","INDO BROTHERS","8EQBE6OT2lO2k7IAB6UnIZFU_duNd9iJG0kSvlZHi4Y"
"1679","5061","#9R0PGVLG","AdrieChee","168","448","98","#28J29JQ8","MALAYSIA","pIQF0DrthjPQPaGjCOmQVYGP1hV2t0naCg1V2IaEoAo"
"1680","5061","#PQCRJCGG","Jase71$","148","173","8","#GCPPGY8","Peter17$AWESOME","j8e4iEwsiYdQFjaoHkud3He9LmtsMNxwkrZhSfnETUE"
"1681","5061","#PU92VUP","nekseslons","174","182","5","#2GR920V9","WAR IMPERIUM","f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI"
"1682","5061","#989QJUJG","Running Man","152","132","8","#UP0080R","Indo Eternity","xUo2kMu1WXvJWD3UCP4xxKs23-EIfz2TCiXmSnkRUTY"
"1683","5061","#YYUVRG9","killer Luca","145","69","6","#PJV99QJ0","Italian Champs","Ukxtro0nEsz8f70jMvV1wwafhJcPyh_RgasvQiBQ1Rg"
"1684","5060","#R0P0URCY","ᎮᎽᏒᎾ","146","74","4","#CUJL28L","HITMEN","YQo-xhjJ9o-1DRBNwMf4ryoN7Os7b4E_e9OdDqFdM2s"
"1685","5060","#C2J2CCY0","케들은","147","288","9","#P0YL02RL","나디아","BCNx0NuCcvUXzfjXEJqmwF6ecU3_p4jutGzQ6Q8k3CA"
"1686","5060","#J8YRJQR","Big Papi","153","110","12","#YVLJLYJ","VENEZUELA","JYJNl9HOl5eUwFog3Zb8wTZunxyJ5_rcn6RHUGXuR0s"
"1687","5060","#P8CL8P0C","♚♛OUTSIDERS♛♚","148","227","6","#9CJGPQGY","コンセンサス","DxmN-0Xoa22pxNfJXMphySyjIsKRP7fug09HHD_FyxE"
"1688","5060","#8J0CRGPV","bronko","152","189","5","#2GR920V9","WAR IMPERIUM","f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI"
"1689","5060","#JVLJ9LYQ","ハルキチ","148","146","11","#2V8PUL28","戦場の絆","Z5f15B3vFJThAoECsiugsv2uaaflwp4K-tySPgkaXu0"
"1690","5060","#QR0G9GR8","OCH8928","183","153","12","#LVQ8CJ20","華人部落·精英传说⚡️","d35RgsWEDseW3YhvWSt4BkFxVv91NqlyGoh8QhvzQx8"
"1691","5060","#Y9PJCJ89","よし","155","91","5","#GL089J","王の宴","7Siliur18v1CGpXz2bnd3T6Dcenpw1PjWqIkzsVI3eo"
"1692","5060","#RG2RQ9VJ","bastian","159","107","1","#2U2JQG82","INDO BROTHERS","8EQBE6OT2lO2k7IAB6UnIZFU_duNd9iJG0kSvlZHi4Y"
"1693","5059","#202YYJLL9","ᎮᎽᏒᎾ","139","66","9","#CUJL28L","HITMEN","YQo-xhjJ9o-1DRBNwMf4ryoN7Os7b4E_e9OdDqFdM2s"
"1694","5059","#CU89089V","ちふ","129","141","15","#P0RJVJVP","GinzaKoso Tokyo","xyAQeEy7043N99BgOqa9knj3cq9fppL_qXBgwsXvU6U"
"1695","5059","#VCVQYUPG","Giantears","146","134","10","#8UYPRV8V","War Kings","OscKpo3KQ0Ii4j9otJvPLlGO4dz9CahFo-cnzZUGHPg"
"1696","5059","#JQGLLPR9","Jack M","149","116","13","#8QLUCUP9","ROYAL MISFITS","YQo-xhjJ9o-1DRBNwMf4ryoN7Os7b4E_e9OdDqFdM2s"
"1697","5059","#LCCP9G2J","HELLAS sieg 1","165","173","10","#2GR920V9","WAR IMPERIUM","f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI"
"1698","5059","#99PLGJCP","I plow u","148","110","7","#YQJJRV2R","Terra Firma","bfmKg8cM4PUytKqR0ASyqLITyOqjjfaCPbrDEdiP7U8"
"1699","5059","#8RGCUGGQ","小明","140","249","10","#2LQL9VQU","迷宫","fvoF2pJTtXkG7nzx6jWYwQPbK_KyECrRV8z7Mt2KRT0"
"1700","5059","#PYLQPYLG","SIRAÇ SRÇ PANT","148","114","3","#VRPYLG","MADE in TURKEY","KzIU29xI4JPcMNvnYutkMivV9XgQTZEwFnUY9jRRKtw"
"1701","5059","#8RPRG8QJ","tristan","152","256","5","#229RY998","Eesti Veteranid","OnyoVzsqn5OaD1w8kiki9N4Z_fVD5RkueWVuq1gkKiE"
"1702","5059","#JVQJ922L","SJ","153","111","4","#2U2JQG82","INDO BROTHERS","8EQBE6OT2lO2k7IAB6UnIZFU_duNd9iJG0kSvlZHi4Y"
"1703","5059","#2JLPCVUL","junt","144","197","11","#2GGG0092","MAHOROVA@","YQo-xhjJ9o-1DRBNwMf4ryoN7Os7b4E_e9OdDqFdM2s"
"1704","5059","#8Y0JQRYG","H.O.( ´Д`)y━･~~","134","160","2","#2222L9VG","アイシーンズ","cGaD3FvudBFEVqyCJKtRteNP7RrUry0MlV9cDEMaS2s"
"1705","5059","#GVGV920L","ابو ريان","147","225","17","#UQLUR0R","السعودية","3lrYN4w8AhMvMDhQmcM7iNQIxncW-iIbGxUK9hqy4ME"
"1706","5058","#LYP2Q8VC","ウシシ","147","216","5","#LPYCLLY","☆JOKER☆","kgK0jc04dM9UHn56N7KctM44c_Or4ZSkzA1XOqURheY"
"1707","5058","#L2GVRPR0","G3","134","233","3","#2U9009CG","-ZEST-","fTlFp5y9beiWu3Jx_tWrzLwtAzu7Q7d1fL18ew2sOEk"
"1708","5058","#R02GVJ8C","Slobo","162","108","14","#CJ28YQQ","SERBIAN ELITE","Yafe6MmAlMuwti0JKKcQJWJVHRCL9_FfKpVZJJD-xZs"
"1709","5058","#Q89U82RP","ALEXERIK23","150","121","12","#8QYJQ909","Peru Ajusters","NV2UNeQQkGYXXCX8BXPpqFi0IUD1dunjeP4EgUqifSg"
"1710","5058","#2U02Y22L","bader","157","209","8","#UQLUR0R","السعودية","3lrYN4w8AhMvMDhQmcM7iNQIxncW-iIbGxUK9hqy4ME"
"1711","5058","#29LY08RGJ","gnd_hog","137","209","11","#PPLLUCL","Canadian Moose","rza2YKMlvQI8fDLGm3suKAoMeyL0oKNIw0qtfV8KSBQ"
