"rank","trophies","tag","name","expLevel","attackWins","defenseWins","clanTag","clanName","clanBadgeURL","bestTrophies","bestVersusTrophies","townHallLevel","builderHallLevel","versusBattleWins","warStars","legendTrophies","bestSeasonID","bestSeasonRank","bestSeasonTrophies","previousSeasonID","previousSeasonRank","previousSeasonTrophies","bestVersusSeasonID","bestVersusSeasonRank","bestVersusSeasonTrophies","previousVersusSeasonID","previousVersusSeasonRank","previousVersusSeasonTrophies","barbarian","archer","goblin","giant","wallBreaker","balloon","wizard","healer","dragon","pekka","minion","hogRider","valkyrie","golem","witch","lavaHound","bowler","babyDragonDay","miner","ragedBarbarian","sneakyArcher","betaMinion","boxerGiant","bomber","superPekka","cannonCart","dropShip","babyDragonNight","nightWitch","lightningSpell","healingSpell","rageSpell","jumpSpell","freezeSpell","poisonSpell","earthquakeSpell","hasteSpell","cloneSpell","skeletonSpell","barbarianKing","archerQueen","grandWarden","battleMachine","biggerCoffers","getThoseGoblins","biggerAndBetter","niceAndTidy","releaseTheBeasts","goldGrab","elixirEscapade","sweetVictory","empireBuilder","wallBuster","humiliator","unionBuster","conqueror","unbreakable","friendInNeed","mortarMauler","heroicHeist","leagueAllStar","xbowExterminator","firefighter","warHero","treasurer","antiArtillery","sharingIsCaring","keepYourVillageSafe","masterEngineering","nextGenerationModel","unBuildIt","championBuilder","highGear","hiddenTreasures","gamesChampion"
"13895","5879","#8JJ9UPC2C","Iniesta.Home","143","520","0","#Y2PRC9YC","问鼎","H5yvAM08ZOilFKkIQJ8hg4F18eUfTkMw-jUHhhF2x1Y","5881","1944","9","5","360","1130","1407","2018-05","13895","5879","2018-05","13895","5879","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","10","10","9","10","10","1","1","1","10","1","6","6","5","2","1","3","3","2","NULL","1","30","30","NULL","NULL","11","42","9","4507","1","973780856","1045445500","5881","5","22711","2326","13568","3911","331","152667","9194","6909632","22","2590","257","1130","197059911","88","3484","1","5","1","390","1944","1","1","15195"
"24769","5725","#9YV82PGUV","Abhishek","172","286","1","#PPRY0Y00","Savage 8.9","785cxXU5e-ulxWoqSLeUEynsbsNm0dFTSlTNGinvFYs","5823","4626","9","8","2186","1053","3494","2018-05","24769","5725","2018-05","24769","5725","2017-12","82687","4327","2018-05","235514","4296","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","16","16","14","10","16","1","14","9","14","8","6","6","5","2","1","3","3","2","NULL","1","30","30","NULL","22","11","153","9","2011","1","1462892608","1449413489","5823","5","26396","4542","22665","6908","598","277564","16135","6259541","22","2684","339","1053","239058079","116","8550","1","8","1","3223","4626","2","1","1300"
"30144","5668","#G9JJQLY0","༺࿅༽࿈ོFES࿈ོ༼࿅༻","138","566","0","#JQG889J","潜入敌后","pgnKjVfDk9Zo45937jeAVeK274Jt89M3sjKejr5fq24","5697","3091","9","7","728","838","668","2018-05","30144","5668","2018-05","30144","5668","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","8","12","7","12","5","1","12","1","5","12","6","6","5","2","1","3","3","2","NULL","1","30","30","NULL","15","11","153","9","3020","1","808105869","892598348","5697","5","30559","3061","13627","4062","1249","103918","10798","5612602","22","3452","508","838","113601107","68","800","1","7","1","844","3091","0","1","8600"
"31211","5659","#8YVRRJQJU","memocan","132","287","0","#Y8RG8QY","Quantum's 8.9","zyggSTpwyjmHb1-WoAuvhTXGEmq2P1cSMnxSG5zxOYI","5713","2442","9","6","431","528","709","2018-05","31211","5659","2018-05","31211","5659","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","11","10","10","10","10","1","10","1","10","1","6","6","5","2","1","3","3","2","NULL","1","30","30","NULL","5","11","123","9","2731","1","1181709529","1172518773","5713","5","16524","2513","13038","3712","434","88917","11565","6849319","22","4029","617","528","101338481","52","1855","1","6","1","498","2442","1","1","9490"
"32654","5646","#20PRVQYU0","Unicorn Robot","139","251","0","#RVVQUCCU","Savage Soon 8.9","785cxXU5e-ulxWoqSLeUEynsbsNm0dFTSlTNGinvFYs","5646","2953","9","6","1244","771","2326","2018-05","32654","5646","2018-05","32654","5646","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","12","12","12","12","12","1","12","1","12","12","6","6","5","2","1","3","3","2","NULL","1","21","30","NULL","10","11","153","9","5101","1","1198171651","1205248027","5646","5","32161","3560","23360","6489","649","103805","15722","6974708","22","3221","590","771","180731744","153","2634","1","6","1","1590","2953","0","1","4325"
"36073","5618","#U0J0VCRG","DarkAcid ®","134","311","1","#LVU9RJ8J","Gommolfiere","qdsDu69YuMUoxOV7zme6ewRVJFkePcTD-DSlf8H-ekw","5822","2586","9","6","257","416","7490","2017-07","10112","5778","2018-05","36073","5618","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","12","10","9","8","3","1","1","1","1","1","6","6","5","2","1","3","3","2","NULL","1","30","30","NULL","6","11","153","9","3720","1","1499159938","1451417937","5822","5","23316","2233","29251","7893","588","98437","18256","9482667","22","3289","844","416","135197321","402","2146","1","6","1","243","2586","2","1","2075"
"37619","5605","#8GGY0UP9P","恋上·迷茫的我","126","264","0","#Y2PRC9YC","问鼎","H5yvAM08ZOilFKkIQJ8hg4F18eUfTkMw-jUHhhF2x1Y","5612","2774","9","6","483","425","1035","2018-05","37619","5605","2018-05","37619","5605","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","10","10","12","8","8","1","6","1","10","8","6","6","5","2","1","3","3","2","NULL","1","20","30","NULL","NULL","11","153","9","1839","1","838452877","898611779","5612","5","20867","2252","11085","3362","398","65993","9285","4160341","22","1702","154","425","143079815","50","1093","1","6","1","555","2774","2","1","2875"
"38424","5600","#2LLVY8PYU","Praski_95","160","237","0","#PC00CQ99","Cluster Pegasus","3BhL3JPqzF-UGhbY8ddbbBPbcrsPWSZ7jevXoRLzPqw","5600","1281","9","4","77","1254","1750","2018-05","38424","5600","2018-05","38424","5600","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","6","6","5","5","1","1","1","1","1","1","6","6","5","2","1","3","3","2","NULL","1","30","30","NULL","NULL","11","153","9","3090","1","1368317567","1398720450","5600","5","32562","3043","18806","4890","548","269547","14297","7631745","22","4057","429","1254","208255975","115","7170","1","4","1","67","1281","0","0","2225"
"38792","5596","#9G2LVL2V0","h·x 缘","122","353","0","#G8LL98G9","落叶归根","OnyoVzsqn5OaD1w8kiki9N4Z_fVD5RkueWVuq1gkKiE","5700","1760","9","5","119","775","1370","2018-05","38792","5596","2018-05","38792","5596","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","8","8","6","4","8","1","1","1","8","1","6","6","5","2","1","3","3","2","NULL","1","30","30","NULL","NULL","11","93","9","1896","1","1423260780","1430196703","5700","5","18710","1845","22217","5081","201","53990","10412","5896028","22","1944","194","775","123631176","73","1175","1","5","1","104","1760","1","1","2750"
"41480","5575","#89P8RR9JR","亡 灵","140","367","1","#Y2PRC9YC","问鼎","H5yvAM08ZOilFKkIQJ8hg4F18eUfTkMw-jUHhhF2x1Y","5741","3352","9","8","754","521","2255","2018-01","23684","5578","2018-05","41480","5575","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","12","11","10","9","8","1","5","1","16","4","6","6","5","2","1","3","3","2","NULL","1","20","20","NULL","7","11","152","9","3948","1","992577744","1009006430","5741","5","22621","2886","18772","5383","706","113004","11391","5123767","22","2612","426","521","135532266","116","1892","1","8","1","804","3352","2","1","1800"
"41924","5572","#9PC0YVUVU","❤️Sanya❤️","139","329","0","#P8QCL99G","my frends","wEd9wggsPqjehuS6dX7PujAs-yhpEAxDWPREH7KmdeU","5752","2315","9","5","490","792","1233","2018-05","41924","5572","2018-05","41924","5572","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","10","10","9","10","6","1","10","1","9","1","6","6","5","2","1","3","3","2","NULL","1","28","30","NULL","5","11","81","9","1860","1","741905900","779535526","5752","5","25510","2669","13355","3784","29","133486","9050","4756624","22","1988","236","792","216614088","75","4425","1","5","1","586","2315","1","1","11140"
"43190","5562","#9QRY2VC8R","FURYES KNIGHT","153","264","0","#PPRY0Y00","Savage 8.9","785cxXU5e-ulxWoqSLeUEynsbsNm0dFTSlTNGinvFYs","5563","4718","9","8","2215","746","851","2018-05","43190","5562","2018-05","43190","5562","2018-02","79434","4467","2018-05","261955","4266","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","16","14","15","10","14","1","16","15","14","14","6","6","5","2","1","3","3","2","NULL","1","27","28","NULL","18","11","150","9","3037","1","1108644135","1170053888","5563","5","23473","2865","15817","4354","234","166716","11392","6566452","22","3579","672","746","147952540","102","2749","1","8","1","2955","4718","2","1","14985"
"43236","5562","#U8JCRCG9","[S o' E]༺ᎦEBᎥ༻","119","267","0","#JLVL90G","Hellfire","N0-0A9MU2iS84X0n4hDnN8as1kXz9wJCFcP30dnulT8","5594","1031","9","4","37","707","609","2018-05","43236","5562","2018-05","43236","5562","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","6","6","4","4","1","1","1","1","1","1","6","6","5","2","1","3","3","2","NULL","1","30","30","NULL","NULL","11","21","9","2737","1","1499117090","1477825086","5594","5","16119","2057","22413","5701","456","42823","9343","5854737","22","2417","367","707","133639613","57","500","1","4","1","21","1031","0","1","4550"
"44110","5555","#9CGLQUGY","肉联厂","148","180","0","#PPRY0Y00","Savage 8.9","785cxXU5e-ulxWoqSLeUEynsbsNm0dFTSlTNGinvFYs","5555","5266","9","8","2963","399","5899","2016-12","17213","5215","2018-05","44110","5555","2018-01","2243","5238","2018-05","22299","4851","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","16","14","16","16","16","1","16","16","14","14","6","6","5","2","1","3","3","2","NULL","1","30","30","NULL","25","11","153","9","1882","1","864787421","894237085","5555","5","13704","2673","17972","5241","57","131206","11670","5484746","22","2541","499","399","277714951","219","4122","1","8","1","3688","5266","1","1","22445"
"45557","5545","#2Q8JL9R02","いえきち","168","301","0","#PR89YRRQ","sky☆garden","0qK_lrJV-fUtFWEKCOi1q1zjIGjon1yBdwSfV_L93UI","5590","2742","9","6","768","1427","5751","2017-08","20457","5567","2018-05","45557","5545","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","12","12","12","12","12","1","12","1","12","12","6","6","5","2","1","3","3","2","NULL","1","30","30","NULL","10","11","153","9","3707","1","1605884022","1620402053","5590","5","34361","4744","32505","9978","104","295117","20331","10473459","22","4107","395","1427","146407477","217","5955","1","6","1","560","2742","2","1","21180"
"47392","5532","#8YGCYQVVQ","Outsider","136","308","0","#PC00CQ99","Cluster Pegasus","3BhL3JPqzF-UGhbY8ddbbBPbcrsPWSZ7jevXoRLzPqw","5582","3166","9","7","1050","500","1140","2017-12","45961","5348","2018-05","47392","5532","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","8","12","10","8","8","1","10","1","14","1","6","6","5","2","1","3","3","2","NULL","1","30","30","NULL","12","11","153","9","2607","1","935840734","1015521589","5582","5","28532","5339","19314","7217","566","74182","11716","6608922","22","3983","595","500","125198740","151","2146","1","7","1","1169","3166","2","1","14500"
"47989","5528","#9PCCLVQVG","madush 123","143","362","0","#2L8CJQP8","CuteReapers","CtEckcJiTeT13Ktdocgw8JAGsF1fvj_dw9Zkc2cWag0","5548","2617","9","7","710","922","528","2018-05","47989","5528","2018-05","47989","5528","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","12","12","12","12","12","1","12","1","12","12","6","6","5","2","1","3","3","2","NULL","1","21","25","NULL","8","11","63","9","1601","1","769477361","829931092","5548","5","21565","2700","14043","4025","119","150471","10612","4664771","22","2537","320","922","188316405","31","2009","1","7","1","993","2617","2","1","5750"
"48530","5525","#8JU9UJUJ2","ayaan","141","339","0","#PPRY0Y00","Savage 8.9","785cxXU5e-ulxWoqSLeUEynsbsNm0dFTSlTNGinvFYs","5562","2658","9","6","837","589","811","2018-05","48530","5525","2018-05","48530","5525","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","12","12","12","12","12","1","1","1","12","1","6","6","5","2","1","3","3","2","NULL","1","25","29","NULL","10","11","153","9","3606","1","881975564","1002885735","5562","5","54183","3711","18257","5408","157","124490","12762","6561346","22","3364","613","589","208477492","124","3153","1","6","1","905","2658","2","1","6140"
"48792","5523","#UG9R809","UnicornAnarchst","217","593","28","#L0YVQCCV","アンチ - 社会","raQAn4fwbX0u4UFElnW4WRoNmh-aId21stlqym2_54I","5655","3415","9","6","1421","1220","1641","2016-12","23663","5117","2018-05","48792","5523","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","12","12","12","12","12","1","12","1","12","12","6","6","5","2","1","3","3","2","NULL","1","30","30","NULL","10","11","153","9","5307","1","2000000000","2000000000","5655","5","51393","10600","36147","14432","5037","701755","23662","14078992","22","10073","2392","1220","357012448","864","14268","1","6","1","1596","3415","2","1","21285"
"49723","5517","#22JUQQYJP","Pobre Loko $$","136","271","0","#Y8RG8QY","Quantum's 8.9","zyggSTpwyjmHb1-WoAuvhTXGEmq2P1cSMnxSG5zxOYI","5534","2142","9","6","210","242","593","2018-05","49723","5517","2018-05","49723","5517","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","8","10","8","9","2","1","1","1","5","4","6","6","5","2","1","3","3","2","NULL","NULL","21","24","NULL","5","11","153","9","2739","1","918553540","946438605","5534","5","32457","2956","15446","4333","226","114108","10528","5047462","22","2424","294","242","114843400","64","2555","1","6","1","258","2142","2","1","3905"
"50897","5510","#9GRY88JYY","Ochenge","161","401","0","#RQRJRJPL","DITEES","wxdriG-xnHVyYK65eKiqBOmVuYOd8wbDX8lyBbm0gI8","5613","3165","9","7","1111","810","1991","2018-03","39306","5523","2018-05","50897","5510","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","13","13","12","12","11","1","5","1","12","14","6","6","5","2","1","3","3","2","NULL","1","23","30","NULL","8","11","153","9","2334","1","963307673","987888413","5613","5","16598","2404","14613","4123","118","252385","9833","5030076","22","2506","313","810","158695861","117","7148","1","7","1","1130","3165","2","1","24070"
"51290","5507","#2UPG8LPUQ","浅夏","161","257","0","#Y2PRC9YC","问鼎","H5yvAM08ZOilFKkIQJ8hg4F18eUfTkMw-jUHhhF2x1Y","5509","3151","9","7","1187","904","707","2018-05","51290","5507","2018-05","51290","5507","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","14","14","14","14","12","1","12","4","13","12","6","6","5","2","1","3","3","2","NULL","1","27","27","NULL","11","11","153","9","4715","1","1443890257","1591858637","5509","5","56922","7345","19629","7929","1498","198919","16932","8406003","22","4871","730","904","288620852","123","5559","1","7","1","1152","3151","2","1","7840"
"51468","5506","#8RR8R8VUQ","khafidan","146","160","0","#PC00CQ99","Cluster Pegasus","3BhL3JPqzF-UGhbY8ddbbBPbcrsPWSZ7jevXoRLzPqw","5506","3023","9","7","1004","802","984","2018-05","51468","5506","2018-05","51468","5506","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","13","12","12","12","12","1","12","1","12","12","6","6","5","2","1","3","3","2","NULL","1","27","30","NULL","10","11","153","9","2847","1","1436737156","1513496896","5506","5","28304","4389","17978","5180","678","138291","14751","7079675","22","3516","295","802","148887553","98","3213","1","7","1","1306","3023","2","1","14710"
"52417","5500","#P2Y0PL9V9","لبرنسيس✌️ابوتيم","135","306","0","#9GYU9LY","Street Force","snN4Nh6EZjQsE_RHEhCeGCywUhJ-bxneuFo8Z_02zAI","5500","3463","9","8","1547","276","679","2018-05","52417","5500","2018-05","52417","5500","NULL","NULL","NULL","NULL","NULL","NULL","5","5","6","6","5","6","6","4","4","3","5","5","4","4","2","2","NULL","2","NULL","13","14","16","12","12","1","13","2","16","14","6","6","5","2","1","3","3","2","NULL","1","13","16","NULL","11","11","150","9","3042","1","849068630","830654942","5500","5","13466","2305","14088","3828","83","77316","8371","4113959","22","2775","797","276","141493205","146","2567","1","8","1","1177","3463","2","1","1925"
"53908","5490","#2CYP0RQ8V","amirul","145","228","0","#PPRY0Y00","Savage 8.9","785cxXU5e-ulxWoqSLeUEynsbsNm0dFTSlTNGinvFYs","5516","2642","9","6","1000","885","891","2018-05","53908","5490","2018-05","53908","5490","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","12","12","12","12","12","1","12","1","12","12","6","6","5","2","1","3","3","2","NULL","1","23","30","NULL","10","11","153","9","4518","1","834016360","886309819","5516","5","20952","2328","14731","4069","279","151386","10482","4425738","22","2100","211","885","216156942","68","3667","1","6","1","1319","2642","2","1","8825"
"53921","5490","#2VU8CU0UP","✌✌REY NELSON✌✌","126","132","1","#82CYUUYR","noobs legendary","CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU","5490","2299","9","6","358","484","645","2018-05","53921","5490","2018-05","53921","5490","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","10","10","8","10","8","1","10","1","10","2","6","6","5","2","1","3","3","2","NULL","1","20","28","NULL","5","11","153","9","3131","1","875879888","886470472","5490","5","24236","2260","12043","3391","485","65171","7847","4098982","22","2050","166","484","135657319","23","962","1","6","1","461","2299","1","1","3565"
"55737","5479","#8QL290RPJ","tushar","186","269","0","#PVY0J2GC","THE AND ONLY","wbt018oDyvtEq6JHgNkBHDj_AXaXcNd4t4ai3hyU9yw","5561","3319","9","7","1679","1364","1274","2018-04","52313","5527","2018-05","55737","5479","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","14","14","12","14","12","1","14","1","14","14","6","6","5","2","1","3","3","2","NULL","1","30","30","NULL","10","11","153","9","5634","1","1728087234","1785970142","5561","5","23130","4145","25123","7021","523","428409","14362","8936282","22","3533","621","1364","134690703","163","7316","1","7","1","1830","3319","2","1","26550"
"57863","5466","#JGV99LVC","BULLECK","157","154","0","#GVV0J90Y","HealerStarsVViP","vbTBkl1mNyvyzcaoEbFLi1uPAT4B6_SGTpYnTLiCte8","5766","2566","9","6","644","1237","6255","2017-11","13870","5732","2018-05","57863","5466","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","10","11","12","12","10","1","10","1","12","11","6","6","5","2","1","3","3","2","NULL","1","25","29","NULL","5","11","153","9","2822","1","1384584376","1337385119","5766","5","28983","2970","27114","7848","672","230936","15044","7103398","22","2347","380","1237","228131684","252","5267","1","6","1","692","2566","2","1","6990"
"58226","5463","#9QQJ2888Y","kevin","137","167","0","#9C8GLYJ0","Neighborhood MX","UoZhv06t3VtiuaxKS87rMCeGnX2l9dADFc-m83IGo9w","5476","3164","9","7","920","646","1553","2018-05","58226","5463","2018-05","58226","5463","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","14","13","10","13","12","1","13","1","12","12","6","6","5","2","1","3","3","2","NULL","1","28","30","NULL","10","11","150","9","1322","1","776678846","787474128","5476","5","16847","1969","10948","3029","118","114351","7677","4294562","22","1990","234","646","114147661","83","1831","1","7","1","1007","3164","2","1","9075"
"58718","5460","#9QGY8L28Y","斯迈欧啊","134","414","0","#Y2PRC9YC","问鼎","H5yvAM08ZOilFKkIQJ8hg4F18eUfTkMw-jUHhhF2x1Y","5460","3754","9","8","1185","424","460","2018-05","58718","5460","2018-05","58718","5460","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","12","14","11","14","13","5","12","6","11","16","6","6","5","2","1","3","3","2","NULL","1","26","30","NULL","12","11","153","9","1278","1","1011609768","1092580310","5460","5","29596","3505","14752","4772","299","55651","11483","7573992","22","3429","385","424","175234276","73","1238","1","8","1","1116","3754","2","1","12400"
"60863","5449","#2VCQL8282","King Afiq","143","441","0","#GVV0J90Y","HealerStarsVViP","vbTBkl1mNyvyzcaoEbFLi1uPAT4B6_SGTpYnTLiCte8","5495","2137","9","5","314","705","1137","2017-12","41199","5380","2018-05","60863","5449","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","10","10","8","10","6","1","3","1","8","1","6","6","5","2","1","3","3","2","NULL","1","30","30","NULL","2","11","139","9","3725","1","1595597167","1636623795","5495","5","52509","4089","30132","7924","220","145680","18432","9758924","22","3916","598","705","158742938","259","1703","1","5","1","331","2137","1","1","12535"
"63716","5433","#99CL0RJQU","⚡⭐⊂o⊂ƴԵo＄⭐⚡","145","387","0","#LVU9RJ8J","Gommolfiere","qdsDu69YuMUoxOV7zme6ewRVJFkePcTD-DSlf8H-ekw","5639","4078","9","8","1269","500","810","2017-11","47777","5365","2018-05","63716","5433","2018-02","368268","4049","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","14","14","14","10","12","1","8","15","14","14","6","6","5","2","1","3","3","2","NULL","1","30","30","NULL","11","11","150","9","3151","1","1321334647","1368026361","5639","5","23638","3814","25021","7211","797","106053","15460","8734773","22","4832","840","500","186846326","198","2272","1","8","1","1355","4078","2","1","10125"
"63852","5432","#PQ8PY9CVR","答案","124","390","1","#PGYY9RG2","从容推三星","kgK0jc04dM9UHn56N7KctM44c_Or4ZSkzA1XOqURheY","5445","2489","9","6","514","500","432","2018-05","63852","5432","2018-05","63852","5432","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","12","10","9","8","4","1","9","1","10","12","6","6","5","2","1","3","3","2","NULL","1","30","30","NULL","10","11","150","9","1716","1","1052594635","1128099597","5445","5","23133","3094","13231","4612","314","46130","10749","6513707","22","2396","523","500","98212125","76","747","1","6","1","517","2489","2","1","8410"
"64232","5430","#8RGGC0JGC","→天↑宇←","145","301","0","#8RYVQ9RG","LOL. S5. 万岁","TCVeO_uMyQyX3OC7JSAYWRBkpkRe2j1bUgsiHms8y2c","5598","3966","9","7","2112","314","2076","2018-04","43717","5582","2018-05","64232","5430","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","14","14","14","14","14","1","14","5","14","14","6","6","5","2","1","3","3","2","NULL","1","13","13","NULL","10","11","152","9","2795","1","1154180853","1212754244","5598","5","49533","3654","26825","6768","71","126184","14601","7902999","22","3667","671","314","102728137","241","1961","1","7","1","2975","3966","2","1","19710"
"65354","5424","#8CUG2CYV","ZaliE","150","143","0","#GVV0J90Y","HealerStarsVViP","vbTBkl1mNyvyzcaoEbFLi1uPAT4B6_SGTpYnTLiCte8","5812","2860","9","7","872","961","8839","2017-07","12293","5734","2018-05","65354","5424","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","12","12","12","12","11","1","12","1","12","12","6","6","5","2","1","3","3","2","NULL","1","30","30","NULL","12","11","153","9","1086","1","1992985964","1926250660","5812","5","73493","3524","35245","9612","493","174252","21942","10908098","22","4085","489","961","208448654","419","4584","1","7","1","921","2860","2","1","10100"
"66194","5420","#PJCJ0YG9","sitcol23","250","503","4","#8UYLVLGG","gx team","SZyyo2SBpCN-7_FAVnHWd58sx2an7S3wU3Kopjsg3RQ","5420","3638","9","8","1017","300","420","2018-05","66194","5420","2018-05","66194","5420","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","3","5","5","4","4","2","2","NULL","2","NULL","10","10","15","10","10","1","1","1","16","1","6","6","5","2","1","3","3","2","NULL","1","20","30","NULL","10","11","153","9","4708","1","778308747","1092675573","5420","5","14898","7701","15083","8660","5067","1645016","6353","3468359","22","1268","200","300","87509184","29","5058","1","8","1","1345","3638","2","1","21835"
"66786","5416","#2Q0PQPCQ","FlayingDutchman","161","215","1","#PPRY0Y00","Savage 8.9","785cxXU5e-ulxWoqSLeUEynsbsNm0dFTSlTNGinvFYs","5550","2926","9","7","1797","822","2313","2017-12","46406","5346","2018-05","66786","5416","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","10","11","12","12","8","1","12","2","13","12","6","6","5","2","1","3","3","2","NULL","1","16","22","NULL","6","11","150","9","4076","1","1413300813","1374225560","5550","5","32534","3488","22123","6389","713","252722","14953","7866837","22","3749","476","822","159061325","229","5052","1","7","1","2527","2926","2","1","22550"
"69299","5403","#VLYCUYL","هادي الأبيني","136","184","1","#LULJ9JQV","عدن صلاح الدين","vKFhxZdHPDc2FleQwq48NzEoemmp5TuGql-WrDqP6ug","5501","4549","9","8","2000","394","904","2018-04","56793","5501","2018-05","69299","5403","2018-01","62352","4512","2018-05","380200","4152","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","14","14","16","14","14","1","13","1","14","16","6","6","5","2","1","3","3","2","NULL","1","22","30","NULL","17","11","153","9","4077","1","879410174","914132544","5501","5","17838","2640","14656","3945","1140","79264","11700","5082404","22","3584","566","394","120044544","109","1711","1","8","1","2160","4549","2","1","18025"
"70077","5399","#8Q8RJPR2Q","Babusona","130","207","0","#G9CYLRQV","GOLDEN LIGHT","pgnKjVfDk9Zo45937jeAVeK274Jt89M3sjKejr5fq24","5419","2635","9","7","643","688","533","2018-05","70077","5399","2018-05","70077","5399","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","10","10","12","10","2","1","1","1","12","11","6","6","5","2","1","3","3","2","NULL","1","18","22","NULL","5","11","153","9","2546","1","600644118","647876750","5419","5","14280","2302","11960","3546","263","76977","8114","3888524","22","2132","490","688","216245423","65","1380","1","7","1","853","2635","2","1","7735"
