"rank","trophies","tag","name","expLevel","attackWins","defenseWins","clanTag","clanName","clanBadgeURL","bestTrophies","bestVersusTrophies","townHallLevel","builderHallLevel","versusBattleWins","warStars","legendTrophies","bestSeasonID","bestSeasonRank","bestSeasonTrophies","previousSeasonID","previousSeasonRank","previousSeasonTrophies","bestVersusSeasonID","bestVersusSeasonRank","bestVersusSeasonTrophies","previousVersusSeasonID","previousVersusSeasonRank","previousVersusSeasonTrophies","barbarian","archer","goblin","giant","wallBreaker","balloon","wizard","healer","dragon","pekka","minion","hogRider","valkyrie","golem","witch","lavaHound","bowler","babyDragonDay","miner","ragedBarbarian","sneakyArcher","betaMinion","boxerGiant","bomber","superPekka","cannonCart","dropShip","babyDragonNight","nightWitch","lightningSpell","healingSpell","rageSpell","jumpSpell","freezeSpell","poisonSpell","earthquakeSpell","hasteSpell","cloneSpell","skeletonSpell","barbarianKing","archerQueen","grandWarden","battleMachine","biggerCoffers","getThoseGoblins","biggerAndBetter","niceAndTidy","releaseTheBeasts","goldGrab","elixirEscapade","sweetVictory","empireBuilder","wallBuster","humiliator","unionBuster","conqueror","unbreakable","friendInNeed","mortarMauler","heroicHeist","leagueAllStar","xbowExterminator","firefighter","warHero","treasurer","antiArtillery","sharingIsCaring","keepYourVillageSafe","masterEngineering","nextGenerationModel","unBuildIt","championBuilder","highGear","hiddenTreasures","gamesChampion"
"152589","5117","#8YQY9RQJ0","deaTh kinG VS","137","265","0","#PCVVRQPV","Elite Eight™","CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU","5225","2066","8","5","224","1091","318","2018-04","128458","5201","2018-05","152589","5117","NULL","NULL","NULL","NULL","NULL","NULL","5","5","5","5","5","5","5","3","3","3","4","4","2","2","NULL","NULL","NULL","NULL","NULL","10","8","8","9","8","1","4","1","9","1","5","5","5","NULL","NULL","2","2","NULL","NULL","NULL","10","NULL","NULL","3","11","150","8","2063","1","611823996","671854328","5225","4","56596","3528","11426","3847","258","182663","6665","4523112","22","2601","467","1091","112320431","160","4813","1","5","1","186","2066","1","1","3500"
"154192","5113","#P2CLUGRYV","ed's","137","117","2","#PCVVRQPV","Elite Eight™","CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU","5125","4721","8","8","2907","736","172","2018-05","154192","5113","2018-05","154192","5113","2018-02","56212","4545","2018-05","323208","4204","5","5","5","5","5","5","5","3","3","3","4","4","2","2","NULL","NULL","NULL","NULL","NULL","16","14","14","9","16","1","12","1","10","14","5","5","5","NULL","NULL","2","2","NULL","NULL","NULL","10","NULL","NULL","25","11","150","8","1800","1","609603943","659866638","5125","4","34606","2485","8704","2865","103","139742","6362","3447626","22","1513","311","736","102329907","109","4879","1","8","1","4489","4721","2","1","9410"
"156492","5108","#9YVRLR9JV","New Generation","120","110","1","#PPUJ99R8","GuatextremE Top","194FYsQXalULrD53ScUjdX60EVYbGTRPYaASoTSvl7s","5203","3625","8","7","1482","403","140","2018-05","156492","5108","2018-05","156492","5108","NULL","NULL","NULL","NULL","NULL","NULL","5","5","5","5","5","5","5","3","3","3","4","4","2","2","NULL","NULL","NULL","NULL","NULL","14","12","14","14","12","1","14","10","12","14","5","5","5","NULL","NULL","2","2","NULL","NULL","NULL","10","NULL","NULL","20","11","133","8","2116","1","422932071","438190349","5203","4","26297","2519","6169","2685","34","57148","4041","3044666","22","1316","524","403","100235655","215","3458","1","7","1","1947","3625","2","1","8810"
"160799","5098","#PCVLRJYVQ","The shy No.1","82","391","0","#90G8PC89","阿尔法部落","fG8lVXQps8kelphi71OJGZcK53x_O9ibpAcw0XylqS4","5250","3403","8","7","769","32","116","2018-05","160799","5098","2018-05","160799","5098","NULL","NULL","NULL","NULL","NULL","NULL","5","5","3","4","5","2","5","1","1","3","4","1","2","2","NULL","NULL","NULL","NULL","NULL","14","7","7","14","14","1","14","1","2","1","2","5","5","NULL","NULL","1","2","NULL","NULL","NULL","8","NULL","NULL","10","10","31","8","1194","1","347696409","414331135","5250","4","36812","2371","6931","2505","12","13528","3707","2795863","22","1796","530","32","37995736","97","563","1","7","1","1137","3403","0","1","2125"
"163500","5092","#PC90GY8QQ","Teu Pai","86","210","1","#PLLQYRJJ","Os Indomáveis","MOrYRusStdFAr_jLPVMsEYQz9XhSQIdt4ZjE0NAVBDE","5128","2908","8","7","300","291","92","2018-05","163500","5092","2018-05","163500","5092","NULL","NULL","NULL","NULL","NULL","NULL","3","5","2","5","3","5","5","1","1","3","2","1","2","2","NULL","NULL","NULL","NULL","NULL","12","12","6","8","3","1","1","1","2","1","1","4","4","NULL","NULL","1","2","NULL","NULL","NULL","7","NULL","NULL","5","11","48","8","1364","1","152817357","170539739","5128","4","9504","904","2660","952","91","22742","1521","1081300","22","472","98","291","42561481","36","609","1","7","1","298","2908","1","1","6000"
"164087","5091","#9U2PQVJ2J","Moscow","160","251","0","#LRYQGVQP","GolD","VVQ1hRBUCaGPKxDA3_L1vBELEVrcyy7Saw9d0eo_ZQk","5100","4810","8","8","1748","680","91","2018-05","164087","5091","2018-05","164087","5091","2018-04","55495","4711","2018-05","327274","4201","5","5","5","5","5","5","5","3","3","3","4","4","2","2","NULL","NULL","NULL","NULL","NULL","14","14","16","12","13","1","12","16","14","12","5","5","5","NULL","NULL","2","2","NULL","NULL","NULL","10","NULL","NULL","20","11","150","8","2831","1","316743477","334462969","5100","4","20515","1234","5176","1443","175","306891","3504","1956398","22","945","93","680","102769592","19","4570","1","8","1","2202","4810","2","1","13525"
"173525","5070","#9JYRQ9RRU","rafii","99","160","1","#GLP99J9R","Texan STaR hogz","IJppAOZvwjAjX5RtKZ46jyC5xpt1DNG9Quuc1ZcfvLI","5070","2532","8","6","575","932","70","2018-05","173525","5070","2018-05","173525","5070","NULL","NULL","NULL","NULL","NULL","NULL","5","5","5","5","5","5","5","3","3","3","4","4","2","2","NULL","NULL","NULL","NULL","NULL","9","8","9","10","8","1","12","1","12","5","5","5","5","NULL","NULL","2","2","NULL","NULL","NULL","10","NULL","NULL","10","11","75","8","960","1","283517384","321075875","5070","4","16633","1502","5289","1641","97","1490","3283","1575488","22","558","104","932","105419745","16","41","1","6","1","635","2532","2","1","14110"
"181546","5054","#9GGV02R9P","king123","110","208","1","#PCVVRQPV","Elite Eight™","CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU","5075","3802","8","8","795","494","54","2018-05","181546","5054","2018-05","181546","5054","NULL","NULL","NULL","NULL","NULL","NULL","5","5","5","5","5","5","5","3","3","3","4","4","2","2","NULL","NULL","NULL","NULL","NULL","14","14","12","14","10","3","13","5","12","12","5","5","5","NULL","NULL","2","2","NULL","NULL","NULL","10","NULL","NULL","10","11","147","8","1612","1","492290086","467860160","5075","4","25151","2143","7467","2460","120","21409","4999","2463717","22","1279","177","494","69091052","51","639","1","8","1","943","3802","2","1","14685"
"181967","5053","#929C0GC0P","KİNG SEFA","108","161","1","#J9Q8Q2G8","TÜRK EMPİRS","rza2YKMlvQI8fDLGm3suKAoMeyL0oKNIw0qtfV8KSBQ","5138","2251","8","6","412","1039","53","2018-05","181967","5053","2018-05","181967","5053","NULL","NULL","NULL","NULL","NULL","NULL","5","5","5","5","5","5","5","3","3","3","4","4","2","2","NULL","NULL","NULL","NULL","NULL","10","10","8","10","4","1","1","1","8","1","5","5","5","NULL","NULL","2","2","NULL","NULL","NULL","10","NULL","NULL","8","11","57","8","2436","1","591929304","635583552","5138","4","22583","2732","10950","3328","81","38903","6728","3364723","22","1453","198","1039","169358497","50","669","1","6","1","541","2251","0","1","8105"
"182246","5052","#P8UGVV282","⚡️EternalRain⚡️","98","202","0","#2C2PPR2J","遗失的天堂","2wTT1cmxO-hgK29Sd6t6BoMoHX3mhVxPBEC6Se5O_rc","5096","2518","8","6","466","189","103","2018-05","182246","5052","2018-05","182246","5052","NULL","NULL","NULL","NULL","NULL","NULL","5","5","5","5","5","5","5","3","3","3","4","4","2","2","NULL","NULL","NULL","NULL","NULL","11","10","12","11","8","1","10","1","12","1","5","5","5","NULL","NULL","2","2","NULL","NULL","NULL","10","NULL","NULL","5","11","93","8","1829","1","262721788","284176202","5096","4","22027","1720","4584","1820","94","4852","3149","1981405","22","1018","293","189","55890251","70","144","1","6","1","440","2518","2","1","7360"
"186367","5044","#P988R9J2R","Royal Saan","126","224","1","#8Q8JJV20","Baluchori King","CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU","5097","3454","8","8","1294","695","44","2018-05","186367","5044","2018-05","186367","5044","NULL","NULL","NULL","NULL","NULL","NULL","5","5","5","5","5","5","5","3","3","3","4","4","2","2","NULL","NULL","NULL","NULL","NULL","15","12","12","10","10","1","11","1","14","14","5","5","5","NULL","NULL","2","2","NULL","NULL","NULL","10","NULL","NULL","15","11","150","8","2386","1","324155694","374296911","5097","4","23604","2058","5826","2205","116","103181","3995","2458156","22","1039","256","695","112553858","63","2505","1","8","1","1271","3454","2","1","6225"
"188863","5039","#9PLYVCL08","从头再来（鑫）","86","245","0","#90G8PC89","阿尔法部落","fG8lVXQps8kelphi71OJGZcK53x_O9ibpAcw0XylqS4","5112","2261","8","6","531","295","39","2018-05","188863","5039","2018-05","188863","5039","NULL","NULL","NULL","NULL","NULL","NULL","5","5","5","5","5","5","5","3","3","3","4","4","2","2","NULL","NULL","NULL","NULL","NULL","10","10","10","10","10","1","10","1","10","1","5","5","5","NULL","NULL","2","2","NULL","NULL","NULL","10","NULL","NULL","5","11","26","8","1285","1","429094425","434662839","5112","4","19462","1618","5706","1924","121","11346","3707","1873097","22","810","155","295","18297394","34","396","1","6","1","640","2261","0","1","9925"
"188907","5039","#PCG8YLGYJ","םבםב","97","417","2","#PCJ9090G","كربلاء هيبة","HuVYONTzKhvFZZ1sccDYJ-a272G3zmjjFYLg8cm9wm8","5057","2052","8","5","407","371","39","2018-05","188907","5039","2018-05","188907","5039","NULL","NULL","NULL","NULL","NULL","NULL","5","5","5","5","5","5","5","3","3","3","4","4","2","2","NULL","NULL","NULL","NULL","NULL","8","8","10","8","8","1","1","1","8","1","5","5","5","NULL","NULL","2","2","NULL","NULL","NULL","10","NULL","NULL","3","11","6","8","1402","1","366075561","380598664","5057","4","18443","1806","5083","2067","166","12906","3628","1910056","22","973","227","371","47482493","37","268","1","5","1","480","2052","1","1","6825"
"190457","5036","#RLC8G8L2","THrasH_METaL","104","431","2","#PCVVRQPV","Elite Eight™","CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU","5036","2907","8","6","501","191","36","2018-05","190457","5036","2018-05","190457","5036","NULL","NULL","NULL","NULL","NULL","NULL","5","5","5","5","5","5","5","3","3","3","4","4","2","2","NULL","NULL","NULL","NULL","NULL","10","10","8","10","8","1","9","1","10","7","5","5","5","NULL","NULL","2","2","NULL","NULL","NULL","10","NULL","NULL","5","11","153","8","2862","1","674728638","687058259","5036","4","15975","2563","12932","3626","114","21380","7341","3305706","22","1136","100","191","63375348","21","567","1","6","1","502","2907","2","1","9935"
"191166","5035","#9Q0R8VPQY","TUHIN","106","330","2","#QJ9U0CJ0","EIite NiNe™","8szUpA4_g0FUpo8J9XUasKIw6OvmCX0fqUDFLg0r0Rc","5049","1969","8","6","180","350","35","2018-05","191166","5035","2018-05","191166","5035","NULL","NULL","NULL","NULL","NULL","NULL","5","5","5","5","5","5","5","3","3","3","4","4","2","2","NULL","NULL","NULL","NULL","NULL","8","8","8","8","8","1","1","1","8","1","5","5","5","NULL","NULL","2","2","NULL","NULL","NULL","10","NULL","NULL","NULL","11","153","8","1873","1","416902412","442633878","5049","4","19236","2065","6372","2312","248","44803","4769","2094765","22","661","125","350","71963822","30","993","1","6","1","159","1969","1","1","4025"
"191912","5033","#9009C89YJ","Los Angeles","111","152","2","#22V092PQ","SAVAGE","EVbWpgRMFF8UE2j-mnxnhqLmiuFzQPJhjEhdLa874ZU","5026","2821","8","7","690","362","33","2018-05","191912","5033","2018-05","191912","5033","NULL","NULL","NULL","NULL","NULL","NULL","5","5","5","5","5","5","5","3","3","3","4","4","2","2","NULL","NULL","NULL","NULL","NULL","12","12","13","12","10","1","11","1","12","12","5","5","5","NULL","NULL","2","2","NULL","NULL","NULL","10","NULL","NULL","11","11","150","8","2277","1","232612256","236592887","5026","4","16065","1096","3574","1206","192","57686","2516","1479299","22","782","84","362","81977341","35","1767","1","7","1","746","2821","2","1","5350"
"193730","5030","#8RYPU08RL","lucas","116","175","0","#JQ9Y2CPV","FACÇÃO EIGHT™","JVqVoGLkFwRRxN-Sl3qXivtDHshhhYbxizTAFh9L83A","5134","2198","8","5","449","481","54","2018-05","193730","5030","2018-05","193730","5030","NULL","NULL","NULL","NULL","NULL","NULL","5","5","5","5","5","5","5","3","3","3","4","4","2","2","NULL","NULL","NULL","NULL","NULL","10","10","10","10","6","1","7","1","8","1","5","5","5","NULL","NULL","2","2","NULL","NULL","NULL","10","NULL","NULL","5","11","26","8","3048","1","497436853","543154939","5134","4","34668","2898","7777","3197","231","76875","5726","3130550","22","1465","414","481","96972799","119","2237","1","5","1","610","2198","1","1","9140"
"193962","5030","#9RVQJ2QU0","Marie TH8™","127","140","1","#28L88PQ2","TIGERS OF WAR","Vs_blw9UbuT3GwqOLI5uik_YhP_xlYhoxdAJFwuksZc","5085","1936","8","5","200","683","74","2018-04","190288","5044","2018-05","193962","5030","NULL","NULL","NULL","NULL","NULL","NULL","5","5","5","5","5","5","5","3","3","3","4","4","2","2","NULL","NULL","NULL","NULL","NULL","8","8","8","8","8","1","1","1","8","1","5","5","5","NULL","NULL","2","2","NULL","NULL","NULL","10","NULL","NULL","NULL","11","77","8","2304","1","410629865","437339027","5085","4","27942","2021","6637","2431","225","147759","4152","2441069","22","1100","265","683","67869330","83","4253","1","5","1","163","1936","1","1","7050"
"196312","5025","#P02CV88U0","Kim","132","114","0","#980LCCJU","randau jungkal","2VCVeqIRcmylxlzzHtzAFslfxXYKJ4i1cIY2gYvHdek","5031","2654","8","7","849","477","25","2018-05","196312","5025","2018-05","196312","5025","NULL","NULL","NULL","NULL","NULL","NULL","5","5","5","5","5","5","5","3","3","3","4","4","2","2","NULL","NULL","NULL","NULL","NULL","12","12","12","12","10","1","12","1","12","12","5","5","5","NULL","NULL","2","2","NULL","NULL","NULL","10","NULL","NULL","10","11","150","8","1893","1","461847960","476756179","5031","4","30783","2404","7960","2719","83","150819","5056","2404366","22","1016","163","477","111401873","59","4583","1","7","1","1021","2654","2","1","10025"
"196722","5024","#9U8U0YQQP","依然大男孩、剑舞飞扬","119","167","2","#90G8PC89","阿尔法部落","fG8lVXQps8kelphi71OJGZcK53x_O9ibpAcw0XylqS4","5041","2015","8","5","158","318","24","2018-05","196722","5024","2018-05","196722","5024","NULL","NULL","NULL","NULL","NULL","NULL","5","5","5","5","5","5","5","3","3","3","4","4","2","2","NULL","NULL","NULL","NULL","NULL","10","9","7","8","7","1","1","1","5","1","5","5","5","NULL","NULL","2","2","NULL","NULL","NULL","10","NULL","NULL","NULL","11","138","8","2096","1","621637258","613438054","5041","4","35243","2688","8238","2962","115","108284","5861","3075623","22","1288","278","318","33067296","64","1806","1","5","1","186","2015","1","1","2125"
"198788","5021","#9RUP9RQY0","Yannick","93","519","5","#209VUV8YL","Asteria","kgK0jc04dM9UHn56N7KctM44c_Or4ZSkzA1XOqURheY","5035","2184","8","5","288","26","21","2018-05","198788","5021","2018-05","198788","5021","NULL","NULL","NULL","NULL","NULL","NULL","5","5","5","5","5","5","5","3","3","3","3","3","2","2","NULL","NULL","NULL","NULL","NULL","10","10","8","10","7","1","7","1","10","1","5","5","5","NULL","NULL","1","2","NULL","NULL","NULL","10","NULL","NULL","5","11","15","8","1704","1","198712410","191310079","5035","4","11054","721","2907","892","233","3608","1745","1023351","22","522","81","26","21154028","21","79","1","5","1","311","2184","1","1","2125"
