"rank","trophies","tag","name","expLevel","attackWins","defenseWins","clanTag","clanName","clanBadgeURL","bestTrophies","bestVersusTrophies","townHallLevel","townHallWeaponLevel","builderHallLevel","versusBattleWins","warStars","legendTrophies","bestSeasonID","bestSeasonRank","bestSeasonTrophies","previousSeasonID","previousSeasonRank","previousSeasonTrophies","bestVersusSeasonID","bestVersusSeasonRank","bestVersusSeasonTrophies","previousVersusSeasonID","previousVersusSeasonRank","previousVersusSeasonTrophies","barbarian","archer","goblin","giant","wallBreaker","balloon","wizard","healer","dragon","pekka","minion","hogRider","valkyrie","golem","witch","lavaHound","bowler","babyDragonDay","miner","ragedBarbarian","sneakyArcher","betaMinion","boxerGiant","bomber","superPekka","cannonCart","dropShip","babyDragonNight","nightWitch","wallWrecker","battleBlimp","electroDragon","lightningSpell","healingSpell","rageSpell","jumpSpell","freezeSpell","poisonSpell","earthquakeSpell","hasteSpell","cloneSpell","skeletonSpell","barbarianKing","archerQueen","grandWarden","battleMachine","biggerCoffers","getThoseGoblins","biggerAndBetter","niceAndTidy","releaseTheBeasts","goldGrab","elixirEscapade","sweetVictory","empireBuilder","wallBuster","humiliator","unionBuster","conqueror","unbreakable","friendInNeed","mortarMauler","heroicHeist","leagueAllStar","xbowExterminator","firefighter","warHero","treasurer","antiArtillery","sharingIsCaring","keepYourVillageSafe","masterEngineering","nextGenerationModel","unBuildIt","championBuilder","highGear","hiddenTreasures","gamesChampion"
"122662","5283","#9JG2UC889","#snakehead","96","161","0","#LUJVCQPP","Skull Krushers","oPu7RBhZek6DohAOP283UeE0Bix1q3nlpIvW6vDnXmY","5310","1351","8","NULL","4","80","329","612","2019-02","122662","5283","2019-02","122662","5283","NULL","NULL","NULL","NULL","NULL","NULL","5","5","5","5","5","5","5","3","3","3","4","4","2","2","NULL","NULL","NULL","NULL","NULL","8","7","5","4","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","5","5","5","NULL","NULL","2","2","NULL","NULL","NULL","10","NULL","NULL","NULL","11","NULL","8","1382","1","259232334","269900260","5310","4","12305","1402","3595","1490","292","25453","2069","1421492","22","631","241","329","100162378","58","875","1","4","1","86","1351","1","1","5425"
"173303","5160","#8J8YQ2RYC","neymar rodriguZ","147","325","1","#LUJVCQPP","Skull Krushers","oPu7RBhZek6DohAOP283UeE0Bix1q3nlpIvW6vDnXmY","5311","2439","8","NULL","6","524","1022","309","2017-12","127294","5031","2019-02","173303","5160","NULL","NULL","NULL","NULL","NULL","NULL","5","5","5","5","5","5","5","3","3","3","4","4","2","2","NULL","NULL","NULL","NULL","NULL","12","9","8","12","2","NULL","12","NULL","10","5","NULL","NULL","NULL","5","5","5","NULL","NULL","2","2","NULL","NULL","NULL","10","NULL","NULL","6","11","NULL","8","1234","1","990790914","985143137","5311","4","71084","5040","15186","5361","378","215214","8615","6946766","22","3243","1005","1022","55051147","291","6701","0","6","1","706","2439","1","1","16860"
"174765","5157","#Y0JULLL2Q","幽冥","112","131","1","#90G8PC89","阿尔法部落","vKFhxZdHPDc2FleQwq48NzEoemmp5TuGql-WrDqP6ug","5254","3674","8","NULL","8","1110","161","328","2019-02","174765","5157","2019-02","174765","5157","NULL","NULL","NULL","NULL","NULL","NULL","5","5","5","5","5","5","5","3","3","3","4","4","2","2","NULL","NULL","NULL","NULL","NULL","16","12","2","8","15","1","16","3","2","1","NULL","NULL","NULL","5","5","5","NULL","NULL","2","2","NULL","NULL","NULL","10","NULL","NULL","17","11","150","8","1762","1","331469808","326656839","5254","4","10651","1452","4192","1777","20","53366","2089","1717678","22","673","332","161","58559770","82","1101","0","8","1","988","3674","2","1","38970"
"199766","5109","#2RRYCV2Y9","✨Sr Comandante✨","159","319","2","#282J8LVY","utari clan","VVQ1hRBUCaGPKxDA3_L1vBELEVrcyy7Saw9d0eo_ZQk","5305","3251","8","NULL","8","1426","874","846","2018-07","93723","5224","2019-02","199766","5109","NULL","NULL","NULL","NULL","NULL","NULL","5","5","5","5","5","5","5","3","3","3","4","4","2","2","NULL","NULL","NULL","NULL","NULL","14","14","14","14","14","NULL","14","2","14","14","NULL","NULL","NULL","5","5","5","NULL","NULL","2","2","NULL","NULL","NULL","10","NULL","NULL","18","11","161","8","3960","1","1218343190","1270768694","5305","4","102471","9201","20665","10104","212","226238","12428","9260631","22","4424","1652","874","131499396","447","5130","1","8","1","1444","3251","2","1","18640"
"203038","5103","#Y9VL22RQP","⚡️JOHN WICK⚡️","130","122","0","#LUJVCQPP","Skull Krushers","oPu7RBhZek6DohAOP283UeE0Bix1q3nlpIvW6vDnXmY","5261","3501","8","NULL","8","1609","514","566","2018-11","106315","5261","2019-02","203038","5103","NULL","NULL","NULL","NULL","NULL","NULL","5","5","5","5","5","5","5","3","3","3","4","4","2","2","NULL","NULL","NULL","NULL","NULL","16","16","12","10","11","13","4","4","12","16","NULL","NULL","NULL","5","5","5","NULL","NULL","2","2","NULL","NULL","NULL","10","NULL","NULL","14","11","170","8","2469","1","487209456","500292255","5261","4","28194","2797","8096","3023","42","96950","3970","3313046","22","1323","544","514","118226088","141","4041","1","8","1","1707","3501","2","1","59170"
"209261","5093","#PVPYUJ0L9","Ares丶何大胆","111","143","1","#280PLRJP8","大明湖畔、","fG8lVXQps8kelphi71OJGZcK53x_O9ibpAcw0XylqS4","5242","2464","8","NULL","6","535","582","635","2019-01","139155","5219","2019-02","209261","5093","NULL","NULL","NULL","NULL","NULL","NULL","5","5","5","5","5","5","5","3","3","3","4","4","2","2","NULL","NULL","NULL","NULL","NULL","12","9","8","9","12","NULL","12","NULL","8","9","NULL","NULL","NULL","5","5","5","NULL","NULL","2","2","NULL","NULL","NULL","10","NULL","NULL","5","11","159","8","1853","1","525343379","561864625","5242","4","24871","2677","6701","2821","117","47264","4195","2953673","22","1148","542","582","101198331","94","1112","0","6","1","560","2464","2","1","48945"
"242191","5037","#8PURYPG0","Matze0103","93","223","0","#VY8R8LU","BL im Krieg","IuD30W8lcoKfT3JwrVAesVApTmgMTPaNCJakp5FaaR4","5234","1467","8","NULL","5","165","150","299","2019-01","150027","5192","2019-02","242191","5037","NULL","NULL","NULL","NULL","NULL","NULL","5","5","5","5","5","5","5","3","3","3","4","4","2","2","NULL","NULL","NULL","NULL","NULL","8","8","1","8","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","5","5","5","NULL","NULL","2","2","NULL","NULL","NULL","10","NULL","NULL","NULL","11","NULL","8","2089","1","404315477","399565229","5234","4","18827","1599","4503","1991","704","9410","2104","2076198","22","826","392","150","20326103","64","357","1","5","1","220","1467","0","1","13000"
"259693","5010","#PYJPUP29Y","阿尔法丶清酒","109","134","0","#90G8PC89","阿尔法部落","vKFhxZdHPDc2FleQwq48NzEoemmp5TuGql-WrDqP6ug","5065","3117","8","NULL","7","597","298","10","2019-02","259693","5010","2019-02","259693","5010","NULL","NULL","NULL","NULL","NULL","NULL","5","5","5","5","5","5","5","3","3","3","4","4","2","2","NULL","NULL","NULL","NULL","NULL","12","12","12","13","12","NULL","14","13","12","14","NULL","NULL","NULL","5","5","5","NULL","NULL","2","2","NULL","NULL","NULL","10","NULL","NULL","10","11","189","8","2352","1","305922949","308608284","5065","4","19301","1528","4162","1603","150","26917","2847","1792505","22","782","250","298","72553195","57","991","0","7","1","462","3117","2","1","23745"
"262340","5007","#YR8G0UUPC","阿尔法丶玉米","87","331","0","#90G8PC89","阿尔法部落","vKFhxZdHPDc2FleQwq48NzEoemmp5TuGql-WrDqP6ug","5195","1432","8","NULL","5","102","222","7","2019-02","262340","5007","2019-02","262340","5007","NULL","NULL","NULL","NULL","NULL","NULL","5","5","5","5","5","5","5","3","3","3","4","4","2","2","NULL","NULL","NULL","NULL","NULL","8","8","3","5","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","5","5","5","NULL","NULL","2","2","NULL","NULL","NULL","10","NULL","NULL","NULL","11","NULL","8","836","1","371184393","387799671","5195","4","16977","1652","4377","1817","32","5473","2814","1804071","22","671","310","222","64809199","44","385","0","4","1","84","1432","1","1","22965"
"276691","4981","#Y2RP0RGG2","Dis","74","165","1","NULL","NULL","NULL","5015","1729","8","NULL","4","159","10","0","2019-02","276691","4981","2019-02","276691","4981","NULL","NULL","NULL","NULL","NULL","NULL","5","5","5","5","5","5","5","3","3","2","4","4","2","2","NULL","NULL","NULL","NULL","NULL","8","8","5","4","3","NULL","NULL","NULL","6","NULL","NULL","NULL","NULL","3","5","5","NULL","NULL","2","2","NULL","NULL","NULL","5","NULL","NULL","NULL","11","NULL","8","1005","1","221683458","225433095","5015","4","7358","1015","2465","1070","346","73","1283","1085251","22","286","98","10","8020991","19","1","0","4","1","48","1729","0","1","620"
