"rank","trophies","tag","name","expLevel","attackWins","defenseWins","clanTag","clanName","clanBadgeURL","townHallLevel","barbarianKingLevel","archerQueenLevel","grandWardenLevel"
"164216","5051","#9CV22R8R0","Taiga","135","361","0","#8L2PQJUR","Cyprus Elites","fO7W0PZBZDofV70rlDdRfVQ7DRks8icmxRViCh4SSA0","9","27","27","NULL"
"164591","5051","#URGU9028","djdu","149","55","0","#G00PGYYL","SKYY VODKA","OscKpo3KQ0Ii4j9otJvPLlGO4dz9CahFo-cnzZUGHPg","9","30","30","NULL"
"165036","5050","#9VRR0UQJP","aymeric","143","266","0","#CYGCYLUU","the gang devil2","_2Nqf5w_rAyMAckYaOecyz020nqjwjWc_NrSEQfsHQ0","9","25","30","NULL"
"167161","5045","#YRGRG8CR","mestari kala","128","289","0","#QLUVQCYG","SKK-Vikings","aO1rnV-mU3HzDVxOGaS9gyAFNC5nV8thnBC4b0uh40I","9","30","30","NULL"
"167541","5044","#99GQQQRY8","Rekani","151","324","0","#Y8RG8QY","Quantum's 8.9","JMe3SPkziLGyLOd7WgIqVokwUa4BLvWlE-jI7WSj_00","9","30","30","NULL"
"167622","5044","#22PQ8JG0C","GLM3077","203","117","0","#PCGLPJR8","MaLaYa EmPiRe","M3eUsF4TgCfpG84dShFHEbjM6bYircTaR02BZnehxLQ","9","30","30","NULL"
"168124","5043","#20CCVVGGL","mira","145","234","0","#9CV89G2L","LANGGAR EMPAYER","J-9-k4rjZjSjw7WAAsEfgpmwaTXGiN3EuuYkDxEF688","9","26","30","NULL"
"168805","5041","#9UPR9VQYG","DEVID","142","224","0","NULL","NULL","NULL","9","13","21","NULL"
"170003","5038","#8J8P2GYGU","♥★monse★♥","151","222","1","#QCLVJ0J0","☆☆Dark master☆☆","Pv7wJpazJRiHFot6VxttNJAz4wH_wuoIoBTmpS00lys","9","28","30","NULL"
"170601","5037","#8JQUVC2QC","kd zeus","150","94","0","#QQRL0808","Indian Sparta","7YRC0kPUshqcfUpIvd59y8xMSdTSIyikyoUI85MyOHY","9","24","28","NULL"
"170604","5037","#2J0U8LCVC","شایراد","182","109","0","#280Q90U9","PERSIAN Diamond","EBtnTNZj13oa0hWBozEwHfV8aOmOoP4J8NuC8CzLHSM","9","30","30","NULL"
"170775","5036","#2LYJU8YYG","vinicius","117","208","0","#GRC28Q8","SpartanKiller","gGed3LRd3htZhCtwhv0EygYyedv77G_H9n2qtrpbip0","9","15","5","NULL"
"170958","5036","#8Y8LLVRP","♦️ xLaFrite- ♦️","157","214","0","#C0UJRLR0","Hystéria-_House","CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU","9","24","30","NULL"
"171645","5035","#2JG8V9YVU","鸡蛋多多","146","144","0","#8RYVQ9RG","LOL. S5. 万岁","TCVeO_uMyQyX3OC7JSAYWRBkpkRe2j1bUgsiHms8y2c","9","30","30","NULL"
"171726","5034","#VVYJJRP8","Chef Curry 2.0","155","249","0","#V2JUQRJ","RastaDeFrance","CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU","9","30","30","NULL"
"172190","5033","#8G89YCQCG","Roman Empire","152","223","1","#P0RGL802","INDIAN'S SPIRIT","FRM-pr7fVwMsSsg7qj-5KX4Yznw3oCq0I6H_zJuH00s","9","20","18","NULL"
"172274","5033","#9Q9CVVLJ8","Alexthekiller","127","178","0","#Y0QCJ22C","♻CONQUERORS ♻","OnyoVzsqn5OaD1w8kiki9N4Z_fVD5RkueWVuq1gkKiE","9","14","14","NULL"
"172498","5033","#2LJJCYPRC","Jelena","152","77","0","#88JVU0J0","Naughty Folk$","zzjNZyDI7LkrwpU21-HxJsMjB9or0khYBRjHKbIr7e8","9","30","30","NULL"
"172925","5032","#8C8Q9ULJ2","Zahidkhan Safi","159","137","0","#8009JUCV","#warriors#","9CbTwqsGl3_tzd7N4Gt5Mgqq3VcRTc9ejjAdMuCDhMI","9","29","29","NULL"
"173364","5030","#2CGQU99LL","the henkel","160","168","0","#YRCQV8RV","SoNs of aNaRcHY","8szUpA4_g0FUpo8J9XUasKIw6OvmCX0fqUDFLg0r0Rc","9","30","30","NULL"
"173852","5029","#G2PVPC9R","CONFIRM™","144","91","0","#PP8G8Q0C","DUNHILL KING","xxgxQ7psaG0LhvfyfX4hH59EAcXx2tlxOAGkWV33WOs","9","30","30","NULL"
"174202","5029","#P90PGJVC","レオ","168","161","0","#PLYGUP2R","零。","j8e4iEwsiYdQFjaoHkud3He9LmtsMNxwkrZhSfnETUE","9","30","30","NULL"
"174614","5028","#Y90CUUY0","lenni9000","161","72","0","#PPRY0Y00","Savage 8.9","EVbWpgRMFF8UE2j-mnxnhqLmiuFzQPJhjEhdLa874ZU","9","30","30","NULL"
"175114","5027","#8JU8PQCCL","Gito ceking","138","151","1","#9GG89999","Gaspoll Poek","agr1Cy6wuAwSSGkLpZT18aUem8PnLb7ZU1Df_KAS2tU","9","26","30","NULL"
"175185","5026","#LYGU88YQ","アレキサンダー","137","124","0","#PLYGUP2R","零。","j8e4iEwsiYdQFjaoHkud3He9LmtsMNxwkrZhSfnETUE","9","30","30","NULL"
"175295","5026","#8GUJQRJVP","❤❤Love❤❤","172","249","0","#29LPUV0P","PLAN "B"","bVfTomqoTGKMgDkBbMyEKf4eTDzFxklOcrlOVXoJA-k","9","20","18","NULL"
"175758","5025","#2L2JG2QJC","villa do p.x.t","150","195","1","#PP82JP9G","Avengers","JVqVoGLkFwRRxN-Sl3qXivtDHshhhYbxizTAFh9L83A","9","24","24","NULL"
"175817","5025","#8RV0R98PP","Chandan ♥️","120","454","1","#G00VRR00","पिंपळगाव खांब@","76isSC140R-invOfNfomywrX38S-z_pvd6L2udpG61M","9","23","26","NULL"
"176024","5024","#8VR2GQJ9C","wutsshakinbacon","135","189","0","#Y2QC9ULC","-=WARRIORS=-","w-s_7qXZ4oqDt7XI1IE-n00hfUjU_Rf2637oidCywjk","9","21","25","NULL"
"176156","5024","#2GUV0QGRU","Naruto Hinata","130","138","0","#898UU2R0","Take N Dominate","jA0A1-BAutiOTM9fWQbKkXZMCteT8NswDo_QW1TSnIk","9","20","28","NULL"
"176385","5024","#9QLL9QRVG","sd","126","245","0","#PPYGCC8Y","Troop's fighter","_ThjWDWDk0XDQXPe1SOohQb-c5poR_12QgOLICCqPrY","9","28","30","NULL"
"176469","5024","#2P9VR88JG","やゎた？","153","263","0","#8U0PJGVU","Family","rs_ijK3wS9fJ9lzHo5pDu7mSdX3pf72znx8F6UOsBwc","9","30","30","NULL"
"176606","5023","#9L2P9CRLP","Demolisher♣","146","242","1","#Y8RG8QY","Quantum's 8.9","JMe3SPkziLGyLOd7WgIqVokwUa4BLvWlE-jI7WSj_00","9","30","30","NULL"
"177464","5021","#9J99PG82U","社会你罗哥，人狠话不多","96","312","0","#2LUCVQYQ","永恒的国度","f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI","9","16","23","NULL"
"177657","5021","#8LYUQVUJ8","IRAQ","142","232","0","#8RYCCYYG","Kurdistan","f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI","9","30","30","NULL"
"177827","5020","#PLVQULC9","iamham","132","70","0","NULL","NULL","NULL","9","30","30","NULL"
"177852","5020","#P9J90P9L9","√Emon Slankers™","127","337","1","#V2UUVPU0","IND GALAXY 8.9™","JVqVoGLkFwRRxN-Sl3qXivtDHshhhYbxizTAFh9L83A","9","10","12","NULL"
"177943","5020","#8LPQ22JU9","Total ilusi","201","238","0","#UR9L80R0","PUTRA BEGUNDAL","HuVYONTzKhvFZZ1sccDYJ-a272G3zmjjFYLg8cm9wm8","9","30","30","NULL"
"179060","5018","#2JJL8PC2","Legolas","129","109","0","#990PJVV0","Spaßfaktory","Shk5Yf9qI8eTvh623n10kaLpA7TALvD3RCmnywt-frU","9","25","26","NULL"
"179361","5017","#2GC8R0JU","king hamid","211","87","0","#998PQQUJ","persian gulf","ygRUfqAMcIFfTWhPKD5-tB7vFwJadxsYxp_iQFwli0c","9","30","30","NULL"
"179393","5017","#9002GC9UG","TR_Terryble","143","145","0","#Y2P8UP2J","KINGS OF SHADOW","EVbWpgRMFF8UE2j-mnxnhqLmiuFzQPJhjEhdLa874ZU","9","13","16","NULL"
"179567","5017","#2QLYVCCUG","Yellow","129","75","0","#RVYP9C29","Toohey's new™","SnqUh6Qkx86ueVmfBNGhqQXMFBFfB_ADVf8TAgbKFUk","9","21","30","NULL"
"179660","5016","#9V0RQLV8V","Zakaria","131","260","0","#YVGPGYVV","MAHADEWI","pNwbtdL_kn9BwHjL_43rlF-Xk_ZqoxavOStOcKmwr2I","9","17","21","NULL"
"179833","5016","#29Y98YRP2","KenーT0933","159","70","0","#VLQCYQG","黒蝶騎士","OnyoVzsqn5OaD1w8kiki9N4Z_fVD5RkueWVuq1gkKiE","9","30","30","NULL"
"180123","5015","#9YR0G8RUY","nafas","155","112","0","NULL","NULL","NULL","9","21","27","NULL"
"180411","5015","#VGYPUYV8","HeTpe3Bblu_KoT","146","183","1","#P08C82GQ","Аркаим","YQo-xhjJ9o-1DRBNwMf4ryoN7Os7b4E_e9OdDqFdM2s","9","20","30","NULL"
"180847","5014","#RPQ08PP8","المتواضع","144","150","0","#P0GG9Q09","ابطال العراق","8EQBE6OT2lO2k7IAB6UnIZFU_duNd9iJG0kSvlZHi4Y","9","30","30","NULL"
"180963","5013","#P2YC0YJC0","缠绵游戏","132","184","0","#22LQPCLQ","爱狗者俱乐部","wkB1qHscyup5j7zTpQZFR6eHkaHmHL3nMxUvBPuAc3c","9","23","30","NULL"
"181102","5013","#80LRYPYUL","☆Märc Dan¡êL☆","156","198","0","#G929R8GJ","MGA FAYMOUS","avJwnMOBHweX6g1iE8a0kxhNPjITwhEslCUjJsff4Dk","9","30","30","NULL"
"181727","5012","#2UUUCUQ2Q","kutu","162","125","0","#PC00CQ99","Cluster Pegasus","Dzg5r9r8jkv6PWz1u1M4kVjQV_R9Oy-1ym46lrRzsaM","9","30","30","NULL"
"181802","5012","#9LPV2PUCC","sÀm...","130","175","2","#PPRY0Y00","Savage 8.9","EVbWpgRMFF8UE2j-mnxnhqLmiuFzQPJhjEhdLa874ZU","9","28","29","NULL"
"181806","5012","#9C2YQ9VCL","anto","134","139","1","#CPPLGQVJ","BOJA BARU","vcYFZPx4U0lYJvPzu8FjfHzMfSCxEqzTI3lJAhBikhA","9","15","28","NULL"
"181840","5012","#PGJJCPGL9","www@earth","104","197","0","#P0UU2JR2","laguna_invader","OnyoVzsqn5OaD1w8kiki9N4Z_fVD5RkueWVuq1gkKiE","9","22","18","NULL"
"181889","5011","#9LJCRGUUQ","黄天霸","132","231","0","#Y8YJV0VQ","东风楼","OnyoVzsqn5OaD1w8kiki9N4Z_fVD5RkueWVuq1gkKiE","9","30","30","NULL"
"181993","5011","#8CCCC8QVC","jack_nattu","133","157","0","#LGUQ2QPC","Fort de Croc™2","JVqVoGLkFwRRxN-Sl3qXivtDHshhhYbxizTAFh9L83A","9","15","18","NULL"
"182809","5010","#9CCGCPVLP","andini tiara","125","179","0","NULL","NULL","NULL","9","18","19","NULL"
"182944","5009","#9LPYU2U8C","✌SPARKY KNIGHT✌","142","147","0","#8PPRPG8C","INDIAN","8EQBE6OT2lO2k7IAB6UnIZFU_duNd9iJG0kSvlZHi4Y","9","30","24","NULL"
"183008","5009","#8VL9UL0U9","S∆NTO™","137","194","0","#Y8RG8QY","Quantum's 8.9","JMe3SPkziLGyLOd7WgIqVokwUa4BLvWlE-jI7WSj_00","9","18","24","NULL"
"183203","5009","#P029JJVUP","Kroos","109","124","0","#88QY8LL","DistritoFederal","f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI","9","10","9","NULL"
"183362","5008","#2Q028YQCG","illeqal46","144","213","0","#PLU02RV9","Non-Stop Nine","EVbWpgRMFF8UE2j-mnxnhqLmiuFzQPJhjEhdLa874ZU","9","30","30","NULL"
"183857","5007","#P02UJ0L90","Nikhil","134","306","1","#R02J9UUJ","Team Legendary","fvoF2pJTtXkG7nzx6jWYwQPbK_KyECrRV8z7Mt2KRT0","9","13","17","NULL"
"184145","5007","#2V9RUVY9J","J_T_S_۲","137","254","0","#PPRY0Y00","Savage 8.9","EVbWpgRMFF8UE2j-mnxnhqLmiuFzQPJhjEhdLa874ZU","9","21","24","NULL"
"184156","5007","#8QG8J02JU","Bayram","167","132","0","#UCLJ0Q0V","NoMercy❄","WvLD4n7W25Z61pSGWDQR0DD5oIEOaihhD51jib-eu3I","9","30","30","NULL"
"184310","5007","#29GR2JL89","じゅn","144","143","0","#LYVVC9R8","❀❀INFINITY 17❀❀","bl2anI2yLUKL_Bc3NbKq0UJJ-iBYwJbL_HODhMprcdg","9","30","30","NULL"
"184346","5006","#8V8LRCGYL","QIUBI 2","139","325","0","#LQ2CUJUJ","Indo Overcil","gleInU799fdmj_-HlZa1CUqDbBhS2NwaV-5Of4g5ngs","9","22","30","NULL"
"184583","5006","#29980VCRL",":: "OMKAR" ::","147","315","1","#GC9GGQ2V","राडा राडा","be91HP9tshWOSRuDHt3FZl6Y5EKMtZZip5Wi3FEtGVc","9","29","30","NULL"
"184833","5006","#9LC08Y8P9","abd","152","240","0","#GQPGR9RY","United we stand","tsbNDyZqWrKKI1EkE3OG35KUf2lGZgdOUm0Lq5PhrvE","9","24","30","NULL"
"185036","5005","#82UVG028Q","SuBHaM","168","199","0","#8CUL82QQ","Nepali boy","JVZ0MNrRWqv4zwZdcwcfMSUmQbaBxmElGpUNFigq1bE","9","30","30","NULL"
"185222","5005","#9LLVQGLGG","maestro","131","106","0","#PR2908YQ","LA MAFIA","MIw7OsZ9rVdSllLwSokVrVxNz7lyNxzquQdNEYgWrBU","9","21","24","NULL"
"185336","5005","#2VGJVQ8U0","独狼","133","283","0","#YGU0YUQC","英雄之家","f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI","9","30","30","NULL"
"185430","5004","#8L8L8822C","篱笙初过雨","182","235","2","#CLVRJLV","暮歌尽天下","NuX2Jq6C3mKytjmyASOCjNMx0iU5dpSfjy3IP4XPdJc","9","30","30","NULL"
"185643","5004","#8RGGC0JGC","→天↑宇←","143","171","0","#8RYVQ9RG","LOL. S5. 万岁","TCVeO_uMyQyX3OC7JSAYWRBkpkRe2j1bUgsiHms8y2c","9","11","12","NULL"
"185678","5004","#9Y08VGJVQ","WINTERFALL","154","324","1","#PPLRPQ2L","Romania","8EQBE6OT2lO2k7IAB6UnIZFU_duNd9iJG0kSvlZHi4Y","9","28","29","NULL"
"185917","5003","#8YV8C8UYR","まつしん（＾ω＾）","127","240","0","#YULQ028Y","SHALLOW SLEEP","Yafe6MmAlMuwti0JKKcQJWJVHRCL9_FfKpVZJJD-xZs","9","22","30","NULL"
"185955","5003","#2LJJ0LRVV","全然全壊取れんけどスーパーセル","126","169","0","#QPL8LJQ","もりのクマさん♡","6wmf5TI6Fp7_7R8XrSAjnNUIWgHywS0n7hpskI6C2e8","9","30","30","NULL"
"186434","5002","#8VV9QLJY2","♻️killer_fish♻️","146","221","0","#QYPRYCRJ","Moonlit Roses","Dzg5r9r8jkv6PWz1u1M4kVjQV_R9Oy-1ym46lrRzsaM","9","26","26","NULL"
"186820","5002","#G999LRPJ","Napoleon(Ver.3)","144","212","0","#U2YLUL88","WT9MajesticRokk","-GTMiZIWMDCHAzRWz6fbjAQe_9gcbhCCBh8cgTytvdM","9","30","30","NULL"
"186832","5002","#9QRY2VC8R","FURYES KNIGHT","147","473","9","#YLJY888Q","GoldSpiral","SWcSuBwZEA2kBlCyGaOkWwoPJrLxl8usYPDDPSH2NWU","9","26","27","NULL"
"186841","5002","#R9UUC8QG","Maria","153","125","0","#CU0LVQRQ","M̶C̶ K̶A̶N̶A̶X̶","FoeBKgf5I2Ow7tbVKhmqr9BDn1y0i-jXkQ8rMZaUr7g","9","30","30","NULL"
"188166","4998","#99U8G8QJY","★SiddKA","140","124","0","#JPGQLJVU","Bhairab Clasher","SXhkUzBXQYmOYP0gFuFAbgDpVhJ8qyQ-zAZxrEogrlY","9","12","20","NULL"
"188841","4997","#2QG88CUCV","魑魅魍魎","132","310","0","#GVVJ0V0","CTCｰFRENDS","qKf1UVr4_Ljd4aKYaz-No_l7vkD741R_tih6XwP8Czo","9","30","30","NULL"
"189911","4994","#2UYPR8U9G","oArTzcolllix","145","249","1","#GC2LUQ8J","JustFunHD","FoeBKgf5I2Ow7tbVKhmqr9BDn1y0i-jXkQ8rMZaUr7g","9","30","30","NULL"
"190431","4992","#8QVCQY8YG","shams el zanaty","136","252","0","#CJP9LV9","سورية","Ha7GqnHoMWJpwlF03t-T73lpPF3zviJeh09-h8QT7Lg","9","23","30","NULL"
"190920","4991","#2RGCR0LV9","UNDERDOG","134","150","0","#RCY8GR8","rhastaPILIPINAS","pIQF0DrthjPQPaGjCOmQVYGP1hV2t0naCg1V2IaEoAo","9","17","21","NULL"
"191016","4991","#9JL9Q8LCJ","saikat","146","161","0","#P2GQ0YJG","We Hate War","xxgxQ7psaG0LhvfyfX4hH59EAcXx2tlxOAGkWV33WOs","9","16","23","NULL"
"191126","4990","#8GVQJ0P02","⚡DarkMaster⚡","137","267","0","#PJVC9YUJ","MIKEPANKEIK","CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU","9","15","25","NULL"
"191375","4990","#9R928V0VJ","IRFAN","109","171","1","#V2UUVPU0","IND GALAXY 8.9™","JVqVoGLkFwRRxN-Sl3qXivtDHshhhYbxizTAFh9L83A","9","10","9","NULL"
"191487","4989","#2L99C9LY0","yeray destroyer","138","223","1","#U9U2R8P","Sir Bechamel","6HZGJmPbhjXSfnqC0-wAkOHjPAT2s3mmr8hoUiHzVWE","9","18","29","NULL"
"191897","4988","#8P9RLYUGG","nãnã","133","148","1","#PUC08QV8","The Avengers","JVqVoGLkFwRRxN-Sl3qXivtDHshhhYbxizTAFh9L83A","9","21","22","NULL"
"191929","4988","#9G8P02C92","海闊天空","134","216","0","#Y2PRC9YC","问鼎","N3RDI6oRKwVJ2AWiqT_LtnDOlqscDS-D3dy7x4DQDzA","9","24","30","NULL"
"191930","4988","#8QLJJ8920","p@nk@j shukl@","162","243","0","#LJPGQJU","roar","8EQBE6OT2lO2k7IAB6UnIZFU_duNd9iJG0kSvlZHi4Y","9","30","30","NULL"
"192631","4986","#8UC9PV2Y9","Ray mancilla","118","161","1","#R9LQQ8VG","Dark Soldiers","pJs4owZfai8a92PC2i82Tv6ujLpEjmmYSX_DDn0BEgw","9","24","24","NULL"
"192654","4986","#92CLQC2R8","War King","143","178","0","#PYPP2C09","gurkhaland","ooaJn0aChJwkobr4XFi5cN-mdpJO-62xQgvyZNFgxtc","9","10","16","NULL"
"192804","4985","#9LUUCVJ0Q","Juan(_sarjento)","118","338","0","#2PY9GC2Q","PARGAR Masters","xxgxQ7psaG0LhvfyfX4hH59EAcXx2tlxOAGkWV33WOs","9","11","15","NULL"
"192883","4985","#80QRGRUJL","Jack","147","200","0","#R8V90CLQ","LEFT FOR DEAD 2","wMWWrPBg_RKaEv7mFNK6iTGZSS2GEalefSqlNjB0L0I","9","20","20","NULL"
"193704","4983","#8VV8GR82R","sAnjAy","143","249","1","#2LG9URRC","Indian phantoms","cmO5xu4VEjm8hhrincYDCksvFZwPRUHvoIEFo3lUYjM","9","22","22","NULL"
"193935","4982","#28CP9JQYR","カツ丼","144","96","0","#U09RYGQ8","生ビールと焼鳥","H39b_-WLZGtZVWQ0hqTkE-Tn2AaQnQWy_Iz4yBlvL0M","9","30","30","NULL"
"194351","4981","#VCPCGV08","teo","131","79","0","#G02LU0P8","CAGNACCIO","MIw7OsZ9rVdSllLwSokVrVxNz7lyNxzquQdNEYgWrBU","9","14","21","NULL"
"196105","4976","#J2YQ98PC","G-Dragon","165","146","0","#GVV0J90Y","HealerStarsVViP","vbTBkl1mNyvyzcaoEbFLi1uPAT4B6_SGTpYnTLiCte8","9","30","30","NULL"
"196627","4974","#22YP98G0R","babycurse","149","224","1","#PPRY0Y00","Savage 8.9","EVbWpgRMFF8UE2j-mnxnhqLmiuFzQPJhjEhdLa874ZU","9","30","30","NULL"
"198411","4969","#8GGPQ2UYQ","Brad","133","302","0","#RVVQUCCU","Savage Soon 8.9","EVbWpgRMFF8UE2j-mnxnhqLmiuFzQPJhjEhdLa874ZU","9","15","21","NULL"
"198422","4969","#2J898C9UJ","GB martins","137","193","0","#P99UURC0","THE WARRIOR'S ®","8EQBE6OT2lO2k7IAB6UnIZFU_duNd9iJG0kSvlZHi4Y","9","30","30","NULL"
"198654","4968","#8R8CQUC80","K .A.SS.E.M","167","263","0","NULL","NULL","NULL","9","20","27","NULL"
"199733","4965","#222YPYVPP","MR.Evil_EE","168","193","1","#GLYGCQL","Evil Empire","OnyoVzsqn5OaD1w8kiki9N4Z_fVD5RkueWVuq1gkKiE","9","26","30","NULL"
"199734","4965","#8PL9Y9C28","katherin","144","275","1","#YCCJYQC8","the foreigner","BCNx0NuCcvUXzfjXEJqmwF6ecU3_p4jutGzQ6Q8k3CA","9","12","25","NULL"
"200635","4963","#8PQ2U8Q09","الرجل الغريب","144","131","0","NULL","NULL","NULL","9","10","22","NULL"
"200739","4962","#CJ29YQPQ","魔.炽火","136","207","0","#2J9G99CL","雪的世界","GM8oUGe4-5iBaqYJYDcImI-iUPbnr_p3y_qzs8oqoy4","9","30","30","NULL"
"200785","4962","#9RLUV22J8","TH€ D€$TROY€R","140","132","1","#22PLQU9C","Red Elite","8EQBE6OT2lO2k7IAB6UnIZFU_duNd9iJG0kSvlZHi4Y","9","28","30","NULL"
"202226","4958","#2GYPYJUVC","FALKEN KINGDOM","144","109","0","#2209RQJ9","BOM BOM TEAM","ZZTJqaGJ_-IzHx8dIMrPHTy9YCkW1UF4C6sy16ZRQPA","9","16","21","NULL"
"203057","4956","#JU88LCG9","MatthewBruh","110","165","0","#PPRY0Y00","Savage 8.9","EVbWpgRMFF8UE2j-mnxnhqLmiuFzQPJhjEhdLa874ZU","9","10","16","NULL"
"204171","4953","#JQ80PCPQ","ethan","130","86","0","#989VLPPV","Indian @ WAR","fG8lVXQps8kelphi71OJGZcK53x_O9ibpAcw0XylqS4","9","12","17","NULL"
"204329","4952","#2YGP90QR8","ąłį Đąŕķ","167","192","1","#GYVU2QJG","artesh golstan","EVbWpgRMFF8UE2j-mnxnhqLmiuFzQPJhjEhdLa874ZU","9","30","30","NULL"
"204618","4951","#GCPCVUCU","ZULKIFLI @ ZUWL","169","132","0","#9YG09YJV","Healer Stars8.9","vbTBkl1mNyvyzcaoEbFLi1uPAT4B6_SGTpYnTLiCte8","9","12","9","NULL"
"205261","4949","#P9YYPRJVV","MIRAI","130","176","0","#L90G9CPU","白目会","aIgTBaGxdHglhWv5cK0Hl7L6f5rWLNhwXW1vVR49OIg","9","10","18","NULL"
"206113","4947","#RYYLRCV0","陌上——天外飞村","180","261","1","#88VLU0P8","陌上繁花绽","TCVeO_uMyQyX3OC7JSAYWRBkpkRe2j1bUgsiHms8y2c","9","30","30","NULL"
"206432","4946","#R0PJ0RCU","Califormula","126","185","0","#PCPP2R0R","New Orleans Boy","OnyoVzsqn5OaD1w8kiki9N4Z_fVD5RkueWVuq1gkKiE","9","24","26","NULL"
"206606","4945","#2V2JC8VG9","どら焼き","125","282","0","#UP2PYUQG","no fear༻極限༺","FRM-pr7fVwMsSsg7qj-5KX4Yznw3oCq0I6H_zJuH00s","9","26","30","NULL"
"208340","4941","#9L82VURC8",""DEVIL"","157","128","0","#RGP0Y0GP","Love express","jA0A1-BAutiOTM9fWQbKkXZMCteT8NswDo_QW1TSnIk","9","30","30","NULL"
"209543","4937","#PPGRCRLGC","JIPS","127","181","0","#U20UPLJY","Batang Flomlok!","vcYFZPx4U0lYJvPzu8FjfHzMfSCxEqzTI3lJAhBikhA","9","12","27","NULL"
"211132","4933","#28VYRC2QG","Аssassin","162","119","0","#PCGY9LL2","* АВАНСТОП *","vcYFZPx4U0lYJvPzu8FjfHzMfSCxEqzTI3lJAhBikhA","9","30","30","NULL"
"211847","4931","#90U9P2UYJ","DARK SHADOW","136","258","0","#Y2QRUQV2","Cabin Killers","CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU","9","30","30","NULL"
"212305","4930","#9LYYCRLVU","乡下土野人`","176","109","0","#Y2PRC9YC","问鼎","N3RDI6oRKwVJ2AWiqT_LtnDOlqscDS-D3dy7x4DQDzA","9","24","29","NULL"
"213805","4926","#UPP2QVGC","MaMa CooL","147","173","0","#8VY9JJUY","AsFeuCoeur 2","1Cgd3Zm-x3ZFpkEQk-F0GEgiie5ZDw_8QdC5MFsOYc4","9","30","30","NULL"
"214201","4925","#8YPQVJUQ9","THË §ÑÎPËR","165","78","0","#QVU2CLLQ","✌ابطال سوريا ✌","V9sdlbwA810p3b0hUrucW4I8kdnzGqLTwbELx1KBMgQ","9","30","30","NULL"
"215237","4922","#LPQ98980","ZaiZoe","165","39","0","#PPRY0Y00","Savage 8.9","EVbWpgRMFF8UE2j-mnxnhqLmiuFzQPJhjEhdLa874ZU","9","30","30","NULL"
"215732","4921","#28GQR8JQU","vlad","187","77","0","#PLU8JQGJ","Каратели","FEqHVsUnwRzycpCJjeZuj7HYD4u7BN6s9xyOAKc-44Y","9","24","29","NULL"
"216185","4920","#2CLVPV2YL","Vincentツ","147","125","0","#CLC0LV82","RED_DRAGON","SEHItSTaeITfhGSeKade8R4QL0rOgscO8qUF2ho6YuM","9","16","23","NULL"
"216558","4919","#9R8U22PVJ","mizuki","128","333","3","#UYGVY2UU","~~~FL~~~","8EQBE6OT2lO2k7IAB6UnIZFU_duNd9iJG0kSvlZHi4Y","9","30","30","NULL"
