"rank","trophies","tag","name","expLevel","attackWins","defenseWins","clanTag","clanName","clanBadgeURL","townHallLevel","barbarianKingLevel","archerQueenLevel","grandWardenLevel"
"68320","5357","#JPPL98C","-=[R4ch3l]=-","138","515","0","#Y9JPR92G","MVRDERWORLD","yWeRKKiASbcIeEcJfImeE33uRtxJ0T6-umFSbQl3kPw","9","30","30","NULL"
"70220","5348","#2LCVLPLPR","wolverine","158","241","0","#PPRY0Y00","Savage 8.9","EVbWpgRMFF8UE2j-mnxnhqLmiuFzQPJhjEhdLa874ZU","9","30","30","NULL"
"70692","5346","#2899RUCC","时尚、坏宝贝","145","242","0","#8CJVRVLL","伟大战队联盟","kgK0jc04dM9UHn56N7KctM44c_Or4ZSkzA1XOqURheY","9","30","30","NULL"
"73085","5335","#20PRVQYU0","Unicorn Robot","138","197","0","#GPJ9YJ2G","ROMAN EMPIRE","xxgxQ7psaG0LhvfyfX4hH59EAcXx2tlxOAGkWV33WOs","9","20","29","NULL"
"74311","5330","#8JY9RPLLL","{(ارتش})","161","189","0","#G8VR2UV9","اتحاد گرگ ها","rAghRaKthnH5wolqY_bdx_G7wzLbWSvVqN7kZXzfjx4","9","30","30","NULL"
"75446","5325","#YQLCRVC8","san55man","183","160","0","#YQL288RU","BLACK MAMBA","Oinh_vQluTd-m8wC7aisGzUZSaEj_Imnf9_jovEoEk4","9","30","30","NULL"
"76763","5319","#20UPULCP9","Hossain Kausar","167","142","0","#PPRY0Y00","Savage 8.9","EVbWpgRMFF8UE2j-mnxnhqLmiuFzQPJhjEhdLa874ZU","9","30","30","NULL"
"77415","5316","#89UL8VY88","沐沐","124","253","0","#G222P8G2","深情与你-情锁飞艳","2wTT1cmxO-hgK29Sd6t6BoMoHX3mhVxPBEC6Se5O_rc","9","30","30","NULL"
"78835","5311","#G8G2YR2U","jhie_yanda","144","277","0","#L0RPQVJ","Special ID","gleInU799fdmj_-HlZa1CUqDbBhS2NwaV-5Of4g5ngs","9","30","30","NULL"
"79940","5306","#8QPLPG98J","ابوعلاءالحمصي","146","114","0","#8JGJCPP2","داده المفترسه","OnyoVzsqn5OaD1w8kiki9N4Z_fVD5RkueWVuq1gkKiE","9","30","30","NULL"
"80647","5304","#RRJQQU0V","The Golden Guy","130","192","0","#J0CPLCGY","BLACKLIST2.NL","rs_ijK3wS9fJ9lzHo5pDu7mSdX3pf72znx8F6UOsBwc","9","30","30","NULL"
"81292","5301","#CJLRY9JP","mapendos","143","209","0","#PCL22PPG","Laskar 378","vVaIdwIsRqEywyLpHQr7R5GnsYsgykEwAfjAhjFPbWI","9","30","30","NULL"
"81512","5300","#9QQJ2888Y","kevin","132","123","1","#P088LR20","Zona Oriental","BiQqfGpfhsKKvbkWumfBjUkGfLhDhkQH7ICXs_PP0sE","9","24","30","NULL"
"81752","5299","#9PC0YVUVU","❤️Sanya❤️","132","151","1","#PJVC9YUJ","MIKEPANKEIK","CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU","9","23","30","NULL"
"83663","5291","#RPRR8J8V","Agung Lubis","134","179","0","#PC00CQ99","Cluster Pegasus","Dzg5r9r8jkv6PWz1u1M4kVjQV_R9Oy-1ym46lrRzsaM","9","26","27","NULL"
"83756","5290","#8P999UYP2","MD mukto","127","207","0","NULL","NULL","NULL","9","20","25","NULL"
"83766","5290","#9YQL9G9YL","无情","115","157","0","#8RYVQ9RG","LOL. S5. 万岁","TCVeO_uMyQyX3OC7JSAYWRBkpkRe2j1bUgsiHms8y2c","9","15","15","NULL"
"84265","5288","#2Q8JL9R02","いえきち","164","278","0","#PR89YRRQ","sky☆garden","0qK_lrJV-fUtFWEKCOi1q1zjIGjon1yBdwSfV_L93UI","9","30","30","NULL"
"86498","5279","#2QRLPUJC0","Klà","196","199","1","#JY2LUR8L","Song of Horror","CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU","9","30","30","NULL"
"87007","5278","#9LGCP88LC","アヤパンナ","143","113","0","#VGYPVRV0","LUNATIC","kgK0jc04dM9UHn56N7KctM44c_Or4ZSkzA1XOqURheY","9","29","30","NULL"
"87913","5274","#9G2LVL2V0","缘来乳辞","118","443","0","#Y2PRC9YC","问鼎","N3RDI6oRKwVJ2AWiqT_LtnDOlqscDS-D3dy7x4DQDzA","9","30","30","NULL"
"88998","5270","#9YRG0YY0R","shadow fighter","151","239","1","#80PLQRRY","CLAN OF WAR","VLzvYtQ2QCZagCp5JlI4F8P5cKUukTVKkHwjulQfoKM","9","22","30","NULL"
"91982","5259","#2VUPP8Q0U","Rizwan Virgo","138","153","0","#Y2QV00RY","Voltrick","Cwv049fhReK4-S_v8WWaSQvIm6a_eY7vluj02_YmPbo","9","30","30","NULL"
"92416","5257","#8VLJJ9UGQ","♡Crisely♡","116","199","0","#2R0P0VP9","lctpc","CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU","9","12","20","NULL"
"96166","5244","#92RG8CYP","shahril","157","238","0","#GVV0J90Y","HealerStarsVViP","vbTBkl1mNyvyzcaoEbFLi1uPAT4B6_SGTpYnTLiCte8","9","30","30","NULL"
"96252","5243","#2PV8V8L8V","TC1","210","361","0","#2GC90UJ0","Red Storm","f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI","9","30","30","NULL"
"98939","5234","#8JU9UJUJ2","ayaan","138","304","1","#PPRY0Y00","Savage 8.9","EVbWpgRMFF8UE2j-mnxnhqLmiuFzQPJhjEhdLa874ZU","9","25","27","NULL"
"99710","5232","#8CPC9JUGQ","*yasemin*","138","170","2","#UYU8VL9L","Turk's 8.9","kMBE6wL8JLsbYi78b71yCog8bGac3XN8zG48HoggR5o","9","30","30","NULL"
"99996","5231","#LQCYPPGQ","miwa","153","110","0","#PUYQVQCQ","無敵艦隊&1","6wmf5TI6Fp7_7R8XrSAjnNUIWgHywS0n7hpskI6C2e8","9","30","30","NULL"
"100122","5230","#2Q0PQPCQ","FlayingDutchman","155","209","0","#PPRY0Y00","Savage 8.9","EVbWpgRMFF8UE2j-mnxnhqLmiuFzQPJhjEhdLa874ZU","9","16","20","NULL"
"101322","5226","#82G02808P",""RASHMI"","169","215","0","#PPRY0Y00","Savage 8.9","EVbWpgRMFF8UE2j-mnxnhqLmiuFzQPJhjEhdLa874ZU","9","30","30","NULL"
"101468","5226","#2J0RJU9J","- Mirko -","148","347","1","#PPRY0Y00","Savage 8.9","EVbWpgRMFF8UE2j-mnxnhqLmiuFzQPJhjEhdLa874ZU","9","30","30","NULL"
"101868","5224","#QQVU09C2","V Seenu","194","246","0","#PPRY0Y00","Savage 8.9","EVbWpgRMFF8UE2j-mnxnhqLmiuFzQPJhjEhdLa874ZU","9","30","30","NULL"
"101926","5224","#VQP2U0V2","The Bro","149","213","1","#2J08VQYP","LaRon Community","NuX2Jq6C3mKytjmyASOCjNMx0iU5dpSfjy3IP4XPdJc","9","30","30","NULL"
"103459","5219","#20GVJQ9J","✌✌MC tiago✌✌","143","227","0","#PUC08QV8","The Avengers","JVqVoGLkFwRRxN-Sl3qXivtDHshhhYbxizTAFh9L83A","9","30","30","NULL"
"103968","5218","#CLCCURQY","exthackermod","188","97","0","#PCGLPJR8","MaLaYa EmPiRe","M3eUsF4TgCfpG84dShFHEbjM6bYircTaR02BZnehxLQ","9","28","30","NULL"
"108562","5202","#CUP89UJC","FaZe_KINKS","131","351","0","#V2JUQRJ","RastaDeFrance","CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU","9","15","21","NULL"
"110556","5196","#2P8PVG0C8","firefighter","117","235","0","#2R9GU9G0","les freres","C7XKVZnPspVnVM_wtUWvqdNEj8ot-WoADUWeu6PL_z0","9","28","30","NULL"
"112175","5191","#8CCJG8G9Q","Duro de Matar 3","114","190","1","#PPRY0Y00","Savage 8.9","EVbWpgRMFF8UE2j-mnxnhqLmiuFzQPJhjEhdLa874ZU","9","15","16","NULL"
"113709","5186","#2L9YY2LRC","幻龙","149","158","0","#P0CU2CCQ","巅峰绝战","qjvEGyrBhUhBaVaAsFdbYWMhl8xgzqNUvk8SXw0EFxs","9","30","30","NULL"
"115348","5181","#228JU2LPY","SANDRO","151","268","0","#V880JYQY","Savage 8.9 DE.","785cxXU5e-ulxWoqSLeUEynsbsNm0dFTSlTNGinvFYs","9","30","30","NULL"
"116538","5178","#2P0RVUR0R","Stemcell","186","176","0","#UYU8VL9L","Turk's 8.9","kMBE6wL8JLsbYi78b71yCog8bGac3XN8zG48HoggR5o","9","30","30","NULL"
"118913","5170","#2P2CULVQL","Wink","123","131","0","#PU8QQCQ2","DISCO 2 party","Ha7GqnHoMWJpwlF03t-T73lpPF3zviJeh09-h8QT7Lg","9","30","30","NULL"
"118931","5170","#CVYYR2CP","yudha","144","184","1","#YJYV8YCG","palemahan group","xUo2kMu1WXvJWD3UCP4xxKs23-EIfz2TCiXmSnkRUTY","9","26","30","NULL"
"119751","5168","#2RYL0YGRL","Louis","109","249","0","#V880JYQY","Savage 8.9 DE.","785cxXU5e-ulxWoqSLeUEynsbsNm0dFTSlTNGinvFYs","9","22","24","NULL"
"120870","5165","#9QYGQPJRG","Imam bae","156","249","0","#PPRY0Y00","Savage 8.9","EVbWpgRMFF8UE2j-mnxnhqLmiuFzQPJhjEhdLa874ZU","9","30","30","NULL"
"121601","5162","#2VRRQ80V2","lllLeoNlll","156","195","0","#PPRY0Y00","Savage 8.9","EVbWpgRMFF8UE2j-mnxnhqLmiuFzQPJhjEhdLa874ZU","9","22","26","NULL"
"122255","5161","#9UGCV28RR","相遇走到最后","124","562","19","#90G80JV8","男人裆自强","OnyoVzsqn5OaD1w8kiki9N4Z_fVD5RkueWVuq1gkKiE","9","24","29","NULL"
"124074","5155","#2V2GGRGL0","JOCEL!NE","157","109","0","#Y9VLUPJ9","Club Monterrey2","Ukxtro0nEsz8f70jMvV1wwafhJcPyh_RgasvQiBQ1Rg","9","30","30","NULL"
"125824","5150","#GGULPQP8","the black eye","136","250","1","#9ULQ8UGL","Nuevo Amanecer","oHVlGzQa2MC0CGwdKKRxZSaW_G-64E7xJ_bJkfTZ5hA","9","11","15","NULL"
"125918","5150","#2RYQULYPP","*☆*雷神*☆*龍神*☆*","165","124","1","#CVRQPVLL","CRA×02","ZpgGfdH9T1a7cA5L_9ntbchctXvgXTw8qtFQaFWEkzo","9","30","30","NULL"
"125944","5150","#PGP0YYLJ","سلوم 509","134","131","0","#920Q8YUC","غرنوق","_w5e72ZHU9XRrM-RIhh4zEP_JGBUfdUyZ5pKqers8uw","9","27","30","NULL"
"127029","5147","#2RPGQ8Y2Y","michael","142","260","1","#Q9C2CRCP","Los Jabalíes","d35RgsWEDseW3YhvWSt4BkFxVv91NqlyGoh8QhvzQx8","9","26","28","NULL"
"127171","5147","#9R2LCC9QG","Vitor","118","163","1","#PLV2G0CQ","CAPIXABA TEAM","OnaaUjyvyMu3K5k2gghG-Os_sYO1AlbxhIQDVj4_I00","9","17","20","NULL"
"127546","5146","#2CYP0RQ8V","amirul","141","176","0","#GVV0J90Y","HealerStarsVViP","vbTBkl1mNyvyzcaoEbFLi1uPAT4B6_SGTpYnTLiCte8","9","22","27","NULL"
"128520","5143","#2RCJ0J08Q","DevilDeep","147","395","0","#JUQYVG9L","Savage 8.9","JVqVoGLkFwRRxN-Sl3qXivtDHshhhYbxizTAFh9L83A","9","28","30","NULL"
"129420","5140","#G282YL0V","cleyOrdoñezXD","122","115","0","#2UCQGL9G","LAT STEEL","OnyoVzsqn5OaD1w8kiki9N4Z_fVD5RkueWVuq1gkKiE","9","17","20","NULL"
"131444","5135","#8VG0RG8V","Marie<3","147","229","1","#9CJRVYL2","les meilleurs","kgK0jc04dM9UHn56N7KctM44c_Or4ZSkzA1XOqURheY","9","29","30","NULL"
"131903","5134","#VYL2L9G9","LilBunnyFooFoo","131","223","0","#VYC08YCR","FuelTheFire!","76isSC140R-invOfNfomywrX38S-z_pvd6L2udpG61M","9","16","20","NULL"
"132945","5131","#R8280GPY","Lazy Samir","141","416","0","#J8RUUJV9","Pirate$ of BD✌","785cxXU5e-ulxWoqSLeUEynsbsNm0dFTSlTNGinvFYs","9","26","27","NULL"
"133579","5129","#2Q9L2V2LV","☆Snakeeye☆ DTP","157","115","0","#PJ9YUVPP","==D-T-P==","C0gdU5N_K8BXwsu2jYZy4USe_Zyb_udzTYGzx04zQdI","9","30","30","NULL"
"133818","5128","#2U09289UU","THE RED DEVIL","128","298","0","#YY88VG8J","عراق اسمك هيبه","RAQhQP6-7Vqkj-hE1ozCverePy9orQv-HoZlIVLUzVo","9","22","30","NULL"
"134045","5128","#2UY8RCJPP","maxx suresh","152","148","0","#2YRRYPG0","Ciamis Kingdom","CtEckcJiTeT13Ktdocgw8JAGsF1fvj_dw9Zkc2cWag0","9","18","24","NULL"
"134320","5127","#U0J0VCRG","DarkAcid ®","134","249","0","#2JYJRPGJ","Super Bear","Szv2ioumdUSaJW7acDvRZnpAPpSqXikq4QuKnKvhO1U","9","30","30","NULL"
"134671","5126","#9UYJ9JUGU","XR00t","139","268","1","#8QL2JR89","Kisaran Brother","EVbWpgRMFF8UE2j-mnxnhqLmiuFzQPJhjEhdLa874ZU","9","19","22","NULL"
"134986","5125","#YUQJVYVC","Grizzly","117","221","1","#8PCRCVP9","TSV","IuD30W8lcoKfT3JwrVAesVApTmgMTPaNCJakp5FaaR4","9","15","22","NULL"
"135613","5123","#CRQYGYLJ","Fandy","127","174","0","#L8QP89RJ","Kamasan Corpse","kEAc6G2FNE2Q3BIysPm0ENGCyRhlmG4aa8VrmGtW2So","9","15","17","NULL"
"136040","5122","#2PVU20RJ2","Ateng","132","119","0","#PC00CQ99","Cluster Pegasus","Dzg5r9r8jkv6PWz1u1M4kVjQV_R9Oy-1ym46lrRzsaM","9","17","22","NULL"
"137281","5119","#99U2GJJCL","☆POSEIDON☆","131","95","0","#GP9G2G20","The big family","N0-0A9MU2iS84X0n4hDnN8as1kXz9wJCFcP30dnulT8","9","16","24","NULL"
"137577","5118","#YYY0QGVJ","タマちゃん","167","81","0","#9JJPR88R","もののけの森","vuUDgSAwpR58tjeg5bz6RhivdLOcTd7qup6N8P557rs","9","27","28","NULL"
"138005","5117","#P89UU9GJ","Jack","131","136","0","#2UVG0GCU","Heroes de Vzla","xSnvNNmWGEX12SBe1kmk980elitUQ-lL8mDYkAK6Ncg","9","11","16","NULL"
"138328","5116","#8GRYQJJP2","Dragon™ 2","131","650","2","#P2UR20PJ","โป๊ะ..โป๊ะ..","slsiNqJ5_8887HZYKmYvq-HL6oPkjLJY3db9x87u5YE","9","12","25","NULL"
"138771","5115","#PJUYV9PQ","ali★158★","145","162","0","#9GG89999","Gaspoll Poek","agr1Cy6wuAwSSGkLpZT18aUem8PnLb7ZU1Df_KAS2tU","9","22","25","NULL"
"139746","5113","#8VPYV0L00","João Victor","119","180","0","#89Y0Y90G","Fire Clã","OnyoVzsqn5OaD1w8kiki9N4Z_fVD5RkueWVuq1gkKiE","9","17","17","NULL"
"140195","5111","#9CJP0GCC9","vegeta","136","189","1","#P2JUC9YC","Gurkha warrior","OnyoVzsqn5OaD1w8kiki9N4Z_fVD5RkueWVuq1gkKiE","9","23","30","NULL"
"140623","5110","#LGU99U0J","Ethan The Great","132","255","0","#RVVQUCCU","Savage Soon 8.9","EVbWpgRMFF8UE2j-mnxnhqLmiuFzQPJhjEhdLa874ZU","9","30","21","NULL"
"140660","5110","#8GG8RU2J2","Olivia","162","297","0","#Y2PRC9YC","问鼎","N3RDI6oRKwVJ2AWiqT_LtnDOlqscDS-D3dy7x4DQDzA","9","30","30","NULL"
"140830","5110","#GVL2C9PY","Melone","132","189","0","#8QPQYQRP","ULTRAS","Yafe6MmAlMuwti0JKKcQJWJVHRCL9_FfKpVZJJD-xZs","9","30","30","NULL"
"143127","5104","#9Y2QPV9GJ","白衣执事","130","124","0","#LC0P08JR","创世纪*王者巅峰","IuD30W8lcoKfT3JwrVAesVApTmgMTPaNCJakp5FaaR4","9","20","29","NULL"
"143232","5103","#9Q00UPLQ8","DeADPoOl BR","123","251","0","#9YU8URL","BRASIL AVENGERS","JVqVoGLkFwRRxN-Sl3qXivtDHshhhYbxizTAFh9L83A","9","30","30","NULL"
"143673","5102","#90GJ9VQJ8","SM:Saiful Munna","174","320","0","#L8C0PCU8","The King Of BD","tutOBJwIJHwFwfS343pOvADDPiK0twIBISFCg67TK9Q","9","30","30","NULL"
"143684","5102","#Y2QPUYG0","+) Deborah (+uy","163","129","0","#G0UY9U98","OS IMORTAIS","8EQBE6OT2lO2k7IAB6UnIZFU_duNd9iJG0kSvlZHi4Y","9","30","30","NULL"
"144334","5101","#9JR980RY0","JOKER","122","402","0","#2P0RGYJU","壮^_^崛起","slsiNqJ5_8887HZYKmYvq-HL6oPkjLJY3db9x87u5YE","9","13","22","NULL"
"144357","5100","#LGRUCRCU","アンパンマン","135","170","0","#P0QVVLYQ","GOEMOON","j8e4iEwsiYdQFjaoHkud3He9LmtsMNxwkrZhSfnETUE","9","30","30","NULL"
"144383","5100","#2RJGUL8G8","catax","146","249","0","#JY00LPUQ","Royal Tansin","OscKpo3KQ0Ii4j9otJvPLlGO4dz9CahFo-cnzZUGHPg","9","30","30","NULL"
"144695","5100","#8UY02QQLU","xuprut si peseg","123","139","0","#8G9UVC8V","padang bengkok","MbKl2cFmcQ_VeR-UKhdM2VfpNulRqU6lmCOmPf_rNmI","9","23","28","NULL"
"145419","5098","#2QJUGPRYC","man of dream","131","180","0","#LU00U2CJ","La Tulipe Noir4","tsbNDyZqWrKKI1EkE3OG35KUf2lGZgdOUm0Lq5PhrvE","9","21","21","NULL"
"145967","5097","#9RU8GPPCG","猫狞","141","87","2","#LYCCPUCC","年华未央","agr1Cy6wuAwSSGkLpZT18aUem8PnLb7ZU1Df_KAS2tU","9","30","30","NULL"
"146007","5096","#J99YJC0J","nhật minh","177","139","0","#VRUGV29U","TÌNH AE","CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU","9","30","30","NULL"
"146164","5096","#JRCQR2U","＊しぁ＊","166","108","0","#JCVCVY0","Emotive Moment","OnyoVzsqn5OaD1w8kiki9N4Z_fVD5RkueWVuq1gkKiE","9","30","30","NULL"
"146356","5095","#8P0JGY0PQ","hegix777","144","148","0","#Q8GJQPCR","HorasMejuahjuah","2wTT1cmxO-hgK29Sd6t6BoMoHX3mhVxPBEC6Se5O_rc","9","30","30","NULL"
"146762","5095","#8U9Y28L00","xLone","153","78","0","#URGJ80UJ","UğurTR ⚫","7Siliur18v1CGpXz2bnd3T6Dcenpw1PjWqIkzsVI3eo","9","29","30","NULL"
"146907","5094","#998UPYQL0","MAGNUM113","126","208","0","#PUC08QV8","The Avengers","JVqVoGLkFwRRxN-Sl3qXivtDHshhhYbxizTAFh9L83A","9","27","30","NULL"
"146981","5094","#8C29PU28J","Mello","131","274","1","#PLLQYRJJ","Os Indomáveis","zq2i8CKKaJvoLMl4VecipmCewASxzYBJC6d9vL0j8a0","9","24","25","NULL"
"148299","5090","#8UGJ09PYP",""ghost" RAIDER","130","314","0","#9GG89999","Gaspoll Poek","agr1Cy6wuAwSSGkLpZT18aUem8PnLb7ZU1Df_KAS2tU","9","18","26","NULL"
"150214","5086","#99Y9LQUPU","Luis Henrique","117","126","1","#P220YGQ","Planet-GreeN.Br","XsjphllUHFXcCHKsR-saP3ZbB2lCYZKMRnWbrJZ3k7c","9","16","18","NULL"
"150997","5084","#89YRRGLUQ","社会丨你斌哥丨","139","99","0","#Y2PRC9YC","问鼎","N3RDI6oRKwVJ2AWiqT_LtnDOlqscDS-D3dy7x4DQDzA","9","30","30","NULL"
"151606","5082","#YQPYU80R","TERI","139","171","0","#YV8GYULY","GGS_of Clans","vcYFZPx4U0lYJvPzu8FjfHzMfSCxEqzTI3lJAhBikhA","9","30","30","NULL"
"153761","5077","#8QCQCCLVY","Partha","138","209","0","#Y8RG8QY","Quantum's 8.9","JMe3SPkziLGyLOd7WgIqVokwUa4BLvWlE-jI7WSj_00","9","30","30","NULL"
"154116","5076","#882VCQV0","お風呂さん","156","106","0","#UCJ2P22G","男の修行","anzPXwHdDcfVYLgLiGSkOybemfiRB80uaihupf77o60","9","30","30","NULL"
"154230","5076","#2LPR9QUG","Jupiter","133","119","0","#PCPCVL8Q","Queen's Gambit","fG8lVXQps8kelphi71OJGZcK53x_O9ibpAcw0XylqS4","9","16","17","NULL"
"154267","5075","#9GUUUPJJQ","viona rezpectha","137","209","1","#9GG89999","Gaspoll Poek","agr1Cy6wuAwSSGkLpZT18aUem8PnLb7ZU1Df_KAS2tU","9","14","15","NULL"
"154297","5075","#2UU0PL9YC","dheka","142","387","1","#V2UUVPU0","IND GALAXY 8.9™","JVqVoGLkFwRRxN-Sl3qXivtDHshhhYbxizTAFh9L83A","9","17","24","NULL"
"156556","5070","#20V22RRJ","DutchleaderMini","133","109","1","#2U8JGRGU","Dutch Army..!!2","fbEQNyTzaMqWvali0P4ZHgepwOJYwun8rVHRe8YgFXg","9","26","30","NULL"
"156646","5070","#92JVGGUGL","若有来生。","127","288","0","#8RYVQ9RG","LOL. S5. 万岁","TCVeO_uMyQyX3OC7JSAYWRBkpkRe2j1bUgsiHms8y2c","9","30","30","NULL"
"156653","5069","#QJ0UP809","kellr","172","142","2","#Y0VG08QL","noisy","CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU","9","30","30","NULL"
"157512","5067","#G0R89QRP","ayo168","282","373","0","#2GRY0VRP","REQ N' GTFO","bfmKg8cM4PUytKqR0ASyqLITyOqjjfaCPbrDEdiP7U8","9","30","30","NULL"
"157620","5067","#RC2022QL","PeterLai1017","171","148","0","#Y2PRC9YC","问鼎","N3RDI6oRKwVJ2AWiqT_LtnDOlqscDS-D3dy7x4DQDzA","9","30","30","NULL"
"157877","5067","#9L9U008LQ","sofiyan muhamad","134","229","0","#CU09QLUU","Alone","HuVYONTzKhvFZZ1sccDYJ-a272G3zmjjFYLg8cm9wm8","9","10","24","NULL"
"158317","5066","#RPQ80VC0","Jack Sparrow","155","221","0","#229UYGR9","珍熙世家","agr1Cy6wuAwSSGkLpZT18aUem8PnLb7ZU1Df_KAS2tU","9","30","30","NULL"
"158347","5065","#2JJLGPYYL","⚡⚡⚡EMERSON⚡⚡⚡","132","189","0","#2JGUVV9R","Os Brody","JVqVoGLkFwRRxN-Sl3qXivtDHshhhYbxizTAFh9L83A","9","24","30","NULL"
"158614","5065","#R0L9YQQL","Jedi Fedor","164","48","0","#QLVU0CRJ","Beast Coalition","plY4H-lsOapFoPrOTbanC9uigjCVJnvc0Oaa1x4Pltw","9","14","30","NULL"
"159117","5064","#2PQJL8GVJ","Nia","124","180","0","#RY092PGR","Bajak Laut","RyEyb-A9Zn7FAoVEyITpgMSH0Lc5XQkPtoS-XhEobSA","9","12","21","NULL"
"159924","5061","#8Q2CLRJYU","chora","138","366","0","#PP82JP9G","Avengers","JVqVoGLkFwRRxN-Sl3qXivtDHshhhYbxizTAFh9L83A","9","27","25","NULL"
"160332","5061","#8YU282R0V","SatanRules","129","168","0","#YC8PGRL0","Emirates","X3K6hZjRBbC3GSHimRpF0Exz6dNIwWwxFiyqcRI6m2c","9","30","30","NULL"
"160539","5060","#89GQRQCLJ","jainan","131","101","0","#G20YQGYU","palembang fire3","V9sdlbwA810p3b0hUrucW4I8kdnzGqLTwbELx1KBMgQ","9","30","30","NULL"
"163059","5054","#8RVCJ88Q","Thanatus","143","235","0","#892CURP2","QUEBRA CLANS","8EQBE6OT2lO2k7IAB6UnIZFU_duNd9iJG0kSvlZHi4Y","9","30","30","NULL"
"163779","5052","#8LYJYJVJ8","jugaadi jatt","132","141","0","#PPRY0Y00","Savage 8.9","EVbWpgRMFF8UE2j-mnxnhqLmiuFzQPJhjEhdLa874ZU","9","30","30","NULL"
"163784","5052","#209LU00GG","€¥ NEMEXIS ¥€","157","131","0","#9ULQ8UGL","Nuevo Amanecer","oHVlGzQa2MC0CGwdKKRxZSaW_G-64E7xJ_bJkfTZ5hA","9","30","30","NULL"
"164200","5051","#2PJPUPRRJ","荣耀圣堂","156","119","0","#Y2PRC9YC","问鼎","N3RDI6oRKwVJ2AWiqT_LtnDOlqscDS-D3dy7x4DQDzA","9","30","30","NULL"
