"rank","trophies","tag","name","expLevel","attackWins","defenseWins","clanTag","clanName","clanBadgeURL","townHallLevel","barbarianKingLevel","archerQueenLevel","grandWardenLevel"
"148287","5091","#CJY9U20","Warold","163","165","0","#9V0PRQLP","The Elites","kgK0jc04dM9UHn56N7KctM44c_Or4ZSkzA1XOqURheY","10","20","20","NULL"
"148317","5090","#Q2CG90PR","⚡ANDRÉS BARBOZ⚡","133","84","0","#2VRQ8L90","Sildavia༴Mafia","wEd9wggsPqjehuS6dX7PujAs-yhpEAxDWPREH7KmdeU","10","11","17","NULL"
"148368","5090","#UCUUGLVL","Travis","187","79","1","#P002V9LJ","Pushing Dead","FoeBKgf5I2Ow7tbVKhmqr9BDn1y0i-jXkQ8rMZaUr7g","10","40","40","NULL"
"148449","5090","#8JG9PPPL9","عادل سالم","150","144","2","#CP90GRPY","سعودي وفتخر","8EQBE6OT2lO2k7IAB6UnIZFU_duNd9iJG0kSvlZHi4Y","10","39","38","NULL"
"148495","5090","#29J82Q90V","Queen Phoenixia","158","87","0","#GR8Y0QU9","Immortal Reign","VVQ1hRBUCaGPKxDA3_L1vBELEVrcyy7Saw9d0eo_ZQk","10","40","40","NULL"
"148537","5090","#2G0JGRQJ","Optimus Prime","169","88","2","#Y2CPCUG9","DPYK FAMILY","pFYX8bLGlJ0HAZm1H-MY0VhscRqENayXZGXwp727v_s","10","26","40","NULL"
"148595","5090","#CJVCQ8RR","BraiKinG","152","142","0","#8JCQYYP9","TheAwesomeCrew","kgK0jc04dM9UHn56N7KctM44c_Or4ZSkzA1XOqURheY","10","40","40","NULL"
"148668","5090","#2CGQGVVC8","Wyngale","155","115","1","#J2YQC098","Brothers in War","vVojZA-r3FUMBC4cDZrpin4fZaUPxZ2NzMm2qIX5QHs","10","36","40","NULL"
"148677","5089","#890UY0L8L","bambang J7","214","117","0","#RRJL2Q8V","ROYAL RESIDENCE","8EQBE6OT2lO2k7IAB6UnIZFU_duNd9iJG0kSvlZHi4Y","10","21","26","NULL"
"148806","5089","#8PGRVCQ8L","顾及妳&但不嗳妳","156","170","1","#VP0PJU0P","若干 花开。","TCVeO_uMyQyX3OC7JSAYWRBkpkRe2j1bUgsiHms8y2c","10","21","38","NULL"
"148875","5089","#2Q808VPGV","沈沁瑜","197","71","0","#Y9YLPJJ0","COC之給予顏色","FoeBKgf5I2Ow7tbVKhmqr9BDn1y0i-jXkQ8rMZaUr7g","10","38","40","NULL"
"148898","5089","#8GGGGJ9PQ","Sakib","172","316","2","#YL2L8809","Play for Future","ny-vo8DRxjkG-UIm0MqAF6xYYo2_phbeZjfHD82RXlY","10","32","40","NULL"
"148925","5089","#LQPG2209","DANYA","136","233","0","#PRR8YRR","Finni's Bar","iPGDiPOoqA_4TczplEucNCFKJW0C6Bh9vfwP1EreN08","10","16","19","NULL"
"149119","5088","#UYY8JU82","!!rENz/23!!","178","245","0","#2GRU0VPY","UniteD WarriorS","So0A9MJeUWMPSlvkZve0jTvKuqJOZeqaBXfiDgCwzcQ","10","21","21","NULL"
"149179","5088","#80QUVL9JV","小幸福","152","117","0","#YUY88QQL","幸福山庄","qjvEGyrBhUhBaVaAsFdbYWMhl8xgzqNUvk8SXw0EFxs","10","40","40","NULL"
"149225","5088","#2YY2VQUG2","Ikhsan Akbar","169","120","1","#YY829LV","Ae Junior","CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU","10","19","25","NULL"
"149306","5088","#G829GJ9V","IsFly","159","269","2","#9RLCLCVP","La Tulipe Noir3","tsbNDyZqWrKKI1EkE3OG35KUf2lGZgdOUm0Lq5PhrvE","10","39","40","NULL"
"149374","5088","#2PRYGJCCY","dark gg","152","159","0","#Q2PJ8Y2G","heaven to hell","4IYaGHTNZF3sS9e5N0m4JDtrd3KcLKwOQ00ta2DzOlE","10","26","34","NULL"
"149407","5088","#RJ9C2LCR","jake","143","154","0","#8CJL89U2","HANGLOOSE PH™","XfSAiePEoSrvew3JfsqCQRD4vIFi4lR1YxcnAKpWHwc","10","37","40","NULL"
"149430","5088","#82CYGG09Q","Ростик","144","113","1","#Y8CQVY09","ЗВЕРИ","a4fFI19bW2qL08W4jAqHZq021krfIfb6itF7MdvDoaI","10","31","33","NULL"
"149455","5088","#2UVQYPPLV","W.A.N","133","422","3","#9VLJ0YUR","Lankan Dragons","tsbNDyZqWrKKI1EkE3OG35KUf2lGZgdOUm0Lq5PhrvE","10","17","19","NULL"
"149509","5087","#89UQY2Q82","Cogumelos","142","171","0","#LPYQU220","Br","JVqVoGLkFwRRxN-Sl3qXivtDHshhhYbxizTAFh9L83A","10","38","40","NULL"
"149586","5087","#UCJ8U8LU","Rei Arthur","185","139","0","#2LG89Y8P","CAVEIRAS NEGRAS","kgK0jc04dM9UHn56N7KctM44c_Or4ZSkzA1XOqURheY","10","38","40","NULL"
"149717","5087","#9VJGG99C","erebor","151","108","0","#RJRGUYLY","PAQUETES CLANS","76isSC140R-invOfNfomywrX38S-z_pvd6L2udpG61M","10","40","40","NULL"
"149819","5087","#2J0LPQC2J","M@haDi","169","148","1","#9GJY2J88","Bd Mutants","9paIAWRoEmVUH0-D5KWhutJkPdWjVcU8f2ki9InSlMI","10","40","40","NULL"
"149864","5087","#2VQQLPQ0V","TÜRKMEN BEYİ","149","80","0","#8RUCVG2J","turkiye","FZwJEOBTPtByJDhxEE33iSBK8O88DOyKiiF7Ehg1i_U","10","36","37","NULL"
"149940","5086","#LJY0QJC2","pikeno","159","272","8","#U220QQR9","MegaBrazil TH10","vVaIdwIsRqEywyLpHQr7R5GnsYsgykEwAfjAhjFPbWI","10","40","40","NULL"
"149943","5086","#Q8YPUQQ","punks","162","264","0","#20890YYJY","FIRST LOVE 3","xOHj-fR4Mgzrzo4Asw-OtIak-K8NFikkR0YXlnoGEL8","10","37","40","NULL"
"149953","5086","#2P0UQGCPQ","cris","177","103","0","#29Q2VVGG","DRAGON fORCE","9g4FwBBHmL9DJdTi82zBWL5x-C04mVre4Ems9DNd2-Y","10","28","39","NULL"
"149982","5086","#9QYUYVU0V","jenthan","138","213","0","#2YRRYPG0","Ciamis Kingdom","CtEckcJiTeT13Ktdocgw8JAGsF1fvj_dw9Zkc2cWag0","10","21","27","NULL"
"150185","5086","#8U920ULQQ","@@@™09™@@@","130","329","1","#QPR0GJLL","ОТАМАНИ ! ! !","MIw7OsZ9rVdSllLwSokVrVxNz7lyNxzquQdNEYgWrBU","10","22","25","NULL"
"150224","5086","#98JVV2J8L","DeAtHWiNg","119","126","0","#LJQL2RQR","HLVS","MIw7OsZ9rVdSllLwSokVrVxNz7lyNxzquQdNEYgWrBU","10","25","39","NULL"
"150301","5085","#8L8G20QYY","Destroyer Salim","173","159","2","#8QL2R82C","BD Rangers","3BhL3JPqzF-UGhbY8ddbbBPbcrsPWSZ7jevXoRLzPqw","10","40","40","NULL"
"150318","5085","#2YL0V0C0J","™Musa Zhiee√","143","349","6","#YP00CCY2","Indo Infinity","ntUwhCl_OD6rpUkHITP7Aa9ppiqiaH9h6aJR2kBG8sk","10","40","40","NULL"
"150467","5085","#82LV89J08","YUSUF ™","161","161","1","#QLCPPRJV","sendang aji","FoeBKgf5I2Ow7tbVKhmqr9BDn1y0i-jXkQ8rMZaUr7g","10","30","31","NULL"
"150735","5084","#88VRPU2RY","shakur","165","133","0","#9C8GLYJ0","Neighborhood MX","FRM-pr7fVwMsSsg7qj-5KX4Yznw3oCq0I6H_zJuH00s","10","35","35","NULL"
"150839","5084","#2YQULLUGY","Slim Shady","154","176","0","#RCU00GP0","Encounters","pIQF0DrthjPQPaGjCOmQVYGP1hV2t0naCg1V2IaEoAo","10","40","40","NULL"
"150934","5084","#8YCL9UY08","star killer","156","183","0","#LC9VLRCG","Xorazm Gold","jIWmTfYMz_vRGcxatCCPnohSwJ21v02fSTktftgXM9A","10","40","40","NULL"
"150989","5084","#9PL9YG2PQ","Chief_Hendra","147","320","0","#PC00CQ99","Cluster Pegasus","Dzg5r9r8jkv6PWz1u1M4kVjQV_R9Oy-1ym46lrRzsaM","10","40","40","NULL"
"151013","5083","#9PGVGL8QG","✨Miss Candy✨","108","123","0","#LQRGCJR9","Kitty cove","bl2anI2yLUKL_Bc3NbKq0UJJ-iBYwJbL_HODhMprcdg","10","22","22","NULL"
"151084","5083","#2Q0PJY8C8","BUREAU INTELLIG","163","195","1","#YRPJ280Y","Req and Leave","oxvTf65n8dBjlsdGWuwo8NuTARnRqzmFP0gVr5b93K4","10","26","27","NULL"
"151159","5083","#2C22990P0","Nizam Bae","154","255","0","#2PURCJ2L","INDRAMAYU RMJA3","wEd9wggsPqjehuS6dX7PujAs-yhpEAxDWPREH7KmdeU","10","21","25","NULL"
"151249","5083","#C28RJQQ9","darock87","147","70","0","#Y28RU92C","*DARK BROTHERZ*","XJC9r4bMfN6Lu4cCXVZ_d1F7KpUPwt-M6c6XXX3ZReE","10","32","35","NULL"
"151272","5083","#228U992QJ","ÂĿĪ ♏￥$ƚЄR￥","166","170","0","#9U00UP","شكو ماكو","7Siliur18v1CGpXz2bnd3T6Dcenpw1PjWqIkzsVI3eo","10","40","40","NULL"
"151301","5083","#299CPJY08","omid","149","65","1","#QRV2UU8P","IRAN.ACADEMI II","MIw7OsZ9rVdSllLwSokVrVxNz7lyNxzquQdNEYgWrBU","10","21","25","NULL"
"151366","5083","#JJLJQCY8","LEOPARD","150","104","0","#9CLJYQL","ek hindustani","BiQqfGpfhsKKvbkWumfBjUkGfLhDhkQH7ICXs_PP0sE","10","20","27","NULL"
"151386","5082","#2C2RJ8VG9","Bappan","176","300","2","#G2VP8899","THE WARRIORS","VVQ1hRBUCaGPKxDA3_L1vBELEVrcyy7Saw9d0eo_ZQk","10","22","31","NULL"
"151394","5082","#QCUGVVVR","Mehabub","158","318","1","#YURC02R","INDIAN WARRIORS","TU0t119W5y2lbBAVtL4Ybx4aRPZMAzc5gvFgg02dXHI","10","31","40","NULL"
"151435","5082","#QYUCLY8C","Sanj3d Mini™","181","126","2","NULL","NULL","NULL","10","40","40","NULL"
"151475","5082","#8RYV82U9L","@blackcobra@","132","131","0","#9GG89999","Gaspoll Poek","agr1Cy6wuAwSSGkLpZT18aUem8PnLb7ZU1Df_KAS2tU","10","30","36","NULL"
"151523","5082","#28C9CY0LU","❤️Abrar☠","196","93","2","#PLU8VPJY","ملوك الغربية","slsiNqJ5_8887HZYKmYvq-HL6oPkjLJY3db9x87u5YE","10","40","40","NULL"
"151645","5082","#GC9QLQJV","⚡Storm⚚Crusher⚡","136","126","0","#JGUP8CU","Siegbündnis","8P0wYTpQGAX0h1fCWIgmnxLnvKKxXUPICqp2h1wt5Pk","10","30","30","NULL"
"151681","5082","#89GL00RRV","Hirutpal","165","209","0","#JYVLVLL","achivers","Rt-XKPJE0MNcfDj4uhBiDE1bM8a_8U8V3QvpLEBI_ww","10","39","40","NULL"
"151902","5081","#89VVQ2CJV","<<~THE TAVIZ~>>","192","166","1","#9L9YYJ99","DARK SISTEM","7C2SruGmxB83a_dspOpi3Qj_vqDswGzZzhh1O2GgfuM","10","34","33","NULL"
"151949","5081","#2V9L0RLJG","LR,,,,,","167","297","2","#22RU0QJG","MIZO 007","CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU","10","30","32","NULL"
"152015","5081","#9V0R9GJG","ひだりん","172","188","0","#PPYJ0V2L","関西同盟 第四支部","f6Yglz_HpPjYzfVEgnowYO5L4EjNR3buOu32Pw5a0SI","10","40","40","NULL"
"152100","5081","#2YPL0Q0PR","njoy","165","132","0","#8J8R2CYY","Dinasty Baduy","OJmW2sy5lx0x4fXxZlKszP8vpvSCSCOdXRVzz7Ijs_k","10","35","40","NULL"
"152115","5081","#82VV9LVRU","Amir killer","172","83","1","#Q8V8C0G","پاور","OnyoVzsqn5OaD1w8kiki9N4Z_fVD5RkueWVuq1gkKiE","10","30","39","NULL"
"152168","5080","#99GQY9V82","RAFIKUL","143","166","0","#YGRULCQ2","NARUTO","8EQBE6OT2lO2k7IAB6UnIZFU_duNd9iJG0kSvlZHi4Y","10","34","37","NULL"
"152224","5080","#RCLPRV99","gobb 29","190","194","2","#9QPQ0V22","CLAIREROMA","kgK0jc04dM9UHn56N7KctM44c_Or4ZSkzA1XOqURheY","10","25","27","NULL"
"152320","5080","#822GRYV8J","The Devil","173","120","1","#LLQQPG90","♥★superking★♥","OnyoVzsqn5OaD1w8kiki9N4Z_fVD5RkueWVuq1gkKiE","10","21","26","NULL"
"152357","5080","#22VUYRU08","Егор","170","133","0","#9Y8P2PC9","ОДИНОКИЙ ВОЛК","OscKpo3KQ0Ii4j9otJvPLlGO4dz9CahFo-cnzZUGHPg","10","40","40","NULL"
"152486","5080","#JJY20YYU","Ozie junior","169","98","1","#90CPVYJ9","Cilacap Clans","WlJJff9ud9qUEZ2JHOM2dVeqi9IpkRxEL2kUFdq9JPY","10","36","40","NULL"
"152581","5079","#8PYQYUY2L","ChibinongPBM","149","370","2","#P0P800U8","GADIS PETARUNG","mYJy2Z6Y37FyKXUBr_WhNKvNAx8uOimXGUESnbitSVM","10","30","40","NULL"
"152594","5079","#20290R9QJ","thyago netlé","159","245","4","#YVUUV0VU","CLAN FORCE","w-s_7qXZ4oqDt7XI1IE-n00hfUjU_Rf2637oidCywjk","10","40","40","NULL"
"152729","5079","#ULYUJRJG","bhim-bhims","144","65","0","#Y88P2PGG","sude united","w-s_7qXZ4oqDt7XI1IE-n00hfUjU_Rf2637oidCywjk","10","10","11","NULL"
"152811","5079","#90PCG8GLU","v!ç7r","152","82","1","#RLQQQGQ2","MASACRE 007","yDM478C6gCAE-6PM7IOmKrblch8kvKEWP3F4ym2GUSg","10","33","31","NULL"
"152966","5079","#GQC8R098","Yo-1","156","68","0","#PPLQPGQY","秋田こまち","xDlttAx8IfJERng_6bXy0Iymq8AlqxLJTQRJkRobfys","10","40","40","NULL"
"152999","5078","#PP9UQPJU","✭♛☦ℂᎾℛᏆℐℕᎯ☦♛✭","134","186","0","#YQQC2RQ0","oops...you lose","anX_ADSjFDpNN-XiflNMBlUyTU_vL4pU4hzGKIb-vzQ","10","31","36","NULL"
"153018","5078","#2VUPCVYY2","Erick","157","269","3","#R9ULG0LU","Drop Dead","Bz75f5MXuFj1T31KZZNvXjEGBC4bHDSgZR_Wxf-HDKw","10","27","26","NULL"
"153063","5078","#QP989CR9","モッチン","164","381","0","#LPGYPLPV","めぞん一刻","UcZX0VXd00BMvLMhjsPcU9Q_XMjr5FkdBsP_E9H8oBk","10","40","40","NULL"
"153087","5078","#2JRRQ2Y00","doni","140","257","0","#9QRQUCCY","prima","gleInU799fdmj_-HlZa1CUqDbBhS2NwaV-5Of4g5ngs","10","18","25","NULL"
"153183","5078","#U90YCJP","La Diabla","156","75","1","#Q0909PUG","Los Inmortales","16MOu7WWzc55LnHXLsS3c1K9_PfOg0EUG_oJYJPfzGw","10","32","39","NULL"
"153259","5078","#2GQRVYJG9","jc'kotaro","156","249","0","#Y02YU202","babaero boyz","vbTBkl1mNyvyzcaoEbFLi1uPAT4B6_SGTpYnTLiCte8","10","20","25","NULL"
"153295","5078","#8QP0CPR2U","Grumpy","174","146","2","#LJPRG20V","4D kings","HuVYONTzKhvFZZ1sccDYJ-a272G3zmjjFYLg8cm9wm8","10","40","40","NULL"
"153367","5078","#J9GV8G80","SHUNICHI","161","102","0","#CCRGJJVG","☆｡ﾟ﻿AMAZING☆｡ﾟ","YS09C4hc7N0vEh1AUU8cSup_mvlGjbpgb4OT0kMjpGw","10","40","40","NULL"
"153408","5078","#8R29QC92C","akash","146","128","0","#J0QY9QLV","donation","ZDImBHKgzXnEXU5uAgR9h3qz61XmfYTEMx_zaKAOo6M","10","27","35","NULL"
"153434","5077","#208PJCCLL","Atit","194","103","3","#U2V8YYY","BBS Cafe","agr1Cy6wuAwSSGkLpZT18aUem8PnLb7ZU1Df_KAS2tU","10","40","39","NULL"
"153454","5077","#CPJ2CV9P","Jonazzi7","143","208","0","#9LLR900G","Bitter Brigade","kgK0jc04dM9UHn56N7KctM44c_Or4ZSkzA1XOqURheY","10","39","40","NULL"
"153458","5077","#2PPJ0RCJ8","BUTO IJO","162","242","1","#Y99RJVUL","bgundal legend","gleInU799fdmj_-HlZa1CUqDbBhS2NwaV-5Of4g5ngs","10","40","40","NULL"
"153474","5077","#2CPL9RC9J","MantU IDamaN","144","248","2","#PGUC9QL2","Minang Buffalo","_aKm39_-Mvz1cCDl-UeFZnOubCziDYHVlzyiIDg5cmU","10","13","20","NULL"
"153535","5077","#JGRVY9RY","あちょん","160","95","0","#9CQ09VCQ","森のさえずり","bfmKg8cM4PUytKqR0ASyqLITyOqjjfaCPbrDEdiP7U8","10","40","40","NULL"
"153554","5077","#2CRLC0JUU","ごっっっと","152","111","1","#2YQVGLPQ","ぶっちぎり！サブ垢村","tsbNDyZqWrKKI1EkE3OG35KUf2lGZgdOUm0Lq5PhrvE","10","40","40","NULL"
"153590","5077","#UGYQGVJ2","BARBOD","168","156","0","#8UJYYVV0","دوستی","zOPtImYFRaqMp9Gm8_Lzy-p2VEZFui59gUvP7hUR0rs","10","40","40","NULL"
"153668","5077","#92JYV2LJU","محمد الصرايرة","154","407","27","#8RR808RC","حرب البسوس","8ltMapTWicj_CJ3vtPlc3Q9wJZOsHS20-IWrcO17668","10","25","31","NULL"
"153774","5077","#292UCURCC","m reza kh","203","197","1","#92RR8VRR","همشهری کلن","SWcSuBwZEA2kBlCyGaOkWwoPJrLxl8usYPDDPSH2NWU","10","40","40","NULL"
"154136","5076","#9QU08R00J","nowty shan","147","186","0","#L8CQJ999","Gang Fighterz 2","CtEckcJiTeT13Ktdocgw8JAGsF1fvj_dw9Zkc2cWag0","10","17","19","NULL"
"154144","5076","#RV9L9PPP","eljude_mamba24","150","79","1","#P9Q22V2","RoYaL bLoOd.PH","FtK1cjWcrW6RDy-vUwo6OWeKUkH3lv89zqJJYs90a-4","10","28","30","NULL"
"154219","5076","#2Y99JGY0Q","ary","156","261","0","#98RRP9CC","PTS SQUAD","vKFhxZdHPDc2FleQwq48NzEoemmp5TuGql-WrDqP6ug","10","26","35","NULL"
"154292","5075","#20CUYP20U","cinta","193","109","0","#9R2U2Y2J","P.MALLORCA TOP","FDwK67NjcQZcOR9OBlqOkx0YjvF2X1pHhVAcdjZMj8Y","10","36","40","NULL"
"154367","5075","#2PUJ2RCLQ","Ómàr","154","220","0","#L8RQL8GY","EgyptGladiator2","Kg46POhVdXaHUCv0tIvHqHfy0Beq7EZlNF_NCGJz5cM","10","39","40","NULL"
"154368","5075","#Y0YC8RQR","D.W.2","141","106","2","#PC8V28VP","vasitarians","nXy9ZjGaqSTSH2Aot7IkGeVunZ3RNVCqw2wX7VoADoE","10","40","40","NULL"
"154371","5075","#8C0RJ9L2","⚡️Mr.dead guy⚡️","158","243","1","#2CQ0CQRR","Time Vortex","FZwJEOBTPtByJDhxEE33iSBK8O88DOyKiiF7Ehg1i_U","10","40","40","NULL"
"154467","5075","#J0LC8PCV","ZaRt","192","130","0","#GY2Y2Y8J","®paris®","5-bNcXrqLPJ-pEmp5Lw9Q_g5tcZsjmkPIm3feVuNqXU","10","28","29","NULL"
"154477","5075","#9PR9RVUYP","WJuarez12","170","205","0","#QQ2V8Y2Q","Death_Shadow","8EQBE6OT2lO2k7IAB6UnIZFU_duNd9iJG0kSvlZHi4Y","10","13","37","NULL"
"154518","5075","#2G2QPYQUP","AJAI CLAN","150","52","0","#2VVVPRGL","Team MY 2","RTKDxAfXDLjsJuE49KX52Ok8V0QPYStenikhb8_5EP0","10","40","40","NULL"
"154609","5074","#2RUYY0R89","IVANIEL","158","252","0","#L9Q9RU","BRASIL TOP","fV24bkTqX1YPcupLzp5pjxKEzcN815xZ9E9TQG0SxF8","10","35","38","NULL"
"154709","5074","#8PVU2LP0L","Ananthu","164","176","1","#R8GUCV2","KERALA KIDS","8EQBE6OT2lO2k7IAB6UnIZFU_duNd9iJG0kSvlZHi4Y","10","30","38","NULL"
"154952","5074","#UU2R9988","iggggghj","126","109","0","#8PRYGU2V","Dragon Rider","jA0A1-BAutiOTM9fWQbKkXZMCteT8NswDo_QW1TSnIk","10","21","21","NULL"
"155086","5073","#2VJQYUJQ2","RESTU JR","154","185","2","#9JPQQ08R","MINI MAX SAVAGE","mElQkEgto7YSVpVFzHQKFqee-EIGbocPEzcqqVDXMxc","10","32","32","NULL"
"155141","5073","#8PUUYC0LC","qwerty","141","176","0","#9P89QGC2","TAJIK","C0gdU5N_K8BXwsu2jYZy4USe_Zyb_udzTYGzx04zQdI","10","30","30","NULL"
"155158","5073","#229C0GRJC","Zazú","154","99","0","#8VVJCY9R","⭐PRIMEROS⭐","w-s_7qXZ4oqDt7XI1IE-n00hfUjU_Rf2637oidCywjk","10","35","35","NULL"
"155349","5073","#PQJQ22JJ","rick","168","57","1","#989JCLQ2","Wasted Warriors","8EQBE6OT2lO2k7IAB6UnIZFU_duNd9iJG0kSvlZHi4Y","10","40","40","NULL"
"155366","5073","#8YULUY8U8","Saku","161","132","1","#P92V9YUV","Giuseppe Meazza","iPGDiPOoqA_4TczplEucNCFKJW0C6Bh9vfwP1EreN08","10","29","36","NULL"
"155503","5072","#8UGYGY9GJ","marzuky","159","262","0","#JLLGQ9RV","TEPOS ST 23","AzIWZGx4BLWBwmrnqh-qCReFLqOOpV9XQ9QQY10zBGo","10","20","39","NULL"
"155540","5072","#8JJCPYYL2","JaYeSh !!","156","333","0","#YPCV92Q","Malayalies 2","8EQBE6OT2lO2k7IAB6UnIZFU_duNd9iJG0kSvlZHi4Y","10","20","34","NULL"
"155634","5072","#9GQ90P9Q","mronki","186","114","0","#9V28U29Q","NOI","ttc2kI88AQ4uBlhrmLBvvAJvjk_T1yuKdU_au5hD3Gc","10","38","40","NULL"
"155726","5072","#8J8U9Y0L9","MuSs","130","202","0","#PCUUL89J","Wasted Kingdom","OnyoVzsqn5OaD1w8kiki9N4Z_fVD5RkueWVuq1gkKiE","10","18","21","NULL"
"155766","5072","#2PUV2V989","NOBODY","212","131","1","#2P2J8UUV","CASINO","cGaD3FvudBFEVqyCJKtRteNP7RrUry0MlV9cDEMaS2s","10","40","40","NULL"
"155856","5071","#8YYPR20VQ","MARK MASTER","158","211","0","#GVLYJ8R9","Cilacap SQUAD","wkB1qHscyup5j7zTpQZFR6eHkaHmHL3nMxUvBPuAc3c","10","20","24","NULL"
"155921","5071","#VLG2UYJR","꼬꼬님","156","158","0","#QR90YG2U","모름요","jA0A1-BAutiOTM9fWQbKkXZMCteT8NswDo_QW1TSnIk","10","10","22","NULL"
"156127","5071","#2Q9CJU8UR","Amila KC","160","404","1","#YJ2V8R90","DUTUGAMUNU","EVbWpgRMFF8UE2j-mnxnhqLmiuFzQPJhjEhdLa874ZU","10","13","28","NULL"
"156150","5071","#8L0PU0UVC","BUDI","144","131","0","#YV0L2GYU","BERBAH VIGIL 3","CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU","10","31","40","NULL"
"156362","5070","#8Y80P9QL0","El flako 503*-*","153","195","2","#2C09C9JR","E.S SLAYER503","c7m6pwYIsYS0y0lol-_FWOPe-dUxkCUbYUTzIZ5Q3EM","10","40","40","NULL"
"156433","5070","#280R8L8QY","Lima Nunes","146","281","3","#YRGPPJJY","Scorpions","OnyoVzsqn5OaD1w8kiki9N4Z_fVD5RkueWVuq1gkKiE","10","32","34","NULL"
"156458","5070","#89UYPVC88","nish","173","124","0","#8CVRQQR","Clashers","tsbNDyZqWrKKI1EkE3OG35KUf2lGZgdOUm0Lq5PhrvE","10","40","40","NULL"
"156549","5070","#9YCQ9999U","يوسف","151","95","0","#RGY9G2G8","الشامي","C7XKVZnPspVnVM_wtUWvqdNEj8ot-WoADUWeu6PL_z0","10","32","40","NULL"
"156643","5070","#8PVLPC0CP","#Bea","145","79","1","#2UCQGL9G","LAT STEEL","OnyoVzsqn5OaD1w8kiki9N4Z_fVD5RkueWVuq1gkKiE","10","30","34","NULL"
"156863","5069","#8YU88LQ2C","°°°HITM∆N°°°","157","72","0","#8CLJCYV9","Kings of Dragon","Ha7GqnHoMWJpwlF03t-T73lpPF3zviJeh09-h8QT7Lg","10","30","33","NULL"
"156867","5069","#9LU90LL","JUSTIN XD","148","220","1","#JUVGQ2QC","SOLO TU Y YO","tFPY-jzbqb9iuik4QmU0Cqu1uMqSl2lX2QJpAERZdXc","10","20","22","NULL"
"156879","5069","#2VJ80UY8G","Ismael 503","157","134","1","NULL","NULL","NULL","10","40","40","NULL"
"156934","5069","#C8Q22LRU","☆全壊のうさしぽ☆","133","282","0","#9VVJVCCP","サメディ男爵","fvoF2pJTtXkG7nzx6jWYwQPbK_KyECrRV8z7Mt2KRT0","10","25","28","NULL"
"156938","5069","#2UGYP2UVJ","SSS","169","202","2","#PQR9C99V","ДнепроГРАД","CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU","10","30","38","NULL"
"157029","5069","#809RJ22G9","shubh","143","210","2","#9RQYY2UL","Incredeble HULK","7C2SruGmxB83a_dspOpi3Qj_vqDswGzZzhh1O2GgfuM","10","31","40","NULL"
"157064","5068","#2CGVRPQGL","Ei Ei Theint","163","115","1","NULL","NULL","NULL","10","26","40","NULL"
"157065","5068","#U909CJCQ","ÃK {17}","175","145","0","#P02PPP2","Patriots.in","B-cd9VUF0G4y4WGFEJL6cNpUy2cf1zN2xMtMA_04d9A","10","40","40","NULL"
"157208","5068","#22Q909JQL","sahand king","145","175","0","#L802V0Y2","white army iran","IffzDvDnK4qOSZfSvzusv4wj9NuijEAkbRPZjkbR_tY","10","28","32","NULL"
"157280","5068","#9090JUCUL","المدمر","167","167","1","#8LG08VQ8","حلب الروح","QD0VArvWSksEDGGqprZOeh77n_NvSwUe2pQSofWqBLo","10","28","39","NULL"
"157303","5068","#289JUVUGQ","Lee&Lucas","160","77","0","#YPVJ0GGY","Gato Preto","CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU","10","30","30","NULL"
"157404","5068","#8YG29082G","Ghost Rider","147","132","0","#8QL2JR89","Kisaran Brother","EVbWpgRMFF8UE2j-mnxnhqLmiuFzQPJhjEhdLa874ZU","10","30","36","NULL"
"157492","5068","#RUPG9UYY","vi-king","149","92","1","#LQYJ8LPR","France COC","9paIAWRoEmVUH0-D5KWhutJkPdWjVcU8f2ki9InSlMI","10","38","40","NULL"
"157632","5067","#2QC9YCUVV","Miya","205","251","1","#22GCRUPP","mexi©o","u1Ddhwi9_mx16EPIFzpCTqcguhm32Sre_-bVxtZl4wg","10","40","40","NULL"
"157706","5067","#889YVC2JU","خط نار المدمر","161","178","3","#GV28YC2","سوريا","OnyoVzsqn5OaD1w8kiki9N4Z_fVD5RkueWVuq1gkKiE","10","40","40","NULL"
"157730","5067","#8J90YYULV","raj","211","226","0","#PVYVC000","CENATION","8EQBE6OT2lO2k7IAB6UnIZFU_duNd9iJG0kSvlZHi4Y","10","26","40","NULL"
"157851","5067","#89Q8GL90R","A.L.F.I","153","158","0","#U0LURVUJ","PADJAJARAN","gleInU799fdmj_-HlZa1CUqDbBhS2NwaV-5Of4g5ngs","10","24","29","NULL"
"157896","5067","#8G8GJ9QCC","Detroit","157","91","0","#RV2RJCGQ","苏黎丶Sue","Ha7GqnHoMWJpwlF03t-T73lpPF3zviJeh09-h8QT7Lg","10","20","40","NULL"
"157927","5066","#8RJJCLVYR","DIVYANSHU","158","384","0","#L8CQJ999","Gang Fighterz 2","CtEckcJiTeT13Ktdocgw8JAGsF1fvj_dw9Zkc2cWag0","10","25","23","NULL"
