"rank","trophies","tag","name","expLevel","attackWins","defenseWins","clanTag","clanName","clanBadgeURL","bestTrophies","bestVersusTrophies","townHallLevel","townHallWeaponLevel","builderHallLevel","versusBattleWins","warStars","legendTrophies","bestSeasonID","bestSeasonRank","bestSeasonTrophies","previousSeasonID","previousSeasonRank","previousSeasonTrophies","bestVersusSeasonID","bestVersusSeasonRank","bestVersusSeasonTrophies","previousVersusSeasonID","previousVersusSeasonRank","previousVersusSeasonTrophies","barbarian","archer","goblin","giant","wallBreaker","balloon","wizard","healer","dragon","pekka","minion","hogRider","valkyrie","golem","witch","lavaHound","bowler","babyDragonDay","miner","ragedBarbarian","sneakyArcher","betaMinion","boxerGiant","bomber","superPekka","cannonCart","dropShip","babyDragonNight","nightWitch","wallWrecker","battleBlimp","electroDragon","lightningSpell","healingSpell","rageSpell","jumpSpell","freezeSpell","poisonSpell","earthquakeSpell","hasteSpell","cloneSpell","skeletonSpell","barbarianKing","archerQueen","grandWarden","battleMachine","biggerCoffers","getThoseGoblins","biggerAndBetter","niceAndTidy","releaseTheBeasts","goldGrab","elixirEscapade","sweetVictory","empireBuilder","wallBuster","humiliator","unionBuster","conqueror","unbreakable","friendInNeed","mortarMauler","heroicHeist","leagueAllStar","xbowExterminator","firefighter","warHero","treasurer","antiArtillery","sharingIsCaring","keepYourVillageSafe","masterEngineering","nextGenerationModel","unBuildIt","championBuilder","highGear","hiddenTreasures","gamesChampion"
"95702","5356","#QPQ9UPRU","Y0Shi","108","490","3","#PPRY0Y00","Savage 8.9","JVqVoGLkFwRRxN-Sl3qXivtDHshhhYbxizTAFh9L83A","5396","2361","8","NULL","6","387","778","431","2018-12","95702","5356","2018-12","95702","5356","NULL","NULL","NULL","NULL","NULL","NULL","5","5","5","5","5","5","5","3","3","3","4","4","2","2","NULL","NULL","NULL","NULL","NULL","10","11","10","10","9","NULL","2","NULL","10","6","NULL","NULL","NULL","5","5","5","NULL","NULL","2","2","NULL","NULL","NULL","10","NULL","NULL","4","11","150","8","3821","1","460596576","477661449","5396","4","33031","2701","7808","3057","903","29926","4998","2906509","22","1239","361","778","66706944","36","528","1","6","1","304","2361","2","1","5135"
"104845","5325","#LYPP0V22","NU-MA","209","170","0","#2VUQ8LJV","Elite Muffins™","kjWcCTqQwUaIUP6Tw0mSFnryKRHAwsRxsmT3BOFeQOI","5325","5222","8","NULL","8","2016","3284","889","2018-12","104845","5325","2018-12","104845","5325","2018-11","2430","5139","2018-12","39496","4720","5","5","5","5","5","5","5","3","3","3","4","4","2","2","NULL","NULL","NULL","NULL","NULL","16","16","16","16","16","16","16","16","16","1","NULL","NULL","NULL","3","5","5","NULL","NULL","2","2","NULL","NULL","NULL","10","NULL","NULL","25","11","150","8","6303","1","709969078","797376477","5325","4","53366","7152","12491","7868","932","691382","8622","4396767","22","1999","429","3284","407093897","86","4390","1","8","1","2853","5222","0","1","12470"
"108873","5312","#20UQLVGLY","阿尔法丶重楼","170","357","3","#90G8PC89","阿尔法部落","vKFhxZdHPDc2FleQwq48NzEoemmp5TuGql-WrDqP6ug","5312","1090","8","NULL","4","151","1009","312","2018-12","108873","5312","2018-12","108873","5312","NULL","NULL","NULL","NULL","NULL","NULL","5","5","5","5","5","5","5","3","3","3","4","4","2","2","NULL","NULL","NULL","NULL","NULL","8","8","4","6","3","NULL","NULL","NULL","4","NULL","NULL","NULL","NULL","5","5","5","NULL","NULL","2","2","NULL","NULL","NULL","10","NULL","NULL","NULL","11","NULL","8","2589","1","239554487","248811227","5312","4","18619","1313","3296","1361","755","481098","2304","1685836","22","893","284","1009","69018551","45","4716","0","4","1","297","1090","1","1","30955"
"175766","5141","#9JG2UC889","#snakehead","90","200","1","#GUP2UR08","Eight Artillery","fZ-3unWUHR1w60HciLL4A3y2fy-PCsG0k2Er-uBfjuM","5201","1312","8","NULL","4","69","237","141","2018-12","175766","5141","2018-12","175766","5141","NULL","NULL","NULL","NULL","NULL","NULL","5","5","5","5","5","5","5","3","3","3","4","4","2","2","NULL","NULL","NULL","NULL","NULL","7","6","4","4","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","5","5","5","NULL","NULL","2","2","NULL","NULL","NULL","10","NULL","NULL","NULL","11","NULL","8","1048","1","219317156","229896631","5201","4","9288","1122","3193","1206","289","15081","1884","1095593","22","505","166","237","70739669","36","626","1","4","1","76","1312","0","1","5100"
"186557","5118","#8J8YQ2RYC","neymar rodriguZ","143","310","1","#9RG0G0G","LANKAN GANGSTER","w4_mJS8U8k6aYWMb63bPPtMyrmMqb0fgTaO5Hi9g1oM","5148","2383","8","NULL","6","468","945","149","2017-12","127294","5031","2018-12","186557","5118","NULL","NULL","NULL","NULL","NULL","NULL","5","5","5","5","5","5","5","3","3","3","4","4","2","2","NULL","NULL","NULL","NULL","NULL","12","8","6","12","2","NULL","10","NULL","10","5","NULL","NULL","NULL","5","5","5","NULL","NULL","2","2","NULL","NULL","NULL","10","NULL","NULL","5","11","NULL","8","1200","1","898172622","896319637","5148","4","64796","4400","14061","4714","374","211423","8139","6192188","22","2971","774","945","52051147","245","6136","0","6","1","635","2383","1","1","11560"
"189843","5112","#PVPYUJ0L9","Ares丶何大胆","106","219","2","#280PLRJP8","大明湖畔、","haghaRZNpJIRzSZL2QVoAWYxAGwIJTfsY1pnsd3gtLE","5163","2340","8","NULL","6","328","453","323","2018-11","141721","5163","2018-12","189843","5112","NULL","NULL","NULL","NULL","NULL","NULL","5","5","5","5","5","5","5","3","3","3","4","4","2","2","NULL","NULL","NULL","NULL","NULL","12","8","5","5","10","NULL","5","NULL","3","1","NULL","NULL","NULL","5","5","5","NULL","NULL","2","2","NULL","NULL","NULL","10","NULL","NULL","5","11","150","8","1535","1","481018691","516784462","5163","4","22157","2355","6301","2498","116","35212","4027","2569836","22","1055","446","453","101198331","79","949","0","6","1","277","2340","2","1","40790"
"209892","5072","#2RRYCV2Y9","✨Sr Comandante✨","153","265","3","#9RG0G0G","LANKAN GANGSTER","w4_mJS8U8k6aYWMb63bPPtMyrmMqb0fgTaO5Hi9g1oM","5305","3251","8","NULL","7","1366","792","737","2018-07","93723","5224","2018-12","209892","5072","NULL","NULL","NULL","NULL","NULL","NULL","5","5","5","5","5","5","5","3","3","3","4","4","2","2","NULL","NULL","NULL","NULL","NULL","14","14","12","14","14","NULL","14","1","14","14","NULL","NULL","NULL","5","5","5","NULL","NULL","2","2","NULL","NULL","NULL","10","NULL","NULL","15","11","158","8","3816","1","1146860676","1200704767","5305","4","96667","8606","19946","9508","209","199383","12079","8598724","22","4176","1461","792","119509148","407","4368","1","7","1","1363","3251","2","1","18490"
"210575","5070","#8PURYPG0","Matze0103","91","341","1","#VY8R8LU","BL im Krieg","IuD30W8lcoKfT3JwrVAesVApTmgMTPaNCJakp5FaaR4","5139","1467","8","NULL","5","159","99","70","2018-12","210575","5070","2018-12","210575","5070","NULL","NULL","NULL","NULL","NULL","NULL","5","5","5","5","5","5","5","3","3","3","4","4","2","2","NULL","NULL","NULL","NULL","NULL","7","7","1","4","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","5","5","5","NULL","NULL","2","2","NULL","NULL","NULL","10","NULL","NULL","NULL","11","NULL","8","1928","1","355095802","347540938","5139","4","15386","1166","4044","1557","703","7567","1901","1623446","22","694","264","99","19912003","37","336","1","5","1","214","1467","0","1","12730"
"223179","5047","#Y0JULLL2Q","幽冥","106","216","2","#90G8PC89","阿尔法部落","vKFhxZdHPDc2FleQwq48NzEoemmp5TuGql-WrDqP6ug","5144","3185","8","NULL","8","898","158","47","2018-12","223179","5047","2018-12","223179","5047","NULL","NULL","NULL","NULL","NULL","NULL","5","5","5","5","5","5","5","3","3","3","4","4","2","2","NULL","NULL","NULL","NULL","NULL","14","12","2","8","10","NULL","14","3","2","1","NULL","NULL","NULL","5","5","5","NULL","NULL","2","2","NULL","NULL","NULL","10","NULL","NULL","15","11","150","8","1440","1","301016522","297078173","5144","4","8558","1189","3879","1510","19","43146","1972","1452265","22","606","260","158","58530890","64","773","0","8","1","631","3185","2","1","33970"
"224145","5045","#Y9VL22RQP","⚡️JOHN WICK⚡️","126","192","3","#JVRL9VCG","AE Nhơn Hòa","bggdRN-q2BITB7axSaotpRFBc-JPk2Kw0AHRANiWEtk","5261","3434","8","NULL","8","1450","405","306","2018-11","106315","5261","2018-12","224145","5045","NULL","NULL","NULL","NULL","NULL","NULL","5","5","5","5","5","5","5","3","3","3","4","4","2","2","NULL","NULL","NULL","NULL","NULL","16","16","10","9","10","10","4","1","8","16","NULL","NULL","NULL","5","5","5","NULL","NULL","2","2","NULL","NULL","NULL","10","NULL","NULL","11","11","168","8","2112","1","440430253","457949276","5261","4","25152","2524","7548","2747","39","90463","3747","2934414","22","1212","481","405","118226088","116","3688","1","8","1","1515","3434","2","1","56895"
