"rank","trophies","tag","name","expLevel","attackWins","defenseWins","clanTag","clanName","clanBadgeURL","bestTrophies","bestVersusTrophies","townHallLevel","townHallWeaponLevel","builderHallLevel","versusBattleWins","warStars","legendTrophies","bestSeasonID","bestSeasonRank","bestSeasonTrophies","previousSeasonID","previousSeasonRank","previousSeasonTrophies","bestVersusSeasonID","bestVersusSeasonRank","bestVersusSeasonTrophies","previousVersusSeasonID","previousVersusSeasonRank","previousVersusSeasonTrophies","barbarian","archer","goblin","giant","wallBreaker","balloon","wizard","healer","dragon","pekka","minion","hogRider","valkyrie","golem","witch","lavaHound","bowler","babyDragonDay","miner","ragedBarbarian","sneakyArcher","betaMinion","boxerGiant","bomber","superPekka","cannonCart","dropShip","babyDragonNight","nightWitch","wallWrecker","battleBlimp","electroDragon","lightningSpell","healingSpell","rageSpell","jumpSpell","freezeSpell","poisonSpell","earthquakeSpell","hasteSpell","cloneSpell","skeletonSpell","barbarianKing","archerQueen","grandWarden","battleMachine","biggerCoffers","getThoseGoblins","biggerAndBetter","niceAndTidy","releaseTheBeasts","goldGrab","elixirEscapade","sweetVictory","empireBuilder","wallBuster","humiliator","unionBuster","conqueror","unbreakable","friendInNeed","mortarMauler","heroicHeist","leagueAllStar","xbowExterminator","firefighter","warHero","treasurer","antiArtillery","sharingIsCaring","keepYourVillageSafe","masterEngineering","nextGenerationModel","unBuildIt","championBuilder","highGear","hiddenTreasures","gamesChampion"
"232437","5045","#PQGJRJQVY","Him@n$♓️U TH8™","79","279","1","NULL","NULL","NULL","5118","514","8","NULL","4","18","296","45","2019-05","232437","5045","2019-05","232437","5045","NULL","NULL","NULL","NULL","NULL","NULL","5","5","5","5","5","5","5","3","3","3","4","4","2","2","NULL","NULL","NULL","NULL","NULL","5","4","1","3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","5","5","5","NULL","NULL","2","2","NULL","NULL","NULL","10","NULL","NULL","NULL","11","NULL","8","2119","1","328784122","353277047","5118","4","25758","1944","5154","2059","282","2518","3235","2310489","22","1131","434","296","58651737","63","197","1","4","1","19","514","0","1","29125"
"267941","5002","#YRVC08PG8","被時光掩埋的秘密丶memory","63","593","4","#90G8PC89","阿尔法部落","vKFhxZdHPDc2FleQwq48NzEoemmp5TuGql-WrDqP6ug","5027","555","8","NULL","3","21","13","2","2019-05","267941","5002","2019-05","267941","5002","NULL","NULL","NULL","NULL","NULL","NULL","4","5","1","3","5","1","5","1","2","3","4","2","2","2","NULL","NULL","NULL","NULL","NULL","6","2","NULL","4","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","4","5","5","NULL","NULL","1","2","NULL","NULL","NULL","10","NULL","NULL","NULL","11","NULL","8","1062","1","257419023","285434566","5027","4","15448","1374","5616","1930","40","2774","2416","1519849","22","598","263","13","13685686","53","156","0","3","1","38","555","0","1","1250"
"323456","4918","#PJ9UPY02P","Diferansiyel","97","225","1","#Y0P8CU0L","ÖLÜM EMRİ","9paIAWRoEmVUH0-D5KWhutJkPdWjVcU8f2ki9InSlMI","5042","2497","8","NULL","6","614","221","0","2019-05","323456","4918","2019-05","323456","4918","NULL","NULL","NULL","NULL","NULL","NULL","5","5","5","5","5","5","5","3","3","3","4","4","2","2","NULL","NULL","NULL","NULL","NULL","12","12","11","10","11","NULL","11","NULL","12","1","NULL","NULL","NULL","5","5","5","NULL","NULL","2","2","NULL","NULL","NULL","10","NULL","NULL","5","11","NULL","8","2828","1","271147163","268316681","5042","4","17289","1207","3135","1321","139","7236","2229","1529823","22","617","169","221","48624399","24","223","1","6","1","661","2497","2","1","7780"
