"rank","trophies","tag","name","expLevel","attackWins","defenseWins","clanTag","clanName","clanBadgeURL","bestTrophies","bestVersusTrophies","townHallLevel","townHallWeaponLevel","builderHallLevel","versusBattleWins","warStars","legendTrophies","bestSeasonID","bestSeasonRank","bestSeasonTrophies","previousSeasonID","previousSeasonRank","previousSeasonTrophies","bestVersusSeasonID","bestVersusSeasonRank","bestVersusSeasonTrophies","previousVersusSeasonID","previousVersusSeasonRank","previousVersusSeasonTrophies","barbarian","archer","goblin","giant","wallBreaker","balloon","wizard","healer","dragon","pekka","minion","hogRider","valkyrie","golem","witch","lavaHound","bowler","babyDragonDay","miner","ragedBarbarian","sneakyArcher","betaMinion","boxerGiant","bomber","superPekka","cannonCart","dropShip","babyDragonNight","nightWitch","wallWrecker","battleBlimp","electroDragon","lightningSpell","healingSpell","rageSpell","jumpSpell","freezeSpell","poisonSpell","earthquakeSpell","hasteSpell","cloneSpell","skeletonSpell","barbarianKing","archerQueen","grandWarden","battleMachine","biggerCoffers","getThoseGoblins","biggerAndBetter","niceAndTidy","releaseTheBeasts","goldGrab","elixirEscapade","sweetVictory","empireBuilder","wallBuster","humiliator","unionBuster","conqueror","unbreakable","friendInNeed","mortarMauler","heroicHeist","leagueAllStar","xbowExterminator","firefighter","warHero","treasurer","antiArtillery","sharingIsCaring","keepYourVillageSafe","masterEngineering","nextGenerationModel","unBuildIt","championBuilder","highGear","hiddenTreasures","gamesChampion"
"106315","5261","#Y9VL22RQP","⚡️JOHN WICK⚡️","123","167","2","#JVRL9VCG","AE Nhơn Hòa","bggdRN-q2BITB7axSaotpRFBc-JPk2Kw0AHRANiWEtk","5261","3295","8","NULL","8","1328","321","261","2018-11","106315","5261","2018-11","106315","5261","NULL","NULL","NULL","NULL","NULL","NULL","5","5","5","5","5","5","5","3","3","3","4","4","2","2","NULL","NULL","NULL","NULL","NULL","16","14","10","9","9","8","2","1","8","14","NULL","NULL","NULL","5","5","5","NULL","NULL","2","2","NULL","NULL","NULL","10","NULL","NULL","10","11","163","8","1879","1","406886191","423950488","5261","4","22869","2331","7115","2554","36","86925","3571","2673092","22","1122","425","321","112286088","106","3496","1","8","1","1353","3295","2","1","52530"
"141721","5163","#PVPYUJ0L9","阿尔法丶何大胆","102","226","1","#90G8PC89","阿尔法部落","h6Fz1Q0Oo1CqZoza3S_ej1BJd9oy0WhTsn9FxMcMF3g","5163","2163","8","NULL","6","193","391","211","2018-11","141721","5163","2018-11","141721","5163","NULL","NULL","NULL","NULL","NULL","NULL","5","5","5","5","5","5","5","3","3","3","4","4","2","2","NULL","NULL","NULL","NULL","NULL","11","8","5","5","7","NULL","3","NULL","1","1","NULL","NULL","NULL","5","5","5","NULL","NULL","2","2","NULL","NULL","NULL","10","NULL","NULL","2","11","150","8","1292","1","449877402","487486478","5163","4","20103","2137","5974","2278","114","27553","3865","2320712","22","978","386","391","101124511","66","762","1","6","1","102","2163","2","1","34420"
"144277","5156","#2RRYCV2Y9","✨Sr Comandante✨","147","236","6","#LJLCLUPC","REQ N GTFO","MIw7OsZ9rVdSllLwSokVrVxNz7lyNxzquQdNEYgWrBU","5305","3113","8","NULL","7","1295","728","665","2018-07","93723","5224","2018-11","144277","5156","NULL","NULL","NULL","NULL","NULL","NULL","5","5","5","5","5","5","5","3","3","3","4","4","2","2","NULL","NULL","NULL","NULL","NULL","14","14","12","14","14","NULL","14","1","14","13","NULL","NULL","NULL","5","5","5","NULL","NULL","2","2","NULL","NULL","NULL","10","NULL","NULL","11","11","150","8","3727","1","1112432427","1165586549","5305","4","93949","8340","19616","9241","206","167913","11916","8322727","22","4043","1368","728","117502494","393","3787","1","7","1","1280","3113","2","1","17140"
"164162","5111","#9YVRLR9JV","New Generation","131","111","0","#PPUJ99R8","GuatextremE Top","eqKpGLR9G8xNlFPQuOF4snKFclq6dp-ZHe93-xFemEE","5203","4251","8","NULL","8","1967","555","290","2018-06","147378","5013","2018-11","164162","5111","2018-10","336353","4225","NULL","NULL","NULL","5","5","5","5","5","5","5","3","3","3","4","4","2","2","NULL","NULL","NULL","NULL","NULL","14","14","14","16","16","16","16","14","14","14","NULL","NULL","NULL","5","5","5","NULL","NULL","2","2","NULL","NULL","NULL","10","NULL","NULL","22","11","NULL","8","2229","1","520160719","536986958","5203","4","31916","3197","7184","3367","35","80303","4567","3844470","22","1649","683","555","100252900","262","4226","1","8","1","2849","4251","2","1","17905"
"168750","5101","#LYPP0V22","NU-MA","207","160","0","#2VUQ8LJV","Elite Muffins™","kjWcCTqQwUaIUP6Tw0mSFnryKRHAwsRxsmT3BOFeQOI","5232","5222","8","NULL","8","1944","3172","564","2018-09","120772","5163","2018-11","168750","5101","2018-11","2430","5139","2018-11","2430","5139","5","5","5","5","5","5","5","3","3","3","4","4","2","2","NULL","NULL","NULL","NULL","NULL","16","16","16","16","16","16","16","16","16","1","NULL","NULL","NULL","3","5","5","NULL","NULL","2","2","NULL","NULL","NULL","10","NULL","NULL","25","11","150","8","6202","1","684618561","772466139","5232","4","51987","6982","12202","7697","932","677604","8507","4207894","22","1937","374","3172","368669903","71","4137","1","8","1","2765","5222","0","1","7960"
"172618","5093","#9J988Y082","<Fcç>Kauã Th8™","120","190","0","#JQ9Y2CPV","FACÇÃO EIGHT™","JVqVoGLkFwRRxN-Sl3qXivtDHshhhYbxizTAFh9L83A","5123","3132","8","NULL","8","512","893","93","2018-11","172618","5093","2018-11","172618","5093","NULL","NULL","NULL","NULL","NULL","NULL","5","5","5","5","5","5","5","3","3","3","4","4","2","2","NULL","NULL","NULL","NULL","NULL","6","9","4","4","1","2","1","1","16","1","NULL","NULL","NULL","5","5","5","NULL","NULL","2","2","NULL","NULL","NULL","10","NULL","NULL","19","11","150","8","3252","1","497961818","511501633","5123","4","32532","2255","7500","2518","169","72067","4134","2997760","22","1374","278","893","48345380","69","2593","1","8","1","805","3132","2","1","33385"
"192015","5055","#9JGRCYCVU","..Karol'","131","153","1","#QQQCGPQL","@katsuki","Vs_blw9UbuT3GwqOLI5uik_YhP_xlYhoxdAJFwuksZc","5078","2591","8","NULL","6","1123","227","55","2018-11","192015","5055","2018-11","192015","5055","NULL","NULL","NULL","NULL","NULL","NULL","5","5","5","5","5","5","5","3","3","3","4","4","2","2","NULL","NULL","NULL","NULL","NULL","12","12","12","12","12","NULL","12","NULL","12","12","NULL","NULL","NULL","5","5","5","NULL","NULL","2","2","NULL","NULL","NULL","10","NULL","NULL","10","11","150","8","3705","1","509764392","541966672","5078","4","25911","2475","8649","2949","87","131960","5822","2955014","22","1201","133","227","106945730","18","3867","1","6","1","1121","2591","2","1","33635"
"203722","5033","#PVLRL8PL0","paddym","120","97","1","#Y2L0QY9U","gorontalo star3","EeqMD1x8jK1GGcS6e_fMmsZq-mTCbpFpLDZ14ioY9bY","5060","2600","8","NULL","7","1888","595","33","2018-11","203722","5033","2018-11","203722","5033","NULL","NULL","NULL","NULL","NULL","NULL","5","5","5","5","5","5","5","3","3","3","4","4","2","2","NULL","NULL","NULL","NULL","NULL","12","12","12","12","12","NULL","12","1","12","12","NULL","NULL","NULL","5","5","5","NULL","NULL","2","2","NULL","NULL","NULL","10","NULL","NULL","10","11","179","8","2373","1","316439469","320310939","5060","4","11114","1656","5365","1862","43","88764","2982","1552307","22","442","121","595","156263188","19","2113","1","7","1","2207","2600","2","1","81050"
"213574","5015","#99RJJUP9C","Bernardo TH8™√","153","183","1","#JQ9Y2CPV","FACÇÃO EIGHT™","JVqVoGLkFwRRxN-Sl3qXivtDHshhhYbxizTAFh9L83A","5043","2761","8","NULL","7","516","856","15","2018-11","213574","5015","2018-11","213574","5015","NULL","NULL","NULL","NULL","NULL","NULL","5","5","5","5","5","5","5","3","3","3","4","4","2","2","NULL","NULL","NULL","NULL","NULL","12","12","12","12","12","NULL","12","1","13","7","NULL","NULL","NULL","5","5","5","NULL","NULL","2","2","NULL","NULL","NULL","10","NULL","NULL","10","11","150","8","3202","1","560821067","573500773","5043","4","45171","2974","9498","3308","203","270647","5722","3554508","22","1883","294","856","220886909","72","6350","1","7","1","540","2761","2","1","11740"
"213618","5015","#9Q8CP0V9L",".BLACK TH8.","121","229","0","NULL","NULL","NULL","5198","2573","8","NULL","6","579","550","342","2018-05","146885","5131","2018-11","213618","5015","NULL","NULL","NULL","NULL","NULL","NULL","5","5","5","5","5","5","5","3","3","3","4","4","2","2","NULL","NULL","NULL","NULL","NULL","12","12","12","12","8","NULL","5","NULL","12","12","NULL","NULL","NULL","5","5","5","NULL","NULL","2","2","NULL","NULL","NULL","10","NULL","NULL","10","11","150","8","3750","1","779430303","840730848","5198","4","58227","4777","13913","5209","80","63881","8516","5808457","22","2802","805","550","54613495","295","1682","1","6","1","591","2573","2","1","4585"
