"rank","trophies","tag","name","expLevel","attackWins","defenseWins","clanTag","clanName","clanBadgeURL","bestTrophies","bestVersusTrophies","townHallLevel","townHallWeaponLevel","builderHallLevel","versusBattleWins","warStars","legendTrophies","bestSeasonID","bestSeasonRank","bestSeasonTrophies","previousSeasonID","previousSeasonRank","previousSeasonTrophies","bestVersusSeasonID","bestVersusSeasonRank","bestVersusSeasonTrophies","previousVersusSeasonID","previousVersusSeasonRank","previousVersusSeasonTrophies","barbarian","archer","goblin","giant","wallBreaker","balloon","wizard","healer","dragon","pekka","minion","hogRider","valkyrie","golem","witch","lavaHound","bowler","babyDragonDay","miner","ragedBarbarian","sneakyArcher","betaMinion","boxerGiant","bomber","superPekka","cannonCart","dropShip","babyDragonNight","nightWitch","wallWrecker","battleBlimp","electroDragon","lightningSpell","healingSpell","rageSpell","jumpSpell","freezeSpell","poisonSpell","earthquakeSpell","hasteSpell","cloneSpell","skeletonSpell","barbarianKing","archerQueen","grandWarden","battleMachine","biggerCoffers","getThoseGoblins","biggerAndBetter","niceAndTidy","releaseTheBeasts","goldGrab","elixirEscapade","sweetVictory","empireBuilder","wallBuster","humiliator","unionBuster","conqueror","unbreakable","friendInNeed","mortarMauler","heroicHeist","leagueAllStar","xbowExterminator","firefighter","warHero","treasurer","antiArtillery","sharingIsCaring","keepYourVillageSafe","masterEngineering","nextGenerationModel","unBuildIt","championBuilder","highGear","hiddenTreasures","gamesChampion"
"18375","5753","#9QRY2VC8R","☜☆☞UJJWAL☜☆☞","164","348","2","#Y8RG8QY","Quantum's 8.9","zyggSTpwyjmHb1-WoAuvhTXGEmq2P1cSMnxSG5zxOYI","5764","5205","9","NULL","8","2985","1020","2109","2018-10","18375","5753","2018-10","18375","5753","2018-09","6875","4956","2018-10","13790","4946","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","16","16","16","16","16","13","16","16","16","16","NULL","NULL","NULL","6","6","5","2","1","3","3","2","NULL","1","30","30","NULL","25","11","192","9","3967","1","1359289118","1419533530","5764","5","29467","3222","20885","5582","244","206185","14116","8329882","22","4485","932","1020","186949307","356","3833","1","8","1","4172","5205","2","1","33495"
"23851","5695","#JV2J9VQL","༺༼Ｖｏｌｄｅｍｏｒｔ༽﻿༻","153","441","0","#QC0UC0G9","CIKU CIKU","VNKjK5xu_cPgeUdQqpuOzBgJQSF2ha0TdWlbgv3i5Bk","5790","2435","9","NULL","6","233","491","2884","2017-09","14030","5694","2018-10","23851","5695","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","8","8","12","9","5","NULL","1","NULL","10","1","NULL","NULL","NULL","6","6","5","2","1","3","3","2","NULL","1","30","30","NULL","8","11","150","9","2995","1","1273908406","1315252582","5790","5","43498","3224","23308","6435","342","211698","16038","8468316","22","3822","479","491","141837551","242","6209","1","6","1","274","2435","2","1","4750"
"25512","5678","#PQ2RUPYP","Synthetique","176","491","0","#9L2QYV8R","All Stars","DNsohYfD9L5MoS-tAQgqOz5Nfy19BhEgPqPQ6mPnIxo","5914","5177","9","NULL","8","1783","1897","1732","2018-09","8990","5885","2018-10","25512","5678","2018-02","6045","5000","2018-10","433069","4147","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","16","16","16","10","16","16","16","16","16","8","NULL","NULL","NULL","6","6","5","2","1","3","3","2","NULL","1","30","30","NULL","25","11","150","9","5428","1","968179385","1007385865","5914","5","13592","6637","16431","8891","1383","279145","9720","5911898","22","3445","957","1897","153740322","340","4149","1","8","1","2329","5177","2","1","23180"
"35662","5599","#PJY99QC9","NL~花舞 為誰曳?","120","473","0","#G8CVGVQG","南暖夏栀旧时逝","XfSAiePEoSrvew3JfsqCQRD4vIFi4lR1YxcnAKpWHwc","5726","1944","9","NULL","5","190","467","1727","2018-09","19195","5708","2018-10","35662","5599","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","10","9","8","9","8","NULL","5","NULL","8","NULL","NULL","NULL","NULL","6","6","5","2","1","3","3","2","NULL","1","20","27","NULL","2","11","150","9","3338","1","835937074","846361456","5726","5","26406","2246","13709","4188","711","30674","9881","3897521","22","2201","236","467","153462173","53","136","1","5","1","170","1944","1","1","8385"
"36521","5593","#QLLJCQ0V","」TRAPİON「","150","350","1","#2802R2VU","ciroc boyz","r8wtD0yikAzAxrHiDHBogc1fhMElG2sou3PytWfOy4M","5623","2929","9","NULL","6","893","585","1439","2018-09","26927","5622","2018-10","36521","5593","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","12","12","12","12","12","NULL","12","NULL","12","12","NULL","NULL","NULL","6","6","5","2","1","3","3","2","NULL","1","30","30","NULL","10","11","215","9","3001","1","1181335059","1290507972","5623","5","20751","2880","21447","5408","274","181432","12971","7352864","22","3434","899","585","180134516","173","4037","1","6","1","1061","2929","2","1","54950"
"36694","5592","#QJ0UP809","kellr","205","374","2","#Y0VG08QL","noisy","fG8lVXQps8kelphi71OJGZcK53x_O9ibpAcw0XylqS4","5689","2548","9","NULL","6","739","1409","1272","2018-10","36694","5592","2018-10","36694","5592","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","12","12","12","12","9","NULL","12","NULL","12","12","NULL","NULL","NULL","6","6","5","2","1","3","3","2","NULL","1","30","30","NULL","5","11","150","9","6217","1","1379956506","1451580713","5689","5","60929","4554","22879","6534","1146","565598","15880","10386915","22","6657","1165","1409","303750906","286","16394","1","6","1","895","2548","2","1","13245"
"41557","5560","#2LQR28RYG","爱踹伯伯♥","165","395","2","#G8CVGVQG","南暖夏栀旧时逝","XfSAiePEoSrvew3JfsqCQRD4vIFi4lR1YxcnAKpWHwc","5639","3679","9","NULL","8","1234","485","1553","2018-09","26068","5630","2018-10","41557","5560","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","16","11","10","10","14","2","16","2","11","14","NULL","NULL","NULL","6","6","5","2","1","3","3","2","NULL","1","30","30","NULL","14","11","175","9","5486","1","1501585202","1563466489","5639","5","25442","4791","23354","7117","593","133887","14916","8378507","22","4961","976","485","139602231","219","1389","1","8","1","1436","3679","2","1","23530"
"41824","5558","#89V2RPPP9","۷ɛɬɧąιąɱ","168","496","0","#Y8RG8QY","Quantum's 8.9","zyggSTpwyjmHb1-WoAuvhTXGEmq2P1cSMnxSG5zxOYI","5679","4176","9","NULL","8","1175","689","4102","2018-07","19967","5637","2018-10","41824","5558","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","10","10","16","12","5","4","2","14","14","14","NULL","NULL","NULL","6","6","5","2","1","3","3","2","NULL","1","30","30","NULL","14","11","NULL","9","4034","1","1616898283","1571838863","5679","5","32597","3111","27960","7199","303","285471","16535","8330056","22","3429","551","689","126775960","276","5028","1","8","1","1570","4176","2","1","14350"
"43764","5547","#2LCVLPLPR","》》Ｗ Ｏ Ｌ Ｖ《《","165","319","0","#Y8RG8QY","Quantum's 8.9","zyggSTpwyjmHb1-WoAuvhTXGEmq2P1cSMnxSG5zxOYI","5759","3190","9","NULL","8","1072","1047","2633","2017-07","11595","5746","2018-10","43764","5547","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","14","14","12","12","12","1","6","1","12","6","NULL","NULL","NULL","6","6","5","2","1","3","3","2","NULL","1","30","30","NULL","5","11","162","9","5186","1","1476976635","1510103697","5759","5","47860","5004","31182","9100","636","257907","18848","9500581","22","4800","1080","1047","205631470","432","3748","1","8","1","1412","3190","2","1","10660"
"43842","5546","#9QCRPV2CJ","الإمبراطور","203","207","0","#QQJVGUGU","وحش عفرين","CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU","5594","3193","9","NULL","8","991","1562","1642","2018-10","43842","5546","2018-10","43842","5546","NULL","NULL","NULL","NULL","NULL","NULL","6","6","6","6","5","6","6","4","4","4","5","5","4","4","2","2","NULL","2","NULL","12","13","14","12","11","1","12","1","14","14","NULL","NULL","NULL","6","6","5","2","1","3","3","2","NULL","1","30","30","NULL","10","11","161","9","2844","1","1098522549","1099135062","5594","5","17984","2693","16097","3784","207","569499","11201","6263586","22","3612","559","1562","206997572","176","14560","1","8","1","1027","3193","2","1","31250"
