"rank","trophies","tag","name","expLevel","attackWins","defenseWins","clanTag","clanName","clanBadgeURL","bestTrophies","bestVersusTrophies","townHallLevel","townHallWeaponLevel","builderHallLevel","versusBattleWins","warStars","legendTrophies","bestSeasonID","bestSeasonRank","bestSeasonTrophies","previousSeasonID","previousSeasonRank","previousSeasonTrophies","bestVersusSeasonID","bestVersusSeasonRank","bestVersusSeasonTrophies","previousVersusSeasonID","previousVersusSeasonRank","previousVersusSeasonTrophies","barbarian","archer","goblin","giant","wallBreaker","balloon","wizard","healer","dragon","pekka","minion","hogRider","valkyrie","golem","witch","lavaHound","bowler","babyDragonDay","miner","ragedBarbarian","sneakyArcher","betaMinion","boxerGiant","bomber","superPekka","cannonCart","dropShip","babyDragonNight","nightWitch","wallWrecker","battleBlimp","electroDragon","lightningSpell","healingSpell","rageSpell","jumpSpell","freezeSpell","poisonSpell","earthquakeSpell","hasteSpell","cloneSpell","skeletonSpell","barbarianKing","archerQueen","grandWarden","battleMachine","biggerCoffers","getThoseGoblins","biggerAndBetter","niceAndTidy","releaseTheBeasts","goldGrab","elixirEscapade","sweetVictory","empireBuilder","wallBuster","humiliator","unionBuster","conqueror","unbreakable","friendInNeed","mortarMauler","heroicHeist","leagueAllStar","xbowExterminator","firefighter","warHero","treasurer","antiArtillery","sharingIsCaring","keepYourVillageSafe","masterEngineering","nextGenerationModel","unBuildIt","championBuilder","highGear","hiddenTreasures","gamesChampion"
"289107","4978","#Y9VL22RQP","⚡️JOHN WICK⚡️","132","78","3","#GUUPVU0V","Bang Hội","EeqMD1x8jK1GGcS6e_fMmsZq-mTCbpFpLDZ14ioY9bY","5261","3733","8","NULL","8","1742","620","597","2018-11","106315","5261","2019-04","289107","4978","NULL","NULL","NULL","NULL","NULL","NULL","5","5","5","5","5","5","5","3","3","3","4","4","2","2","NULL","NULL","NULL","NULL","NULL","16","16","14","15","11","16","5","4","12","16","NULL","NULL","NULL","5","5","5","NULL","NULL","2","2","NULL","NULL","NULL","10","NULL","NULL","15","11","175","8","2872","1","520491082","531567855","5261","4","30252","2977","8471","3208","47","99035","4108","3559224","22","1402","585","620","121226088","159","4272","1","8","1","1873","3733","2","1","61970"
"295565","4967","#9Q8CP0V9L","ЯMAL","128","223","3","#299RYJ99C","please def won+","H39b_-WLZGtZVWQ0hqTkE-Tn2AaQnQWy_Iz4yBlvL0M","5204","3024","8","NULL","7","872","702","514","2018-05","146885","5131","2019-04","295565","4967","NULL","NULL","NULL","NULL","NULL","NULL","5","5","5","5","5","5","5","3","3","3","4","4","2","2","NULL","NULL","NULL","NULL","NULL","12","13","14","12","10","NULL","7","10","13","14","NULL","NULL","NULL","5","5","5","NULL","NULL","2","2","NULL","NULL","NULL","10","NULL","NULL","11","11","154","8","4690","1","985036523","1054102394","5204","4","73536","6190","16858","6641","1061","65484","10052","7462533","22","3528","1136","702","56229423","368","1741","0","7","1","926","3024","2","1","14640"
"324167","4917","#99G0PJ2LJ","Eddy","95","195","3","#P8RV2V9","MightyClasher","fG8lVXQps8kelphi71OJGZcK53x_O9ibpAcw0XylqS4","5009","1934","8","NULL","5","148","363","0","2019-04","324167","4917","2019-04","324167","4917","NULL","NULL","NULL","NULL","NULL","NULL","5","5","5","5","5","5","5","3","3","3","4","4","2","2","NULL","NULL","NULL","NULL","NULL","10","9","5","8","6","NULL","4","NULL","4","NULL","NULL","NULL","NULL","5","5","5","NULL","NULL","2","2","NULL","NULL","NULL","10","NULL","NULL","2","11","NULL","8","1603","1","328370234","354622708","5009","4","18945","1427","4351","1626","338","4793","3301","1771387","22","554","272","363","43105392","47","33","1","5","1","107","1934","1","1","900"
