"rank","trophies","tag","name","expLevel","attackWins","defenseWins","clanTag","clanName","clanBadgeURL","bestTrophies","bestVersusTrophies","townHallLevel","townHallWeaponLevel","builderHallLevel","versusBattleWins","warStars","legendTrophies","bestSeasonID","bestSeasonRank","bestSeasonTrophies","previousSeasonID","previousSeasonRank","previousSeasonTrophies","bestVersusSeasonID","bestVersusSeasonRank","bestVersusSeasonTrophies","previousVersusSeasonID","previousVersusSeasonRank","previousVersusSeasonTrophies","barbarian","archer","goblin","giant","wallBreaker","balloon","wizard","healer","dragon","pekka","minion","hogRider","valkyrie","golem","witch","lavaHound","bowler","babyDragonDay","miner","ragedBarbarian","sneakyArcher","betaMinion","boxerGiant","bomber","superPekka","cannonCart","dropShip","babyDragonNight","nightWitch","wallWrecker","battleBlimp","electroDragon","lightningSpell","healingSpell","rageSpell","jumpSpell","freezeSpell","poisonSpell","earthquakeSpell","hasteSpell","cloneSpell","skeletonSpell","barbarianKing","archerQueen","grandWarden","battleMachine","biggerCoffers","getThoseGoblins","biggerAndBetter","niceAndTidy","releaseTheBeasts","goldGrab","elixirEscapade","sweetVictory","empireBuilder","wallBuster","humiliator","unionBuster","conqueror","unbreakable","friendInNeed","mortarMauler","heroicHeist","leagueAllStar","xbowExterminator","firefighter","warHero","treasurer","antiArtillery","sharingIsCaring","keepYourVillageSafe","masterEngineering","nextGenerationModel","unBuildIt","championBuilder","highGear","hiddenTreasures","gamesChampion"
"3379","6015","#8LR8QP280","kardi","177","270","1","#8R9YJQR9","INDO Gamer`s","zOPtImYFRaqMp9Gm8_Lzy-p2VEZFui59gUvP7hUR0rs","6090","2647","11","NULL","7","466","1385","5623","2019-04","3379","6015","2019-04","3379","6015","NULL","NULL","NULL","NULL","NULL","NULL","7","7","7","8","6","7","7","5","5","6","6","7","6","5","3","4","3","4","3","8","12","4","12","12","NULL","1","2","8","14","NULL","NULL","2","7","7","5","3","6","4","4","4","3","3","47","50","13","12","12","162","11","3761","1","1437235753","1472799867","6090","7","24927","4576","21928","6363","608","193638","16063","9435392","22","6121","2219","1385","605326538","553","5131","1","7","1","604","2647","2","1","18110"
"3868","5998","#2GRQ0P28C","LtNull","169","263","1","#2RQLJQG9","LES TITANS","agr1Cy6wuAwSSGkLpZT18aUem8PnLb7ZU1Df_KAS2tU","6189","3759","11","NULL","8","1165","454","6981","2019-04","3868","5998","2019-04","3868","5998","NULL","NULL","NULL","NULL","NULL","NULL","8","8","7","7","7","7","7","5","6","7","6","6","5","5","4","4","3","5","4","16","12","12","12","14","NULL","14","11","13","14","NULL","NULL","NULL","7","7","5","3","6","5","4","4","3","3","46","50","16","20","12","186","11","5526","1","1826802921","1890903243","6189","7","57689","6574","27608","8701","669","120849","16560","13038427","22","7421","2807","454","343285229","891","2118","1","8","1","1417","3759","2","1","39025"
"4624","5967","#G2R9U029","ᎷᎪᏚᎢᎬᎡ ᎢᎾᎷ","165","351","4","#2RJY89GV","rambazamba","OnyoVzsqn5OaD1w8kiki9N4Z_fVD5RkueWVuq1gkKiE","6001","2796","11","NULL","8","581","407","1935","2019-04","4624","5967","2019-04","4624","5967","NULL","NULL","NULL","NULL","NULL","NULL","7","7","6","7","6","7","6","5","6","6","7","6","6","7","3","4","3","1","3","12","10","12","10","4","NULL","4","4","12","13","NULL","NULL","2","6","7","5","3","6","3","2","3","3","NULL","44","50","20","7","12","170","11","3818","1","1369508182","1422125714","6001","7","35263","4629","21072","7383","1762","144076","9255","7345533","22","3227","1370","407","214445375","345","2324","1","8","1","745","2796","2","1","2250"
"4722","5963","#2YU2CVPCG","一小段旧时光、","184","288","0","#9PV2GQ9P","终结者X","jA0A1-BAutiOTM9fWQbKkXZMCteT8NswDo_QW1TSnIk","5963","3553","11","NULL","8","1011","897","1276","2019-04","4722","5963","2019-04","4722","5963","NULL","NULL","NULL","NULL","NULL","NULL","8","8","7","8","7","7","8","5","6","7","7","7","6","7","4","4","3","5","5","14","12","14","12","14","8","13","12","12","12","NULL","NULL","2","7","7","5","3","6","5","4","4","5","4","50","50","20","8","12","214","11","5575","1","2000000000","2000000000","5963","7","56215","5531","33062","8695","2261","188518","19167","12488887","22","9029","4127","897","539027041","1200","2195","0","8","1","1181","3553","3","1","7985"
"5023","5951","#2CVVLVU08","黑暗中那道突然绽放的光","211","322","0","#L0LJUJ29","蓝天","CFfbrAiU9lktQ6Mo5pWc7b-fCaiLsqRx_iXaabkxHcI","6097","3025","11","NULL","7","1275","1630","2048","2019-04","5023","5951","2019-04","5023","5951","NULL","NULL","NULL","NULL","NULL","NULL","8","8","7","8","7","7","8","5","6","5","7","7","6","6","4","4","3","5","5","14","12","12","12","13","NULL","14","3","12","12","NULL","NULL","2","5","7","5","3","6","5","4","4","5","4","50","50","20","10","12","225","11","5788","1","2000000000","2000000000","6097","7","60074","3870","20277","5476","1007","457449","14830","14941902","22","8159","3400","1630","517413491","1005","12862","0","7","1","1333","3025","2","1","101515"
"5065","5949","#2QYUUYQ2P","✨AMEL TASYA✨","211","248","0","#9YUR9YQQ","Landsea","-JLZy7Ok79_GXFWhdNLhNAwuQd2a1Yd3yFyLS4ftst0","5949","2695","11","NULL","7","601","910","5209","2019-04","5065","5949","2019-04","5065","5949","NULL","NULL","NULL","NULL","NULL","NULL","8","8","7","8","7","7","8","5","6","7","7","7","6","7","4","4","3","5","5","10","9","12","10","9","NULL","5","4","12","14","NULL","NULL","2","7","7","5","3","6","5","4","4","5","1","40","50","20","6","12","150","11","5400","1","1659326075","1925577256","5949","7","80790","5847","25656","7949","1007","452613","21087","14097403","22","11901","5558","910","656939959","1359","11856","1","7","1","531","2695","2","1","26930"
"5584","5932","#89QRGRV80","abdallah alking","204","184","5","#2990YVCP","lebanon","CA5Wbb0u_guAvM00fbdx8qUclAK9Z-Wq09UZu6VEaIU","6117","4252","11","NULL","8","4343","368","6610","2019-04","5584","5932","2019-04","5584","5932","2018-01","324172","4045","NULL","NULL","NULL","6","7","6","8","7","7","8","5","6","7","7","7","6","7","4","4","3","5","5","16","16","16","16","16","16","16","16","16","16","NULL","NULL","2","7","7","5","3","6","5","3","4","5","1","40","50","20","16","12","212","11","3786","1","2000000000","2000000000","6117","7","72329","7404","36920","10529","716","313279","25750","18344867","22","15856","7274","368","484844497","2495","11838","1","8","1","5267","4252","3","1","94300"
"5615","5931","#299YV29VQ","》TiM《","188","291","0","#JCUCC0QV","plemplem","2wTT1cmxO-hgK29Sd6t6BoMoHX3mhVxPBEC6Se5O_rc","5994","3879","11","NULL","8","930","1376","2025","2019-04","5615","5931","2019-04","5615","5931","NULL","NULL","NULL","NULL","NULL","NULL","8","8","7","7","7","7","8","5","6","7","7","7","6","7","4","4","3","5","5","12","16","12","16","13","3","15","2","16","3","NULL","NULL","2","7","7","5","3","6","5","4","4","5","4","50","50","18","15","12","222","11","5405","1","1435007298","1508448873","5994","7","52060","4343","22874","6387","362","213672","17044","12727962","22","8940","3269","1376","752282347","1099","5381","1","8","1","1087","3879","1","1","27855"
"5711","5927","#8PGUQ2JVY","夜色玛瑙","192","220","0","#8YGRVGVR","夜半轻私语","76isSC140R-invOfNfomywrX38S-z_pvd6L2udpG61M","6003","4088","11","NULL","8","1342","714","1109","2019-04","5711","5927","2019-04","5711","5927","NULL","NULL","NULL","NULL","NULL","NULL","8","8","7","8","7","7","8","5","6","7","7","7","6","7","4","4","3","5","5","16","12","12","16","16","6","16","2","10","14","NULL","NULL","2","7","7","5","3","5","5","1","4","2","2","50","50","20","21","12","225","11","3905","1","2000000000","2000000000","6003","7","51957","4690","27335","6304","727","109357","19478","18494149","22","11854","5195","714","342498412","1011","2149","0","8","1","1478","4088","3","1","38060"
"5714","5927","#YYCLR02C","DELIANNE#12","172","207","3","#Y8LGJ2LV","Pinas 7-11","OnyoVzsqn5OaD1w8kiki9N4Z_fVD5RkueWVuq1gkKiE","6050","2498","11","NULL","6","400","1323","3513","2019-04","5714","5927","2019-04","5714","5927","NULL","NULL","NULL","NULL","NULL","NULL","7","7","7","8","6","7","7","5","5","7","7","7","6","7","4","4","3","4","5","9","8","12","10","4","NULL","2","NULL","12","12","NULL","NULL","2","7","7","5","3","5","5","4","4","3","4","36","50","16","6","12","156","11","3661","1","1952112493","1982518950","6050","7","26824","3881","20712","5443","695","132110","14835","13042627","22","8205","4080","1323","601604531","685","3109","1","6","1","424","2498","2","1","72190"
